gene_symbol,n_total_variants,n_pathogenic,n_likely_pathogenic,n_benign,n_likely_benign,n_vus,pathogenic_fraction,benign_fraction,clinical_actionability
LOC129998775,2,0,0,0,2,0,0.0,1.0,low
LOC129998774,2,0,0,0,2,0,0.0,1.0,low
LOC129998773,2,0,0,0,2,0,0.0,1.0,low
LOC129998772,2,0,0,0,2,0,0.0,1.0,low
LOC126860101,2,0,0,0,2,0,0.0,1.0,low
LOC123956177,2,0,0,0,2,0,0.0,1.0,low
LOC123956176,2,0,0,0,2,0,0.0,1.0,low
LOC129997962,2,0,0,0,2,0,0.0,1.0,low
LOC129997961,2,0,0,0,2,0,0.0,1.0,low
LOC129997960,2,0,0,0,2,0,0.0,1.0,low
LOC116183084,2,0,0,0,2,0,0.0,1.0,low
LOC116183083,2,0,0,0,2,0,0.0,1.0,low
C1GALT1,2,0,0,0,2,0,0.0,1.0,low
LOC129998003,2,0,0,0,2,0,0.0,1.0,low
LOC129999831,2,0,0,0,2,0,0.0,1.0,low
LOC129999830,2,0,0,0,2,0,0.0,1.0,low
ACOT13,2,0,0,0,0,2,0.0,0.0,low
FAM9B,2,0,0,0,2,0,0.0,1.0,low
LOC108021846,4,0,0,4,0,0,0.0,1.0,low
SEPTIN14,3,0,0,0,2,1,0.0,0.6666666666666666,low
SUBSET OF 30 GENES: SHH,2,0,0,0,0,2,0.0,0.0,low
LOC129998012,2,0,0,2,0,0,0.0,1.0,low
LOC129998011,2,0,0,2,0,0,0.0,1.0,low
LOC129998010,2,0,0,2,0,0,0.0,1.0,low
LOC126859952,4,0,0,2,0,0,0.0,0.5,low
LOC126859951,2,0,0,2,0,0,0.0,1.0,low
LINC02889,2,0,0,2,0,0,0.0,1.0,low
LINC02888,4,0,0,2,0,0,0.0,0.5,low
AHR,3,0,0,3,0,0,0.0,1.0,low
RABGEF1,2,0,0,0,2,0,0.0,1.0,low
PTTG1IP2,2,0,0,0,2,0,0.0,1.0,low
LOC129389476,2,0,0,0,0,2,0.0,0.0,low
LOC123620070,2,0,0,0,0,2,0.0,0.0,low
LOC123620069,2,0,0,0,0,2,0.0,0.0,low
KAAG1,2,0,0,0,0,2,0.0,0.0,low
GPLD1,2,0,0,0,0,2,0.0,0.0,low
LOC101929309,4,0,0,2,2,0,0.0,1.0,low
LOC129995986,2,0,0,0,0,2,0.0,0.0,low
LOC129995985,2,0,0,0,0,2,0.0,0.0,low
LINC02828,2,0,0,0,0,2,0.0,0.0,low
C6ORF62,2,0,0,0,0,2,0.0,0.0,low
ARMH2,2,0,0,0,0,2,0.0,0.0,low
LOC101930420,2,0,0,2,0,0,0.0,1.0,low
TSG1,2,0,0,0,2,0,0.0,1.0,low
LOC129997602,2,0,0,0,2,0,0.0,1.0,low
LOC129997601,2,0,0,0,2,0,0.0,1.0,low
LOC129997600,2,0,0,0,2,0,0.0,1.0,low
LOC129996696,2,0,0,0,0,2,0.0,0.0,low
LOC129996695,2,0,0,0,0,2,0.0,0.0,low
LOC129996694,2,0,0,0,0,2,0.0,0.0,low
LOC129996693,2,0,0,0,0,2,0.0,0.0,low
LOC123744838,2,0,0,0,0,2,0.0,0.0,low
LINC01610,2,0,0,0,0,2,0.0,0.0,low
FAM135A-AS1,2,0,0,0,0,2,0.0,0.0,low
FAM135A,4,0,0,0,2,2,0.0,0.5,low
LOC129389702,2,0,0,0,2,0,0.0,1.0,low
THEMIS,2,0,0,0,2,0,0.0,1.0,low
MRS2,2,0,0,0,0,2,0.0,0.0,low
LOC129994554,2,0,0,0,0,2,0.0,0.0,low
FNIP1,2,0,0,0,0,2,0.0,0.0,low
MIR4277,2,0,0,2,0,0,0.0,1.0,low
LOC129993579,2,0,0,2,0,0,0.0,1.0,low
LOC129993578,2,0,0,2,0,0,0.0,1.0,low
LOC112997549,2,0,0,2,0,0,0.0,1.0,low
ZNF300,2,0,0,0,2,0,0.0,1.0,low
LOC123575596,2,0,0,0,2,0,0.0,1.0,low
WASF1,2,0,0,0,0,2,0.0,0.0,low
LOC129996975,2,0,0,0,0,2,0.0,0.0,low
LOC129996974,2,0,0,0,0,2,0.0,0.0,low
LOC129996973,2,0,0,0,0,2,0.0,0.0,low
LOC129996972,2,0,0,0,0,2,0.0,0.0,low
LOC126859763,2,0,0,0,0,2,0.0,0.0,low
GPR6,2,0,0,0,0,2,0.0,0.0,low
CDC40,2,0,0,0,0,2,0.0,0.0,low
LOC110806264,2,0,0,0,2,0,0.0,1.0,low
LOC110806263,2,0,0,0,2,0,0.0,1.0,low
LOC129389337,2,0,0,2,0,0,0.0,1.0,low
LOC112997581,4,0,0,2,2,0,0.0,1.0,low
LOC121056758,2,0,0,2,0,0,0.0,1.0,low
LINC02982,2,0,0,2,0,0,0.0,1.0,low
STT3A,2,0,2,0,0,0,1.0,0.0,low
LOC132090443,4,0,0,0,4,0,0.0,1.0,low
DPEP1,8,0,0,0,8,0,0.0,1.0,low
LOC130059437,4,0,0,0,4,0,0.0,1.0,low
CHST5,7,0,0,1,6,0,0.0,1.0,low
ATXN8OS,13,0,0,2,2,7,0.0,0.3076923076923077,low
MEIKIN,2,0,0,0,0,2,0.0,0.0,low
LOC129994556,2,0,0,0,0,2,0.0,0.0,low
LOC129994555,2,0,0,0,0,2,0.0,0.0,low
LOC129994980,2,0,0,0,2,0,0.0,1.0,low
LOC129994979,2,0,0,0,2,0,0.0,1.0,low
HMGXB3,2,0,0,0,2,0,0.0,1.0,low
LOC129993816,6,0,0,0,4,2,0.0,0.6666666666666666,low
LOC129993815,6,0,0,0,4,2,0.0,0.6666666666666666,low
LOC129993814,2,0,0,0,2,0,0.0,1.0,low
LOC129389275,6,0,0,0,4,2,0.0,0.6666666666666666,low
LOC129389274,2,0,0,0,2,0,0.0,1.0,low
CPLANE1-AS1,6,0,0,0,4,2,0.0,0.6666666666666666,low
LOC129389276,2,0,0,0,2,0,0.0,1.0,low
P4HA2-AS1,2,0,0,0,2,0,0.0,1.0,low
P4HA2,2,0,0,0,2,0,0.0,1.0,low
MIR6830,2,0,0,0,2,0,0.0,1.0,low
LOC129994562,2,0,0,0,2,0,0.0,1.0,low
LOC129994561,2,0,0,0,2,0,0.0,1.0,low
LOC121079961,2,0,0,0,2,0,0.0,1.0,low
LINC02511,4,0,0,2,0,0,0.0,0.5,low
LINC02510,4,0,0,2,0,0,0.0,0.5,low
ARHGAP24,6,0,0,0,0,4,0.0,0.0,low
FRYL,2,0,0,0,2,0,0.0,1.0,low
TMEM185A,8,0,0,4,2,0,0.0,0.75,low
LOC130068787,8,0,0,4,2,0,0.0,0.75,low
LOC130068786,8,0,0,4,2,0,0.0,0.75,low
LOC109396974,8,0,0,4,2,0,0.0,0.75,low
RETREG1-AS1,2,0,0,0,2,0,0.0,1.0,low
LOC129993734,2,0,0,0,2,0,0.0,1.0,low
LOC123493273,2,0,0,0,2,0,0.0,1.0,low
LOC123493272,2,0,0,0,2,0,0.0,1.0,low
LOC126807334,2,0,0,0,2,0,0.0,1.0,low
LOC126807333,4,0,0,0,2,2,0.0,0.5,low
LOC123493279,2,0,0,0,2,0,0.0,1.0,low
LOC123493278,2,0,0,0,2,0,0.0,1.0,low
LOC130068710,2,0,0,2,0,0,0.0,1.0,low
LOC130068709,2,0,0,2,0,0,0.0,1.0,low
LOC130068708,2,0,0,2,0,0,0.0,1.0,low
LOC130068707,2,0,0,2,0,0,0.0,1.0,low
LOC130068706,2,0,0,2,0,0,0.0,1.0,low
LOC121627981,2,0,0,2,0,0,0.0,1.0,low
LOC113875011,2,0,0,2,0,0,0.0,1.0,low
FIRRE,2,0,0,2,0,0,0.0,1.0,low
LOC130068690,2,0,0,2,0,0,0.0,1.0,low
LOC129993523,2,0,0,0,2,0,0.0,1.0,low
LOC123493250,2,0,0,0,2,0,0.0,1.0,low
LOC105377590,2,0,0,0,2,0,0.0,1.0,low
CFAP96,2,0,0,0,2,0,0.0,1.0,low
SUBSET OF 13 GENES: YAP1,2,0,0,0,0,2,0.0,0.0,low
ANGPTL5,3,0,0,0,0,3,0.0,0.0,low
PGR-AS1,2,0,0,0,0,2,0.0,0.0,low
MIR3920,2,0,0,0,0,2,0.0,0.0,low
LOC129390347,2,0,0,0,0,2,0.0,0.0,low
MIPOL1,7,0,0,0,2,5,0.0,0.2857142857142857,low
LOC126861921,4,0,0,0,2,2,0.0,0.5,low
LOC126861832,4,0,0,0,0,4,0.0,0.0,low
LOC124946330,4,0,0,0,0,4,0.0,0.0,low
LOC121468006,4,0,0,0,0,4,0.0,0.0,low
ITGBL1,4,0,0,0,0,4,0.0,0.0,low
NALCN-AS1,4,0,0,0,0,4,0.0,0.0,low
LOC126861831,4,0,0,0,0,4,0.0,0.0,low
LOC126088081,4,0,0,0,0,4,0.0,0.0,low
CCDC110,2,0,0,0,2,0,0.0,1.0,low
LOC129992125,2,0,0,2,0,0,0.0,1.0,low
LOC129992124,2,0,0,2,0,0,0.0,1.0,low
LOC123466221,2,0,0,2,0,0,0.0,1.0,low
BMP3,2,0,0,0,0,2,0.0,0.0,low
GAB1,2,0,0,0,2,0,0.0,1.0,low
TACR3-AS1,2,0,0,0,2,0,0.0,1.0,low
LINC02428,2,0,0,0,2,0,0.0,1.0,low
VCAN-AS1,2,0,0,0,0,2,0.0,0.0,low
LOC129994163,2,0,0,0,0,2,0.0,0.0,low
LOC129994162,2,0,0,0,0,2,0.0,0.0,low
LOC129994161,2,0,0,0,0,2,0.0,0.0,low
LOC126807443,2,0,0,0,0,2,0.0,0.0,low
HAPLN1,2,0,0,0,0,2,0.0,0.0,low
LOC132088929,2,0,0,2,0,0,0.0,1.0,low
LOC132088928,2,0,0,2,0,0,0.0,1.0,low
LINC02430,2,0,0,2,0,0,0.0,1.0,low
LINC02355,2,0,0,2,0,0,0.0,1.0,low
TACC3,2,0,0,0,2,0,0.0,1.0,low
LOC129992010,2,0,0,0,2,0,0.0,1.0,low
LOC129992009,2,0,0,0,2,0,0.0,1.0,low
LOC116158483,2,0,0,0,2,0,0.0,1.0,low
LOC129993371,2,0,0,0,0,2,0.0,0.0,low
LOC129993370,2,0,0,0,0,2,0.0,0.0,low
LOC129993369,2,0,0,0,0,2,0.0,0.0,low
LOC129993368,2,0,0,0,0,2,0.0,0.0,low
LOC129993367,2,0,0,0,0,2,0.0,0.0,low
LOC129993366,2,0,0,0,0,2,0.0,0.0,low
CLCN3,3,0,0,0,0,3,0.0,0.0,low
SUBSET OF 70 GENES: SHANK2,2,0,0,0,0,2,0.0,0.0,low
SYT13,2,0,0,0,0,2,0.0,0.0,low
LOC112081395,2,0,0,0,0,2,0.0,0.0,low
LINC02696,2,0,0,0,0,2,0.0,0.0,low
LINC02687,2,0,0,0,0,2,0.0,0.0,low
LRRC4C,13,0,0,2,3,8,0.0,0.38461538461538464,low
LOC126861196,4,0,0,0,0,4,0.0,0.0,low
LOC126861195,2,0,0,0,0,2,0.0,0.0,low
LOC129992126,2,0,0,2,0,0,0.0,1.0,low
KLHL13,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 41 GENES: BRIP1,2,0,2,0,0,0,1.0,0.0,low
SLC6A15,2,0,0,0,2,0,0.0,1.0,low
SUBSET OF 11 GENES: EHMT1,2,0,0,0,2,0,0.0,1.0,low
SUBSET OF 67 GENES: AKT3:HNRNPU:ZBTB18,2,0,0,0,0,2,0.0,0.0,low
LOC132088931,2,0,0,2,0,0,0.0,1.0,low
LOC132088930,2,0,0,2,0,0,0.0,1.0,low
LOC129937727,2,0,0,2,0,0,0.0,1.0,low
LOC129937726,2,0,0,2,0,0,0.0,1.0,low
MIR8065,2,0,0,2,0,0,0.0,1.0,low
LOC129390760,2,0,0,2,0,0,0.0,1.0,low
LOC129390759,2,0,0,2,0,0,0.0,1.0,low
LOC126862273,2,0,0,2,0,0,0.0,1.0,low
LOC126862272,2,0,0,2,0,0,0.0,1.0,low
LINC01570,2,0,0,2,0,0,0.0,1.0,low
LOC400499,2,0,0,0,2,0,0.0,1.0,low
LOC130068359,2,0,0,2,0,0,0.0,1.0,low
SUBSET OF 18 GENES: IDS,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 13 GENES: IKBKG,4,0,0,2,0,2,0.0,0.5,low
LOC126863308,4,0,0,2,0,2,0.0,0.5,low
LOC126861795,6,0,0,0,0,6,0.0,0.0,low
KLHL1,11,0,0,0,2,7,0.0,0.18181818181818182,low
PCDH9-AS4,4,0,0,0,2,2,0.0,0.5,low
PCDH9-AS3,4,0,0,0,2,2,0.0,0.5,low
PCDH9-AS2,10,0,0,0,6,4,0.0,0.6,low
PCDH9,26,0,0,4,8,12,0.0,0.46153846153846156,low
LOC126861792,4,0,0,0,2,2,0.0,0.5,low
LOC124900161,10,0,0,0,0,8,0.0,0.0,low
LOC125467775,2,0,0,0,0,2,0.0,0.0,low
LOC130068731,2,0,0,2,0,0,0.0,1.0,low
LOC121853069,2,0,0,2,0,0,0.0,1.0,low
WWC3,4,0,0,2,0,2,0.0,0.5,low
LOC101928564,2,0,0,0,2,0,0.0,1.0,low
CXORF30,2,0,0,0,2,0,0.0,1.0,low
CFAP47,4,0,0,0,2,2,0.0,0.5,low
MAGEA11,3,0,0,2,1,0,0.0,1.0,low
SUBSET OF 29 GENES: FGF12,2,0,2,0,0,0,1.0,0.0,low
LOC126806732,2,0,0,2,0,0,0.0,1.0,low
LOC129938161,2,0,0,0,0,2,0.0,0.0,low
LOC129938160,2,0,0,0,0,2,0.0,0.0,low
LOC126806910,2,0,0,0,0,2,0.0,0.0,low
LOC123464488,2,0,0,0,0,2,0.0,0.0,low
LOC106144556,4,0,0,0,2,2,0.0,0.5,low
FAM41AY1,2,0,0,0,2,0,0.0,1.0,low
FAM224B,2,0,0,0,2,0,0.0,1.0,low
CDY2B,4,0,0,0,2,2,0.0,0.5,low
RBMY1E,8,0,0,8,0,0,0.0,1.0,low
RBMY1D,8,0,0,8,0,0,0.0,1.0,low
RBMY1B,10,0,0,10,0,0,0.0,1.0,low
RBMY1A1,10,0,0,10,0,0,0.0,1.0,low
LOC111465009,2,0,2,0,0,0,1.0,0.0,low
LOC123002321,4,0,0,0,2,2,0.0,0.5,low
ABI3BP,4,0,0,0,2,2,0.0,0.5,low
LOC130068741,2,0,0,2,0,0,0.0,1.0,low
INTS6L,5,0,0,3,0,2,0.0,0.6,low
ETDB,2,0,0,2,0,0,0.0,1.0,low
SMIM10L2B-AS1,2,0,0,2,0,0,0.0,1.0,low
LOC130005441,4,0,0,0,0,4,0.0,0.0,low
SMIM10L2B,2,0,0,2,0,0,0.0,1.0,low
LOC125177332,2,0,0,0,2,0,0.0,1.0,low
LINC00920,2,0,0,0,2,0,0.0,1.0,low
CDH5,2,0,0,0,2,0,0.0,1.0,low
LOC132089677,6,0,0,2,2,0,0.0,0.6666666666666666,low
LOC132089676,2,0,0,2,0,0,0.0,1.0,low
LOC126860605,4,0,0,2,2,0,0.0,1.0,low
LINC01242,6,0,0,2,4,0,0.0,1.0,low
RPS6,3,0,0,0,2,1,0.0,0.6666666666666666,low
LOC130001573,2,0,0,0,2,0,0.0,1.0,low
LOC130001572,2,0,0,0,2,0,0.0,1.0,low
LOC126860590,2,0,0,0,2,0,0.0,1.0,low
LOC126860589,2,0,0,0,2,0,0.0,1.0,low
LOC121331322,2,0,0,0,2,0,0.0,1.0,low
DENND4C,3,0,0,0,2,1,0.0,0.6666666666666666,low
ACER2,3,0,0,0,2,1,0.0,0.6666666666666666,low
LINC03026,2,0,0,0,2,0,0.0,1.0,low
CDK20-AS1,2,0,0,0,2,0,0.0,1.0,low
CDK20,4,0,0,0,2,2,0.0,0.5,low
OR13D1,2,0,0,0,2,0,0.0,1.0,low
LOC126860710,2,0,0,0,2,0,0.0,1.0,low
OR1Q1,2,0,0,2,0,0,0.0,1.0,low
OR1N2,4,0,0,4,0,0,0.0,1.0,low
OR1J2,4,0,0,4,0,0,0.0,1.0,low
OR1B1,2,0,0,2,0,0,0.0,1.0,low
LOC112272591,4,0,0,0,2,2,0.0,0.5,low
LOC105370802,4,0,0,0,2,2,0.0,0.5,low
LINC02259,2,0,0,2,0,0,0.0,1.0,low
GOLGA6B,2,0,0,2,0,0,0.0,1.0,low
SUBSET OF 13 GENES: SPRED1,2,0,0,0,0,2,0.0,0.0,low
PEAK1,4,0,0,2,2,0,0.0,1.0,low
LOC130000332,2,0,0,0,0,2,0.0,0.0,low
LOC130000331,2,0,0,0,0,2,0.0,0.0,low
LOC121740717,2,0,0,0,0,2,0.0,0.0,low
CEBPD,2,0,0,0,0,2,0.0,0.0,low
SPATA31F3,2,0,0,0,2,0,0.0,1.0,low
PHF24,6,0,0,0,4,2,0.0,0.6666666666666666,low
LOC130001687,2,0,0,0,2,0,0.0,1.0,low
TTTY8,5,0,0,2,2,1,0.0,0.8,low
TTTY7B,5,0,0,2,2,1,0.0,0.8,low
TTTY21,5,0,0,2,2,1,0.0,0.8,low
TTTY2,5,0,0,2,2,1,0.0,0.8,low
TTTY1,5,0,0,2,2,1,0.0,0.8,low
LOC132089668,2,0,0,0,2,0,0.0,1.0,low
LOC126860586,2,0,0,0,2,0,0.0,1.0,low
LOC121331320,2,0,0,0,2,0,0.0,1.0,low
SPATA31C2,2,0,0,0,2,0,0.0,1.0,low
C8ORF34,2,0,0,0,2,0,0.0,1.0,low
LOC124544575,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 39 GENES: CDK13,2,0,0,0,0,2,0.0,0.0,low
LOC110121018,2,0,0,0,0,2,0.0,0.0,low
LOC110120817,2,0,0,0,0,2,0.0,0.0,low
LOC110120667,2,0,0,0,0,2,0.0,0.0,low
LINC01122,2,0,0,0,0,2,0.0,0.0,low
LOC129999827,2,0,0,2,0,0,0.0,1.0,low
LOC129999826,2,0,0,2,0,0,0.0,1.0,low
LOC129999825,2,0,0,2,0,0,0.0,1.0,low
LOC130000335,2,0,0,0,0,2,0.0,0.0,low
LOC130000334,2,0,0,0,0,2,0.0,0.0,low
LOC126807382,14,0,0,0,2,12,0.0,0.14285714285714285,low
SUBSET OF 21 GENES: NIPBL,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 11 GENES: NIPBL,2,0,0,0,0,2,0.0,0.0,low
LOC129993686,2,0,0,0,0,2,0.0,0.0,low
LOC126807319,2,0,0,0,0,2,0.0,0.0,low
LOC126807318,2,0,0,0,0,2,0.0,0.0,low
DNAH5-AS1,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 16 GENES: TRIO,4,0,0,0,0,4,0.0,0.0,low
LOC132089922,4,0,0,0,0,4,0.0,0.0,low
LOC130005442,4,0,0,0,0,4,0.0,0.0,low
LOC130000333,2,0,0,0,0,2,0.0,0.0,low
LOC130001543,2,0,0,2,0,0,0.0,1.0,low
LOC130001542,2,0,0,2,0,0,0.0,1.0,low
LINC02851,2,0,0,2,0,0,0.0,1.0,low
SUBSET OF 31 GENES: GJA5:GJA8,1,0,1,0,0,0,1.0,0.0,low
"COVERS 220 GENES, NONE OF WHICH CURATED TO SHOW DOSAGE SENSITIVITY",2,0,2,0,0,0,1.0,0.0,low
SUBSET OF 43 GENES: BCL11A,2,0,0,0,0,2,0.0,0.0,low
SEPTIN7,2,0,0,0,2,0,0.0,1.0,low
LOC130001890,2,0,0,0,2,0,0.0,1.0,low
LOC129999847,2,0,0,0,2,0,0.0,1.0,low
LOC124174271,2,0,0,0,2,0,0.0,1.0,low
LOC129998227,4,0,0,2,0,0,0.0,0.5,low
LOC129998226,4,0,0,2,0,0,0.0,0.5,low
TAC1,4,0,0,0,2,2,0.0,0.5,low
LOC126860118,4,0,0,0,2,2,0.0,0.5,low
SUBSET OF 73 GENES: KMT2E,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 87 GENES: VEGFA,2,0,0,0,2,0,0.0,1.0,low
SUBSET OF 396 GENES: BMP4:GCH1,2,0,2,0,0,0,1.0,0.0,low
LOC126860562,2,0,0,0,2,0,0.0,1.0,low
SUBSET OF 31 GENES: NR2F1,2,0,2,0,0,0,1.0,0.0,low
SUGT1P4-STRA6LP-CCDC180,2,0,0,0,0,0,0.0,0.0,low
LOC130002169,2,0,0,0,0,0,0.0,0.0,low
LOC124310606,2,0,0,0,0,0,0.0,0.0,low
LOC124310605,2,0,0,0,0,0,0.0,0.0,low
LOC130001544,2,0,0,2,0,0,0.0,1.0,low
LOC123480945,2,0,0,0,0,2,0.0,0.0,low
LOC110121159,2,0,0,0,0,2,0.0,0.0,low
LOC126862967,2,0,0,0,0,2,0.0,0.0,low
LOC126862790,2,0,0,0,0,2,0.0,0.0,low
LOC126862789,2,0,0,0,0,2,0.0,0.0,low
LINC01899,2,0,0,0,0,2,0.0,0.0,low
FAM205A,2,0,0,0,2,0,0.0,1.0,low
LOC123956272,2,0,0,0,2,0,0.0,1.0,low
ZNF273,2,0,0,0,0,0,0.0,0.0,low
ZNF138,2,0,0,0,0,0,0.0,0.0,low
LOC116183090,2,0,0,0,0,0,0.0,0.0,low
LOC129998137,2,0,0,0,2,0,0.0,1.0,low
LOC129998294,2,0,0,0,2,0,0.0,1.0,low
SLC4A10,2,0,0,0,0,2,0.0,0.0,low
LOC129998228,4,0,0,2,0,0,0.0,0.5,low
LOC130067625,2,0,0,0,0,2,0.0,0.0,low
LOC130067624,2,0,0,0,0,2,0.0,0.0,low
LOC130067623,2,0,0,0,0,2,0.0,0.0,low
LOC130067622,2,0,0,0,0,2,0.0,0.0,low
RBFOX2,2,0,0,0,0,2,0.0,0.0,low
USP18,3,0,0,2,0,1,0.0,0.6666666666666666,low
LOC130066947,2,0,0,2,0,0,0.0,1.0,low
LOC130066946,2,0,0,2,0,0,0.0,1.0,low
SNORA50B,2,0,0,0,2,0,0.0,1.0,low
LOC126806742,2,0,0,2,0,0,0.0,1.0,low
LOC126806741,2,0,0,2,0,0,0.0,1.0,low
UTY,2,0,0,0,0,2,0.0,0.0,low
MIR12120,2,0,0,0,0,2,0.0,0.0,low
LOC108004538,4,0,2,0,0,2,0.5,0.0,low
LOC130002339,2,0,0,0,0,2,0.0,0.0,low
LOC126860727,2,0,0,0,0,2,0.0,0.0,low
NPDC1,2,0,0,2,0,0,0.0,1.0,low
LOC130003066,2,0,0,2,0,0,0.0,1.0,low
LINC02908,2,0,0,2,0,0,0.0,1.0,low
FUT7,2,0,0,2,0,0,0.0,1.0,low
ABCA2,2,0,0,2,0,0,0.0,1.0,low
PARVB,2,0,0,0,2,0,0.0,1.0,low
LOC130067650,2,0,0,0,2,0,0.0,1.0,low
LOC125424380,2,0,0,2,0,0,0.0,1.0,low
LOC129391290,2,0,0,2,0,0,0.0,1.0,low
ZNF484,2,0,0,0,2,0,0.0,1.0,low
TTLL1-AS1,2,0,0,0,0,2,0.0,0.0,low
TTLL1,2,0,0,0,0,2,0.0,0.0,low
PACSIN2,2,0,0,0,0,2,0.0,0.0,low
LOC110121032,2,0,0,0,0,2,0.0,0.0,low
LOC110120646,2,0,0,0,0,2,0.0,0.0,low
LOC101927314,2,0,0,0,0,2,0.0,0.0,low
ZNF37A,4,0,0,0,0,4,0.0,0.0,low
LOC130003698,2,0,0,0,0,2,0.0,0.0,low
LINC00999,4,0,0,0,0,4,0.0,0.0,low
SUBSET OF 58 GENES: ZNF462,2,0,0,0,0,2,0.0,0.0,low
PALM2AKAP2,6,0,0,2,0,4,0.0,0.3333333333333333,low
LOC132090798,2,0,0,0,0,2,0.0,0.0,low
LOC132089626,2,0,0,0,0,2,0.0,0.0,low
LOC130002343,2,0,0,0,0,2,0.0,0.0,low
LOC130002342,2,0,0,0,0,2,0.0,0.0,low
LOC130002341,2,0,0,0,0,2,0.0,0.0,low
LOC130002340,2,0,0,0,0,2,0.0,0.0,low
LOC110121429,2,0,0,0,0,2,0.0,0.0,low
LINC01673,2,0,0,0,0,2,0.0,0.0,low
LINC00314,2,0,0,0,0,2,0.0,0.0,low
LINC00113,2,0,0,0,0,2,0.0,0.0,low
TRPS1-AS1,2,0,0,0,2,0,0.0,1.0,low
SUBSET OF 17 GENES: BRCA2,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 245 GENES: CHD8:HNRNPC,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 137 GENES: CD40LG:GPC3:HPRT1:PHF6:SLC9A6,2,0,2,0,0,0,1.0,0.0,low
LOC129999889,2,0,0,0,2,0,0.0,1.0,low
LOC129999888,2,0,0,0,2,0,0.0,1.0,low
SUBSET OF 12 GENES: ANKRD11,2,0,0,0,0,2,0.0,0.0,low
LOC129993637,4,0,0,0,0,4,0.0,0.0,low
LOC130005440,4,0,0,0,0,4,0.0,0.0,low
LOC130005439,4,0,0,0,0,4,0.0,0.0,low
LOC130005438,4,0,0,0,0,4,0.0,0.0,low
LOC130005437,4,0,0,0,0,4,0.0,0.0,low
LOC130005378,4,0,0,0,2,2,0.0,0.5,low
LOC130005377,4,0,0,0,2,2,0.0,0.5,low
LOC130005376,4,0,0,0,2,2,0.0,0.5,low
LOC130005375,4,0,0,0,2,2,0.0,0.5,low
LOC130005374,4,0,0,0,2,2,0.0,0.5,low
LOC124421499,4,0,0,0,2,2,0.0,0.5,low
INSC,4,0,0,0,2,2,0.0,0.5,low
CALCB,4,0,0,0,2,2,0.0,0.5,low
ERI1,2,0,0,2,0,0,0.0,1.0,low
SUBSET OF 119 GENES: GATA4,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 69 GENES: CSMD1,2,0,0,0,0,2,0.0,0.0,low
MEOX2,2,0,0,0,2,0,0.0,1.0,low
LOC123924908,2,0,0,0,2,0,0.0,1.0,low
LOC105375166,2,0,0,0,2,0,0.0,1.0,low
LINC02587,2,0,0,0,2,0,0.0,1.0,low
AGMO,4,0,0,0,2,2,0.0,0.5,low
LOC126862888,2,0,0,0,0,2,0.0,0.0,low
LOC125371503,2,0,0,0,0,2,0.0,0.0,low
LOC125371502,2,0,0,0,0,2,0.0,0.0,low
LOC102724908,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 17 GENES: CREBBP,2,0,0,0,0,2,0.0,0.0,low
MIR4759,2,0,0,0,0,2,0.0,0.0,low
LOC132090917,2,0,0,0,0,2,0.0,0.0,low
LOC132090916,2,0,0,0,0,2,0.0,0.0,low
LINC00379,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 11 GENES: KDM6A,2,0,0,0,0,2,0.0,0.0,low
LOC130068173,2,0,0,0,0,2,0.0,0.0,low
LOC130068172,2,0,0,0,0,2,0.0,0.0,low
LOC132089463,4,0,0,0,2,2,0.0,0.5,low
LOC129996739,4,0,0,0,2,2,0.0,0.5,low
PHF1,2,0,0,0,0,2,0.0,0.0,low
CUTA,2,0,0,0,0,2,0.0,0.0,low
LOC126861926,2,0,0,0,2,0,0.0,1.0,low
LOC126861925,4,0,0,0,2,2,0.0,0.5,low
LOC105370457,2,0,0,0,2,0,0.0,1.0,low
LINC00639,4,0,0,0,2,2,0.0,0.5,low
SYT10,8,0,0,0,2,4,0.0,0.25,low
LOC116268437,8,0,0,0,2,4,0.0,0.25,low
NRG3,21,0,0,2,6,11,0.0,0.38095238095238093,low
SEMA5A,10,0,0,0,2,8,0.0,0.2,low
LOC129993639,6,0,0,0,2,4,0.0,0.3333333333333333,low
LOC129993638,6,0,0,0,2,4,0.0,0.3333333333333333,low
SUBSET OF 12 GENES: RB1CC1,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 13 GENES: TBX2,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 102 GENES: CSNK2A1,2,0,0,0,0,2,0.0,0.0,low
ZNF730,2,0,0,0,0,2,0.0,0.0,low
ZNF728,2,0,0,0,0,2,0.0,0.0,low
LINC01859,2,0,0,0,0,2,0.0,0.0,low
LINC01858,2,0,0,0,0,2,0.0,0.0,low
