orpha_code,name,disorder_type,group,synonyms,geo_prevalence
695023,Pure squamous carcinoma of the urothelial tract,Disease,Disorder,,Global
695038,Small omphalocele,Clinical subtype,Subtype of disorder,Minor omphalocele,Global
695131,Acinar cystic transformation of the pancreas,Disease,Disorder,Pancreatic acinar cystic transformation|Acinar cell cystadnoma|Transformation kystique des acini pancréatiques,Global
695110,MAN2B2-CDG,Disease,Disorder,MAN2B2-congenital disorder of glycosylation|Mannosidase alpha class 2B member 2-congenital disorder of glycosylation|Carbohydrate deficient glycoprotein syndrome due to MAN2B2,Global
695140,Sickle cell-beta zero-thalassemia,Etiological subtype,Subtype of disorder,HbS-beta0 thalassemia|HbS-beta zero-thalassemia,Global
695136,Infant-type hemispheric glioma,Disease,Disorder,IHG,Global
104077,Myopathic intestinal pseudoobstruction,Etiological subtype,Subtype of disorder,,Global
697091,Emergomycosis,Disease,Disorder,Emergomyces infection,Global
697096,Cryptosporidiosis,Disease,Disorder,Cryptosporidium infection,Global
104076,Leiomyosarcoma of small intestine,Disease,Disorder,,Global
104075,Adenocarcinoma of the small intestine,Disease,Disorder,Adenocarcinoma of the small bowel,Global
104013,Metabolic disease with intestinal involvement,Category,Group of disorders,,Global
104012,Rare inflammatory bowel disease,Category,Group of disorders,,Global
104011,Rare tumor of intestine,Category,Group of disorders,Rare intestinal tumor|Rare tumor of bowel,Global
697053,Talaromycosis,Disease,Disorder,Talaromyces marneffei infection|Penicilliosis,Global
104010,Intestinal polyposis syndrome,Clinical group,Group of disorders,,Global
104009,Rare disease involving intestinal motility,Category,Group of disorders,,Global
697067,Global developmental delay-intellectual disability-microcephaly-short stature-brain iron accumulation syndrome,Malformation syndrome,Disorder,Hengel-Maroofian-Schols syndrome|BCAS3-related neurodevelopmental disorder,Global
696942,Childhood-onset common variable immunodeficiency due to ARHGEF1 deficiency,Disease,Disorder,Childhood-onset CVID phenotype due to ARHGEF1 deficiency|Childhood-onset common variable immunodeficiency phenotype due to Rho guanine nucleotide exchange factor 1 deficiency,Global
104008,Short bowel syndrome,Clinical group,Group of disorders,,Global
696945,X-linked common variable immunodeficiency phenotype due to SH3KBP1 deficiency,Disease,Disorder,X-linked CVID phenotype due to SH3KBP1 deficiency|X-linked common variable immunodeficiency phenotype due to SH3-domain kinase-binding protein 1 deficiency,Global
104007,Congenital enteropathy involving intestinal mucosa development,Category,Group of disorders,,Global
696931,Common variable immunodeficiency phenotype due to TWEAK deficiency,Disease,Disorder,CVID phenotype due to TWEAK deficiency|Common variable immunodeficiency phenotype due to TNF-related weak inducer of apoptosis,Global
104006,Congenital intestinal disease due to an enzymatic defect,Category,Group of disorders,,Global
104005,Intestinal disease due to fat malabsorption,Category,Group of disorders,,Global
104004,Intestinal disease due to vitamin absorption anomaly,Category,Group of disorders,,Global
696925,Adult-onset common variable immunodeficiency due to BAFF-receptor deficiency,Disease,Disorder,Adult-onset common variable immunodeficiency phenotype due to B-cell activating factor receptor deficiency|Adult-onset CVID phenotype due to BAFF-receptor deficiency,Global
104003,Congenital intestinal transport defect,Category,Group of disorders,,Global
103920,OBSOLETE: Undetermined colitis,Disease,Disorder,,Global
103919,Autoimmune pancreatitis,Clinical group,Group of disorders,AIP,Global
103917,OBSOLETE: Autoimmune enteropathy type 3,Disease,Disorder,,Global
696907,Common variable immunodeficiency phenotype due to homozygous TACI deficiency,Disease,Disorder,CVID phenotype due to homozygous TACI deficiency|Common variable immunodeficiency phenotype due to homozygous TNFRSF13B deficiency|Common variable immunodeficiency phenotype due to homozygous transmembrane activator and CAML interactor deficiency,Global
103918,Tropical pancreatitis,Disease,Disorder,TCP|Tropical calcific chronic pancreatitis,Global
696904,Common variable immunodeficiency phenotype due to IRF2BP2 deficiency,Disease,Disorder,CVID phenotype due to IRF2BP2 deficiency|Common variable immunodeficiency phenotype due to IFN regulatory factor-2 binding protein 2 deficiency,Global
103915,OBSOLETE: Immunoproliferative small intestinal disease,Disease,Disorder,OBSOLETE: IPSID|OBSOLETE: Mediterranean lymphoma,Global
103916,OBSOLETE: Autoimmune enteropathy type 2,Disease,Disorder,,Global
696897,Congenital megaprepuce,Morphological anomaly,Disorder,Isolated congenital buried penis,Global
696894,Common variable immunodeficiency phenotype due to CD21 deficiency,Disease,Disorder,Common variable immunodeficiency phenotype due to cluster of differentiation 21 deficiency|CVID phenotype due to CD21 deficiency,Global
103910,Congenital enterocyte heparan sulfate deficiency,Disease,Disorder,,Global
103912,OBSOLETE: Epithelio-exfoliative colitis-deafness syndrome,Disease,Disorder,,Global
103908,Congenital sodium diarrhea,Disease,Disorder,Na-H exchanger 3 deficiency|CSD|NHE3 deficiency|Sodium/proton exchanger-3 deficiency|Non-syndromic congenital sodium diarrhea,Global
696881,Common variable immunodeficiency phenotype due to CD19/CD81 deficiency,Disease,Disorder,CVID phenotype due to CD19/CD81 deficiency|CD19 deficiency|Common variable immunodeficiency phenotype due to cluster of differentiation 19/cluster or differentiation 81 deficiency,Global
103909,Trehalase deficiency,Disease,Disorder,Isolated trehalose intolerance,Global
696874,NFKB1-related immune dysregulation,Disease,Disorder,Nuclear factor kappa B subunit 1-related immune dysregulation,Global
696870,Common variable immunodeficiency phenotype due to germinal monogenic mutation,Category,Group of disorders,Monogenic CVID phenotype|Monogenic common variable immunodeficiency phenotype|CVID phenotype due to germinal monogenic mutation,Global
103907,Chronic diarrhea due to glucoamylase deficiency,Disease,Disorder,Maltase-glucoamylase deficiency,Global
696863,Common variable immunodeficiency phenotype due to somatic mutations,Disease,Disorder,CVID phenotype due to somatic mutations,Global
696857,Common variable immunodeficiency phenotype due to germinal digenic/polygenic mutations,Disease,Disorder,CVID phenotype due to germinal digenic/polygenic mutations,Global
102724,Acute myeloid leukemia with t(8;21)(q22;q22) translocation,Disease,Disorder,AML with t(8;21)(q22;q22) translocation,Global
696851,Common variable immunodeficiency and related disorders,Category,Group of disorders,CVID and related disorders,Global
102379,Acute myeloid leukemia and myelodysplastic syndromes related to alkylating agent,Disease,Disorder,AML and myelodysplastic syndromes related to alkylating agent,Global
102381,Acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor,Disease,Disorder,AML and myelodysplastic syndromes related to topoisomerase type 2 inhibitor,Global
696830,Female adnexal tumor of probable Wolffian origin,Disease,Disorder,FATWO,Global
698043,Fibromuscular dysplasia of the renal arteries,Clinical subtype,Subtype of disorder,Renal artery fibromuscular dysplasia|Renal FMD,Global
109011,Non-syndromic limb malformation,Category,Group of disorders,,Global
698059,Fibromuscular dysplasia of the coronary arteries,Clinical subtype,Subtype of disorder,Epicardial coronary artery fibromuscular dysplasia,Global
109009,Syndrome with limb malformations as a major feature,Category,Group of disorders,,Global
698063,Fibromuscular dysplasia of the visceral arteries,Clinical subtype,Subtype of disorder,Visceral fibromuscular dysplasia,Global
117569,Rare intestinal disease,Category,Group of disorders,,Global
698069,Fibromuscular dysplasia of the arteries of the extremities,Clinical subtype,Subtype of disorder,Fibromuscular dysplasia of the arteries of the limbs|Limb fibromuscular dysplasia|Extremity fibromuscular dysplasia,Global
698005,Epilepsy with generalized tonic-clonic seizures alone,Disease,Disorder,Epilepsy with grand mal seizures on awakening|GTCA|EGTCS,Global
698012,Fibromuscular dysplasia,Disease,Disorder,FMD,Global
109007,Arthrogryposis syndrome,Category,Group of disorders,,Global
698036,Fibromuscular dysplasia of the cervical and intracranial arteries,Clinical subtype,Subtype of disorder,Cerebrovascular fibromuscular dysplasia|Cerebrovascular FMD|Cephalocervical FMD,Global
108995,Syndromic respiratory or mediastinal malformation,Category,Group of disorders,,Global
108993,Non-syndromic respiratory or mediastinal malformation,Category,Group of disorders,,Global
108999,Rare disorder due to toxic effects,Category,Group of disorders,,Global
108997,Rare anemia,Category,Group of disorders,,Global
108987,OBSOLETE: Syndromic developmental defect of the eye,Category,Group of disorders,,Global
697760,Intellectual disability-nasal speech-craniofacial dysmorphism syndrome,Malformation syndrome,Disorder,,Global
108985,OBSOLETE: Non-syndromic developmental defect of the eye,Category,Group of disorders,,Global
697764,Intellectual disability-nasal speech-craniofacial dysmorphism syndrome due to CNOT2 mutation,Etiological subtype,Subtype of disorder,,Global
697986,Congenital peritoneal encapsulation,Malformation syndrome,Disorder,CPE|Peritoneal encapsulation syndrome,Global
108991,Syndrome with a central nervous system malformation as a major feature,Category,Group of disorders,,Global
108989,Non-syndromic central nervous system malformation,Category,Group of disorders,,Global
108977,Non-syndromic diaphragmatic or abdominal wall malformation,Category,Group of disorders,,Global
697414,Early-onset combined immunodeficiency with low Ig due to dominant negative IKAROS mutation,Disease,Disorder,Early-onset CID with low Ig due to dominant-negative IKAROS mutation|Early-onset CID with low Ig due to dominant-negative IKZF1 mutation,Global
108979,Syndromic diaphragmatic or abdominal wall malformation,Category,Group of disorders,,Global
697734,ST3GAL3-CDG,Disease,Disorder,ST3GAL3-related congenital disorder of glycosylation|ST3GAL3-related carbohydrate deficient glycoprotein syndrome,Global
697417,Common variable immunodeficiency phenotype due to SEC61A1 deficiency,Disease,Disorder,"CVID due to SEC61A1 deficiency|Common variable immunodeficiency phenotype due to SEC61 complex, alpha-1 subuntit deficiency",Global
108969,Syndromic intestinal malformation,Category,Group of disorders,,Global
108971,"Non-syndromic visceral malformation of the liver, biliary tract, pancreas or spleen",Category,Group of disorders,,Global
697394,Combined immunodeficiency due to c-REL deficiency,Disease,Disorder,CID due to c-REL deficiency|Combined immunodeficiency due to cellular homolog of v-Rel deficiency,Global
697403,Combined immunodeficiency-hypogammaglobulinemia-skeletal anomalies syndrome due to IKBKA deficiency,Disease,Disorder,CID-hypogammaglobulinemia-skeletal anomalies syndrome due to IKBKA deficiency|Combined immunodeficiency-hypogammaglobulinemia-skeletal anomalies syndrome due to IkappaB kinase alpha deficiency,Global
108973,"Syndromic visceral malformation of the liver, biliary tract, pancreas or spleen",Category,Group of disorders,,Global
108961,Syndromic esophageal malformation,Category,Group of disorders,,Global
697356,Congenital scalp aplasia cutis-enamel hypoplasia-developmental delay-intellectual disability syndrome,Malformation syndrome,Disorder,FOSL2-related neurodevelopmental disorder,Global
108963,Non-syndromic gastroduodenal malformation,Category,Group of disorders,,Global
108965,Syndromic gastroduodenal malformation,Category,Group of disorders,,Global
697389,Combined immunodeficiency due to HELIOS deficiency,Disease,Disorder,CID due to HELIOS deficiency|Combined immunodeficiency due to IKZF2 deficiency|Combined immunodeficiency due to IKAROS family zinc finger 2 deficiency,Global
697385,Combined immunodeficiency-cancer predisposing syndrome due to AIOLOS deficiency,Disease,Disorder,Combined immunodeficiency-cancer predisposing syndrome due to IKZF3 deficiency|CID-cancer predisposing syndrome due to AIOLOS deficiency|CID-cancer predisposing syndrome due to IKZF3 deficiency|Combined immunodeficiency-cancer predisposing syndrome due to IKAROS family zinc finger 3 deficiency,Global
108967,Non-syndromic intestinal malformation,Category,Group of disorders,,Global
104078,Unclassified intestinal pseudoobstruction,Etiological subtype,Subtype of disorder,,Global
697132,Lymphoepithelial cyst of the pancreas,Disease,Disorder,Pancreatic lymphoepithelial cyst,Global
697101,Fontaine progeroid syndrome,Disease,Disorder,,Global
697160,Infantile epileptic spasms syndrome,Disease,Disorder,IESS,Global
108959,Non-syndromic esophageal malformation,Category,Group of disorders,,Global
699593,Combined immunodeficiency-lymphopenia-cancer predisposing syndrome due to AIOLOS deficiency,Clinical subtype,Subtype of disorder,Combined immunodeficiency-lymphopenia-cancer predisposing syndrome due to IKZF3 deficiency|CID-lymphopenia-cancer predisposing syndrome due to AIOLOS deficiency|CID-lymphopenia-cancer predisposing syndrome due to IKZF3 deficiency,Global
101995,Periodic fever syndrome,Category,Group of disorders,,Global
699590,Immune dysregulation with immunodeficiency due to AIOLOS haploinsufficiency,Disease,Disorder,,Global
101992,Immunodeficiency due to a complement cascade protein anomaly,Category,Group of disorders,,Global
699578,Combined immunodeficiency with low Ig due to BCL10 deficiency,Disease,Disorder,Combined immunodeficiency with low Ig due to B-cell lymphoma 10 immune signaling adaptor deficiency|CID with low Ig due to BCL10 deficiency,Global
101998,Rare epilepsy,Category,Group of disorders,,Global
699605,NEMO deleted exon 5 autoinflammatory syndrome,Disease,Disorder,NDAS|NEMO-NDAS|SAID due to NEMO exon 5 deletion|Systemic autoinflammatory disease due to NEMO exon 5 deletion|NF-kappa-B essential modulator deleted exon 5 autoinflammatory syndrome,Global
699599,ICHAD syndrome,Disease,Disorder,Immune dysregulation-craniofacial anomalies-hearing impairment-athelia-developmental delay syndrome,Global
699596,Combined immunodeficiency-hypogammaglobulinemia-cancer predisposing syndrome due to AIOLOS deficiency,Clinical subtype,Subtype of disorder,Combined immunodeficiency-hypogammaglobulinemia-cancer predisposing syndrome due to IKZF3 deficiency|CID-hypogammaglobulinemia-cancer predisposing syndrome due to AIOLOS deficiency|CID-hypogammaglobulinemia-cancer predisposing syndrome due to IKZF3 deficiency,Global
101997,Primary immunodeficiency,Category,Group of disorders,,Global
699645,Variable age-onset epilepsy syndrome,Clinical group,Group of disorders,,Global
102002,Rare ataxia,Category,Group of disorders,,Global
102003,Rare movement disorder,Category,Group of disorders,,Global
699618,Severe mendelian susceptibility to mycobacterial diseases due to complete IFNG deficiency,Disease,Disorder,Severe MSMD due to complete IFNG deficiency|Severe mendelian susceptibility to mycobacterial diseases due to complete interferon gamma deficiency,Global
102000,Medullar disease,Category,Group of disorders,,Global
699615,Severe mendelian susceptibility to mycobacterial diseases due to complete IRF1 deficiency,Disease,Disorder,Severe mendelian susceptibility to mycobacterial diseases due to complete interferon regulatory factor 1 deficiency|Severe MSMD due to complete IRF1 deficiency,Global
102006,Neurovascular malformation,Category,Group of disorders,,Global
699683,Fibro-adipose vascular anomaly,Disease,Disorder,Fibroadipose vascular anomaly|Fibro-fatty vascular anomaly|FAVA,Global
699678,Necrotizing cellulitis,Clinical subtype,Subtype of disorder,,Global
102005,Brain inflammatory disease,Category,Group of disorders,,Global
698260,Carotid web,Disease,Disorder,AFMD|CaW|Atypical FMD|Carotid diaphragm|Atypical fibromuscular dysplasia,Global
101978,OBSOLETE: Disease with severe reduction in all serum immunoglobulin isotypes with profoundly decreased or absent B cells,Category,Group of disorders,,Global
101977,Immunodeficiency predominantly affecting antibody production,Category,Group of disorders,,Global
698085,Global developmental delay-intellectual disability-facial dysmorphism-pseudo-Pelger-Huët anomaly syndrome,Malformation syndrome,Disorder,TMEM147-related neurodevelopmental disorder,Global
698090,Ophthalmological abnormalities-facial dysmorphism-intellectual disability syndrome,Malformation syndrome,Disorder,BRPF1-related neurodevelopmental disorder,Global
698914,Platelet-activating anti-platelet factor 4 disorder,Clinical group,Group of disorders,Anti-platelet factor 4 disorder|Anti-PF4 disorder,Global
101982,OBSOLETE: Disease with severe reduction in serum IgA and IgG with normal/elevated IgM and normal numbers of B cells,Category,Group of disorders,,Global
698945,Autoimmune heparin-induced thrombocytopenia,Disease,Disorder,Autoimmune HIT|aHIT,Global
101980,OBSOLETE: Disease with isotype or light chain deficiencies with normal numbers of B cells,Category,Group of disorders,,Global
699057,Annular erythema of infancy,Disease,Disorder,,Global
101987,Congenital neutropenia,Category,Group of disorders,Constitutional neutropenia,Global
699021,Spontaneous heparin-induced thrombocytopenia,Disease,Disorder,Spontaneous HIT,Global
101985,Quantitative and/or qualitative congenital phagocyte defect,Category,Group of disorders,,Global
699029,Vaccine-induced immune thrombotic thrombocytopenia,Disease,Disorder,VITT,Global
699068,Fontan-associated liver disease,Disease,Disorder,FALD,Global
101988,Primary immunodeficiency due to a defect in innate immunity,Category,Group of disorders,,Global
699835,Cataract-combined malonic and methylmalonic aciduria-intellectual disability syndrome,Malformation syndrome,Disorder,ZBTB11-related neurodevelopmental disorder,Global
102024,Human herpesvirus 8-related disorder,Category,Group of disorders,HHV-8-related disorder,Global
699822,Sickle cell S-Lepore disease,Clinical subtype,Subtype of disorder,Hemoglobin S-Lepore disease|HbS-Lepore disease,Global
102025,OBSOLETE: Nuclear cell envelopathy,Category,Group of disorders,,Global
699850,2p25.3 microduplication syndrome,Malformation syndrome,Disorder,Trisomy 2p25.3 syndrome|Dup(2)(p25.3),Global
699844,Microcephaly-corpus callosum hypoplasia-simplified gyral pattern-intellectual disability syndrome,Malformation syndrome,Disorder,DYNC1I2-related neurodevelopmental disorder,Global
700085,Sickle cell disease due to hemoglobin S and a non-S/non-C hemoglobin variant,Disease,Disorder,Sickle cell disease due to HbS and a non-HbS/non-HbC variant,Global
102069,OBSOLETE: Hepatic amyloidosis with intrahepatic cholestasis,Disease,Disorder,OBSOLETE: Cholestatic hepatic amyloidosis,Global
102237,Unexplained periodic fever syndrome,Category,Group of disorders,,Global
700090,Sickle cell S-O Arab disease,Clinical subtype,Subtype of disorder,Hemoglobin S-O Arab disease|HbS-O Arab disease,Global
700111,Homozygous hemoglobin O Arab disease,Disease,Disorder,Homozygous O Arab hemoglobinopathy,Global
700107,Sickle cell S-other specified hemoglobin variant,Clinical subtype,Subtype of disorder,HbS-other specified hemoglobin variant disease,Global
102283,Multiple congenital anomalies/dysmorphic syndrome-intellectual disability,Category,Group of disorders,MCA/MR|Multiple congenital anomalies-intellectual disability with or without dysmorphism,Global
102284,OBSOLETE: Multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,Category,Group of disorders,OBSOLETE: MCA/variable MR|OBSOLETE: Multiple congenital anomalies-variable intellectual disability with or without dysmorphism syndrome,Global
700133,Idiopathic chronic pancreatitis,Disease,Disorder,,Global
700124,Autosomal recessive hereditary chronic pancreatitis,Disease,Disorder,,Global
102285,Multiple congenital anomalies/dysmorphic syndrome without intellectual disability,Category,Group of disorders,MCA without intellectual disability|Multiple congenital anomalies without intellectual disability with or without dysmorphism,Global
102369,Rare syndromic intellectual disability,Category,Group of disorders,,Global
700139,Late-onset idiopathic chronic pancreatitis,Clinical subtype,Subtype of disorder,,Global
700136,Early-onset idiopathic chronic pancreatitis,Clinical subtype,Subtype of disorder,,Global
102373,OBSOLETE: Primary glomerular disease,Category,Group of disorders,,Global
102009,Classic lissencephaly,Clinical group,Group of disorders,Lissencephaly type 1,Global
699697,Necrotizing fasciitis,Clinical subtype,Subtype of disorder,,Global
699702,Necrotizing myositis,Clinical subtype,Subtype of disorder,,Global
102011,Lissencephaly type 3,Clinical group,Group of disorders,,Global
699708,CLN14 disease,Disease,Disorder,Neuronal ceroid lipofuscinosis type 14|NCL14,Global
102010,Other syndrome with lissencephaly as a major feature,Category,Group of disorders,,Global
102013,Complex hereditary spastic paraplegia,Clinical group,Group of disorders,Complex HSP|Complex SPG|Complex familial spastic paraplegia|Complicated HSP|Complicated SPG|Complicated familial spastic paraplegia|Complicated hereditary spastic paraplegia,Global
699718,Infantile CLN1 disease,Clinical subtype,Subtype of disorder,Infantile neuronal ceroid lipofuscinosis type 1,Global
102012,Pure hereditary spastic paraplegia,Clinical group,Group of disorders,Pure HSP|Pure SPG|Pure familial spastic paraplegia|Uncomplicated HSP|Uncomplicated SPG|Uncomplicated familial spastic paraplegia|Uncomplicated hereditary spastic paraplegia,Global
699734,Late infantile CLN1 disease,Clinical subtype,Subtype of disorder,Late infantile neuronal ceroid lipofuscinosis type 1,Global
102015,Autosomal recessive limb-girdle muscular dystrophy,Category,Group of disorders,,Global
699739,Juvenile CLN1 disease,Clinical subtype,Subtype of disorder,Juvenile neuronal ceroid lipofuscinosis type 1,Global
699745,Adult CLN1 disease,Clinical subtype,Subtype of disorder,Adult neuronal ceroid lipofuscinosis type 1|Céroïde lipofuscinose neuronale adulte type 1,Global
102014,Autosomal dominant limb-girdle muscular dystrophy,Category,Group of disorders,,Global
699751,Infantile CLN2 disease,Clinical subtype,Subtype of disorder,Infantile neuronal ceroid lipofuscinosis type 2,Global
699761,Late infantile CLN2 disease,Clinical subtype,Subtype of disorder,Infantile neuronal ceroid lipofuscinosis type 2,Global
699769,Juvenile CLN2 disease,Clinical subtype,Subtype of disorder,Juvenile neuronal ceroid lipofuscinosis type 2,Global
699780,Juvenile CLN3 disease,Clinical subtype,Subtype of disorder,Juvenile neuronal ceroid lipofuscinosis type 3,Global
699796,Protracted juvenile CLN3 disease,Clinical subtype,Subtype of disorder,Protacted neuronal ceroid lipofuscinosis type 3,Global
102021,Rickettsial disease,Category,Group of disorders,Rickettsiae disease,Global
102020,Autosomal monosomy syndrome,Category,Group of disorders,Autosomal deletion,Global
699802,Late infantile CLN5 disease,Clinical subtype,Subtype of disorder,Late infantile neuronal ceroid lipofuscinosis type 5,Global
102023,Typhus-group rickettsiosis,Category,Group of disorders,Typhus-group rickettsiae disease,Global
699807,Juvenile CLN5 disease,Clinical subtype,Subtype of disorder,Juvenile neuronal ceroid lipofuscinosis type 5,Global
699812,Adult CLN5 disease,Clinical subtype,Subtype of disorder,Adult neuronal ceroid lipofuscinosis type 5,Global
102022,Spotted fever rickettsiosis,Category,Group of disorders,Spotted fever rickettsiae disease,Global
101934,Genetic cardiac rhythm disease,Category,Group of disorders,,Global
700508,Distal muscle weakness-foot deformity-elevated sorbitol level-hereditary motor neuropathy,Disease,Disorder,Sorbitol dehydrogenase deficiency,Global
101932,Anomaly of the mitral subvalvular apparatus,Morphological anomaly,Disorder,,Global
700497,Juvenile CLN10 disease,Clinical subtype,Subtype of disorder,Juvenile neuronal ceroid lipofuscinosis type 10,Global
700492,Late infantile CLN10 disease,Clinical subtype,Subtype of disorder,Late infantile neuronal ceroid lipofuscinosis type 10,Global
700487,Congenital CLN10 disease,Clinical subtype,Subtype of disorder,CNCL|Congenital neuronal ceroid lipofuscinosis type 10,Global
700484,Late infantile CLN8 disease,Clinical subtype,Subtype of disorder,Late infantile neuronal ceroid lipofuscinosis type 8,Global
700477,Adult CLN6 disease,Clinical subtype,Subtype of disorder,Adult neuronal ceroid lipofuscinosis type 6,Global
101685,Rare non-syndromic intellectual disability,Disease,Disorder,Rare NSID,Global
700472,Juvenile CLN6 disease,Clinical subtype,Subtype of disorder,Juvenile neuronal ceroid lipofuscinosis type 6,Global
101943,Rare hepatic and biliary tract tumor,Category,Group of disorders,,Global
101940,Rare metabolic liver disease,Category,Group of disorders,,Global
101941,Rare biliary tract disease,Category,Group of disorders,,Global
101938,Rare vascular liver disease,Category,Group of disorders,,Global
101939,Rare parenchymal liver disease,Category,Group of disorders,,Global
101936,Rare gastroesophageal disease,Category,Group of disorders,,Global
700746,OBSOLETE: Genetic common variable immunodeficiency phenotype and related disorders,Category,Group of disorders,OBSOLETE: Genetic CVID phenotype and related disorders,Global
101937,Rare pancreatic disease,Category,Group of disorders,,Global
700188,Calf-predominant weakness-gastrocnemius medialis atrophy-distal myopathy,Disease,Disorder,Mild calf-predominant myopathy,Global
101351,Familial isolated congenital asplenia,Morphological anomaly,Disorder,,Global
700170,DNAJB4-related distal myopathy,Disease,Disorder,,Global
700160,ADNP-related blepharophimosis-intellectual disability syndrome,Disease,Disorder,,Global
700163,SMPX-related distal myopathy,Disease,Disorder,,Global
700143,X-linked distal myopathy,Category,Group of disorders,,Global
101338,OBSOLETE: Mediterranean spotted fever,Etiological subtype,Subtype of disorder,,Global
700154,TARDBP-related predominantly upper-limb distal myopathy,Disease,Disorder,,Global
101337,OBSOLETE: Marseilles fever,Etiological subtype,Subtype of disorder,,Global
101435,Rare genetic eye disease,Category,Group of disorders,Rare genetic ophthalmologic disease,Global
700467,Late infantile CLN6 disease,Clinical subtype,Subtype of disorder,Late infantile neuronal ceroid lipofuscinosis type 6,Global
700333,Hypotonia-speech impairment-severe cognitive delay syndrome due to UNC80 deficiency,Clinical subtype,Subtype of disorder,,Global
101433,Rare urogenital disease,Category,Group of disorders,,Global
700336,Hypotonia-speech impairment-severe cognitive delay syndrome due to NALCN deficiency,Clinical subtype,Subtype of disorder,,Global
101356,OBSOLETE: Lissencephaly-demyelinating axonal neuropathy syndrome,Disease,Disorder,,Global
700325,NKAP-related intellectual disability-facial dysmorphism-marfanoid habitus-scoliosis syndrome,Malformation syndrome,Disorder,"X-linked syndromic intellectual developmental disorder, Hackmann-Di Donato type",Global
700205,Combined immunodeficiency due to IKBKB gain-of-function mutation,Disease,Disorder,CID due to IKBKB GOF mutation|Combined immunodeficiency due to inhibitor of nuclear factor kappa B kinase subunit beta gain-of-function mutation,Global
700286,Congenital high airway obstruction syndrome,Clinical syndrome,Disorder,CHAOS,Global
708043,Ectodermal dysplasia with oligodontia-hand and foot malformation-hypoplastic nipples,Malformation syndrome,Disorder,,Global
708036,Ectodermal dysplasia with agenesis of maxillary lateral incisors and mandibular anterior teeth,Malformation syndrome,Disorder,,Global
708051,Peripheral congenital arteriovenous fistula,Malformation syndrome,Disorder,Peripheral congenital AVF,Global
708046,Peripheral arteriovenous malformation,Malformation syndrome,Disorder,Peripheral AVM,Global
708007,Intramuscular fast-flow vascular anomaly,Malformation syndrome,Disorder,,Global
101960,Genetic chronic primary adrenal insufficiency,Category,Group of disorders,,Global
707993,Methemoglobinemia-related cyanosis,Category,Group of disorders,,Global
708019,Congenital heart defect-ectodermal dysplasia- brachydactyly-telangiectasia syndrome,Malformation syndrome,Disorder,Telangiectasia-ectodermal dysplasia-brachydactyly-cardiac anomaly syndrome|TEBC syndrome|Congenital heart defects and ectodermal dysplasia|CHDE,Global
708014,Ectodermal dysplasia-natal teeth-skin abscesses-plantar hyperkeratosis-hearing impairment,Malformation syndrome,Disorder,,Global
101963,Acquired chronic primary adrenal insufficiency,Category,Group of disorders,,Global
708171,Facial dysmorphism-corpus callosum hypoplasia-infantile epileptic encephalopathy,Malformation syndrome,Disorder,WWOX-related epileptic encephalopathy,Global
101972,Combined T and B cell immunodeficiency,Clinical group,Group of disorders,,Global
708166,Severe neurodevelopmental disorder-facial dysmorphism-cerebral-renal-cardiac anomalies syndrome,Malformation syndrome,Disorder,TM2D3-related neurodevelopmental disorder,Global
708178,Global developmental delay-speech apraxia-facial dysmorphism-limb and palpebral anomalies syndrome,Malformation syndrome,Disorder,ZNF148-related neurodevelopmental disorder,Global
708126,DNAJB6-related distal myopathy,Disease,Disorder,,Global
708123,Autosomal dominant distal nebulin myopathy,Disease,Disorder,,Global
708133,Autosomal dominant ACTN2-related distal myopathy,Disease,Disorder,,Global
708129,Autosomal recessive ACTN2-related distal myopathy,Disease,Disorder,,Global
101949,OBSOLETE: Rare acquired eye disease,Category,Group of disorders,,Global
101950,Rare eye tumor,Category,Group of disorders,,Global
101945,Rare bronchopulmonary and pleural cavity tumors,Category,Group of disorders,,Global
101944,Rare pulmonary disease,Category,Group of disorders,,Global
707792,Unstable gamma globin chain variant disease,Disease,Disorder,,Global
101957,Pituitary deficiency,Category,Group of disorders,,Global
707937,Distal arthrogryposis-progressive scoliosis-thumb deformity-impaired proprioception syndrome,Malformation syndrome,Disorder,DAIPT|Distal arthrogryposis with impaired proprioception and touch,Global
101956,Polyendocrinopathy,Category,Group of disorders,,Global
707944,Peripheral fast-flow vascular malformation,Clinical group,Group of disorders,Peripheral arteriovenous malformation,Global
101959,Chronic primary adrenal insufficiency,Category,Group of disorders,CPAI|Chronic adrenocorticoid insufficiency,Global
707983,Early-onset autosomal recessive TTN-related distal myopathy,Disease,Disorder,Young or early adult onset recessive distal titinopathy,Global
101958,Primary adrenal insufficiency,Category,Group of disorders,,Global
101953,Rare dyslipidemia,Category,Group of disorders,,Global
101952,Rare diabetes mellitus,Category,Group of disorders,,Global
707786,Thalassemia,Category,Group of disorders,,Global
101955,Rare thyroid disease,Category,Group of disorders,,Global
707789,Unstable alpha globin chain variant disease,Disease,Disorder,,Global
101954,Rare adrenal disease,Category,Group of disorders,,Global
