gene_symbol,pLI,lof_oe,LOEUF,mis_z,hi_intolerant,loeuf_constrained
TMEM63A,1.6245e-16,0.68869,0.839,1.7941,0,0
DENND3,1.6001e-16,0.66432,0.805,2.7116,0,0
TSPAN32,1.5907e-16,1.2649,1.649,-1.9347,0,0
ASXL1,1.5801e-16,0.74546,0.918,1.9316,0,0
RUBCNL,1.5757e-16,0.95813,1.216,0.26122,0,0
MARCHF10,1.5467e-16,0.75573,0.932,1.563,0,0
ANGPT4,1.5442e-16,0.93945,1.189,0.020044,0,0
ERMARD,1.5088e-16,0.80154,0.996,0.047435,0,0
ARFGAP3,1.4979e-16,0.88806,1.116,0.30704,0,0
MFSD3,1.467e-16,1.3839,1.795,-4.0766,0,0
TMCO4,1.4631e-16,0.84268,1.053,1.0365,0,0
USP44,1.4394e-16,0.82894,1.034,1.6962,0,0
ACP6,1.4193e-16,1.027,1.313,0.665,0,0
RIN1,1.395e-16,0.96142,1.22,-1.7645,0,0
MMP19,1.3761e-16,1.0043,1.281,1.0376,0,0
KRT32,1.3722e-16,1.1122,1.434,0.289,0,0
DDX49,1.3294e-16,0.94336,1.194,0.22964,0,0
FIG4,1.3237e-16,0.78021,0.966,1.7961,0,0
PPM1N,1.3233e-16,1.5472,1.913,-2.8442,0,0
GPR180,1.2999e-16,1.0555,1.353,-0.20466,0,0
TRAPPC9,1.2947e-16,0.65082,0.786,2.2235,0,0
KLRC4-KLRK1,1.2937e-16,1.2759,1.663,0.42733,0,0
KLRK1,1.2937e-16,1.2759,1.663,0.42733,0,0
LRP3,1.2906e-16,0.98415,1.252,-0.53676,0,0
PCK2,1.2732e-16,0.84584,1.057,0.57823,0,0
ARHGEF16,1.271e-16,0.8181,1.018,0.28551,0,0
BCO1,1.2604e-16,0.92639,1.17,-1.0043,0,0
ALDH7A1,1.2571e-16,0.79298,0.983,0.93997,0,0
TMPRSS5,1.234e-16,1.0314,1.319,-1.3911,0,0
SUMF1,1.2003e-16,0.98619,1.254,-1.3757,0,0
RARS1,1.1875e-16,0.86224,1.079,0.46413,0,0
OBI1,1.1821e-16,0.92801,1.172,0.004153,0,0
GUCY2D,1.1666e-16,0.74118,0.911,0.020837,0,0
ELAPOR2,1.1501e-16,0.76108,0.939,1.0284,0,0
SAMD9L,1.1462e-16,0.71561,0.876,2.6683,0,0
PLBD1,1.1452e-16,0.96676,1.227,1.0351,0,0
NTRK1,1.1294e-16,0.77207,0.954,0.91609,0,0
ADGRF4,1.1036e-16,1.0609,1.36,-0.56252,0,0
ILDR1,1.1014e-16,0.87943,1.103,0.06617,0,0
MMRN2,1.0886e-16,0.86426,1.082,-0.78118,0,0
CDHR1,1.0861e-16,0.80842,1.004,-0.43308,0,0
FCRL6,1.0832e-16,0.94871,1.201,-0.51896,0,0
VSIG10L2,1.039e-16,0.93129,1.176,-0.083977,0,0
DNAJC21,1.0319e-16,0.8655,1.083,0.30635,0,0
SGSH,1.0282e-16,0.99057,1.26,0.58086,0,0
PIGT,1.0109e-16,0.86598,1.084,0.42049,0,0
FBXW8,1.0026e-16,0.95074,1.203,-0.050453,0,0
CHAT,9.9145e-17,0.78587,0.973,0.67235,0,0
PDF,9.7694e-17,2.1705,1.984,-3.8637,0,0
SEPTIN1,9.6149e-17,1.0392,1.329,0.60954,0,0
TRIM29,9.4922e-17,0.91593,1.154,0.4741,0,0
DELE1,9.4373e-17,0.93373,1.179,0.32596,0,0
DIPK1C,9.3948e-17,1.4889,1.882,-1.0253,0,0
CRB1,9.3619e-17,0.64456,0.776,0.63626,0,0
NOXO1,9.2359e-17,1.2941,1.685,-3.8126,0,0
STPG3,8.992e-17,1.2461,1.62,-2.5598,0,0
INPP5B,8.9874e-17,0.7764,0.959,1.6232,0,0
MARS1,8.8851e-17,0.6451,0.777,2.4588,0,0
CD36,8.8525e-17,1.6896,1.953,-1.819,0,0
SLC37A2,8.8476e-17,0.81274,1.009,1.0814,0,0
CNTNAP4,8.7352e-17,0.68373,0.831,-2.6333,0,0
SCFD2,8.6846e-17,0.93584,1.182,1.0464,0,0
BTBD8,8.5868e-17,0.62791,0.753,1.9683,0,0
NIN,8.5086e-17,0.53424,0.62,1.2238,0,0
TRAK2,8.2754e-17,0.72891,0.893,1.3212,0,0
FAM184A,8.12e-17,0.65089,0.785,0.9843,0,0
BFAR,8.1083e-17,0.91983,1.159,-0.18262,0,0
SLC15A5,7.9708e-17,1.0451,1.336,-0.0078849,0,0
ALOX5,7.7684e-17,0.7579,0.933,0.866,0,0
C5,7.7641e-17,0.64651,0.779,2.3738,0,0
TSEN2,7.6736e-17,0.95776,1.212,-0.36979,0,0
SLC10A1,7.6148e-17,1.7058,1.956,-1.4172,0,0
GBP3,7.4078e-17,0.8732,1.093,1.486,0,0
KRT33A,7.4036e-17,1.0743,1.377,-0.0052252,0,0
KRT6C,7.2253e-17,1.0482,1.34,1.2428,0,0
ACTR8,7.1878e-17,0.83047,1.033,1.3668,0,0
TNK1,7.101e-17,0.90611,1.139,-0.24376,0,0
HSPA12B,7.0939e-17,0.88985,1.116,-0.34158,0,0
FBXO40,7.0281e-17,0.92338,1.163,0.28814,0,0
NDUFAF7,7.0019e-17,1.0492,1.342,-1.1759,0,0
PGM1,6.9806e-17,0.9414,1.189,0.48596,0,0
WFDC1,6.8907e-17,1.3104,1.705,-2.569,0,0
AVIL,6.5982e-17,0.66913,0.81,2.0302,0,0
MICALL1,6.526e-17,0.79416,0.983,0.39559,0,0
EVPLL,6.4945e-17,1.3137,1.709,-1.1746,0,0
HAP1,6.4327e-17,1.027,1.31,-0.1706,0,0
TRAPPC12,6.4066e-17,0.94359,1.192,-1.1355,0,0
TOM1L1,6.3292e-17,1.0275,1.31,1.0114,0,0
CARD9,6.2657e-17,0.90914,1.143,-0.92366,0,0
RAD51AP2,6.1926e-17,0.79521,0.984,0.71569,0,0
LY9,6.1673e-17,0.87746,1.098,0.63939,0,0
COL15A1,5.9832e-17,0.63555,0.763,1.0432,0,0
MAPK12,5.9709e-17,1.0816,1.387,-1.1314,0,0
PDE6A,5.867e-17,0.72583,0.888,0.89523,0,0
KIAA1755,5.8458e-17,0.77354,0.954,-0.22262,0,0
BBS1,5.6877e-17,0.80922,1.003,0.93053,0,0
ATG4D,5.6376e-17,0.94686,1.196,-0.30404,0,0
TMEM143,5.5967e-17,1.1468,1.479,-0.29263,0,0
DCST2,5.519e-17,0.76402,0.941,1.0553,0,0
TRIM47,5.5084e-17,1.0569,1.351,-1.0287,0,0
TMEM209,5.4837e-17,0.89595,1.124,1.1456,0,0
PARP12,5.4256e-17,0.82312,1.022,0.17234,0,0
MAP3K21,5.3805e-17,0.85085,1.061,0.051879,0,0
PCDHGB2,5.3408e-17,0.8808,1.103,0.31209,0,0
TOE1,5.2565e-17,0.96774,1.225,2.0223,0,0
TRMT1,5.1707e-17,0.78704,0.972,0.7845,0,0
RAB3GAP1,5.1538e-17,0.661,0.798,2.0402,0,0
CYP4V2,5.1146e-17,0.8976,1.126,-0.13305,0,0
USP20,5.0421e-17,0.65106,0.784,2.1796,0,0
SLC47A1,4.9539e-17,0.88255,1.105,0.27647,0,0
DMKN,4.9473e-17,0.83863,1.044,0.22976,0,0
KIF22,4.9453e-17,0.8251,1.025,0.58711,0,0
SLC9A4,4.9145e-17,0.85288,1.063,-0.55569,0,0
TCN1,4.9102e-17,0.96955,1.227,0.10919,0,0
ATIC,4.8854e-17,0.83891,1.044,-0.26716,0,0
ABCA12,4.8142e-17,0.50866,0.582,2.9254,0,0
SH2D3A,4.7053e-17,1.013,1.288,-0.83593,0,0
COG5,4.6848e-17,0.82625,1.026,-0.53705,0,0
LRRC71,4.4276e-17,0.86991,1.087,-0.73402,0,0
NLRC5,4.4268e-17,0.5564,0.651,2.59,0,0
HAAO,4.4081e-17,1.1937,1.544,-1.231,0,0
HEATR6,4.3855e-17,0.72207,0.882,1.3624,0,0
NCAPD2,4.3527e-17,0.58222,0.687,2.3459,0,0
RAB44,4.265e-17,0.82826,1.029,0.58725,0,0
ARHGAP10,4.2253e-17,0.73095,0.894,0.46451,0,0
KIF6,4.1925e-17,0.90231,1.132,0.96484,0,0
PIK3C2G,4.0809e-17,0.97446,1.233,-0.73699,0,0
FHAD1,3.9918e-17,0.74062,0.908,1.7002,0,0
EEF2K,3.9516e-17,0.732,0.896,0.7747,0,0
SMTNL2,3.8751e-17,1.1615,1.498,-1.0948,0,0
ECM1,3.8236e-17,0.84428,1.051,1.0007,0,0
ANGEL1,3.7645e-17,0.79324,0.98,1.6664,0,0
PPM1D,3.7145e-17,0.9392,1.183,2.7759,0,0
DPH7,3.553e-17,1.0712,1.37,-0.85839,0,0
NAALADL2,3.5317e-17,0.90637,1.137,-1.1311,0,0
PAK4,3.5222e-17,0.99915,1.268,-0.32093,0,0
PCDHA2,3.3883e-17,0.84693,1.054,0.48546,0,0
TH,3.3283e-17,1.0007,1.27,-1.0314,0,0
SLC22A10,3.2506e-17,1.0479,1.336,-0.97156,0,0
UGT2B28,3.2403e-17,1.1341,1.458,-0.81972,0,0
TTF1,3.176e-17,0.82136,1.018,1.0988,0,0
PABPN1L,3.1043e-17,1.4941,1.883,-2.9001,0,0
SLC22A16,3.097e-17,1.0027,1.272,0.036819,0,0
ABCB10,3.0297e-17,0.91,1.142,0.35076,0,0
DHX57,3.0238e-17,0.62182,0.742,-0.92733,0,0
SPNS3,2.9752e-17,0.98291,1.244,0.0053777,0,0
SERINC4,2.9636e-17,1.0265,1.306,-1.0602,0,0
KPNA7,2.9367e-17,0.98325,1.245,0.28269,0,0
DOCK8,2.9093e-17,0.53646,0.622,-1.7115,0,0
MOXD1,2.8913e-17,0.89505,1.12,-1.2737,0,0
RIPK3,2.8615e-17,0.96426,1.218,0.41445,0,0
ALS2,2.816e-17,0.55527,0.649,2.9747,0,0
TRMU,2.8114e-17,1.0055,1.276,-0.36829,0,0
DDX31,2.8108e-17,0.73739,0.902,0.65916,0,0
PPP2R3A,2.8102e-17,0.72885,0.891,0.1465,0,0
MMP12,2.7659e-17,1.1753,1.515,0.7261,0,0
CCDC158,2.7187e-17,0.77695,0.957,1.0212,0,0
TXNDC16,2.7136e-17,0.98538,1.247,0.0038155,0,0
ZNF267,2.6415e-17,0.81245,1.006,0.71611,0,0
ARID3C,2.6153e-17,1.4319,1.835,-1.4741,0,0
KBTBD12,2.6034e-17,0.93041,1.17,0.99081,0,0
PLEKHH3,2.5064e-17,0.86795,1.082,-1.4995,0,0
CEP104,2.4722e-17,0.70031,0.851,1.5089,0,0
MYO10,2.4549e-17,0.54147,0.629,1.777,0,0
ZNF451,2.442e-17,0.73964,0.905,1.9645,0,0
PSG11,2.4243e-17,1.2203,1.578,-2.8404,0,0
CAPN2,2.3939e-17,0.8273,1.026,1.1953,0,0
LIPE,2.3391e-17,0.75902,0.932,0.6101,0,0
ZP1,2.3351e-17,0.82782,1.026,0.96554,0,0
SP140L,2.294e-17,0.90042,1.127,-0.19152,0,0
CEP63,2.2922e-17,0.90044,1.127,-0.15809,0,0
RHBDD3,2.2887e-17,1.4411,1.842,-1.1541,0,0
CERKL,2.2725e-17,1.1154,1.43,-0.14752,0,0
DYNC2I1,2.2708e-17,0.66488,0.802,0.5582,0,0
FPGS,2.2705e-17,0.93373,1.174,0.68257,0,0
KRT83,2.2378e-17,0.97062,1.226,0.22209,0,0
TM7SF3,2.214e-17,0.9709,1.226,1.1186,0,0
CENATAC,2.152e-17,0.97163,1.227,-0.8486,0,0
C1QTNF12,1.9375e-17,1.3855,1.788,-2.8387,0,0
ASTE1,1.8566e-17,1.0172,1.291,1.6752,0,0
BNIP5,1.8447e-17,0.88985,1.112,0.25066,0,0
ABHD1,1.8338e-17,1.0659,1.359,-0.31823,0,0
SLC17A3,1.811e-17,0.93922,1.181,-0.057024,0,0
TTLL6,1.7905e-17,0.7195,0.877,1.1794,0,0
TRPM7,1.7833e-17,0.57842,0.681,2.6185,0,0
MIPEP,1.774e-17,0.93973,1.181,-0.95513,0,0
UGT1A10,1.6842e-17,1.02,1.294,-0.70331,0,0
FANCL,1.6815e-17,1.1263,1.444,-0.81485,0,0
FAT1,1.6808e-17,0.50121,0.571,1.7316,0,0
TGM4,1.6779e-17,0.78595,0.968,1.117,0,0
PLOD3,1.6589e-17,0.7552,0.925,-0.055463,0,0
DPP4,1.6454e-17,0.73717,0.901,0.6449,0,0
EGFLAM,1.6393e-17,0.68598,0.83,0.72897,0,0
KRT38,1.6245e-17,1.0697,1.364,-0.62572,0,0
SLCO2A1,1.5976e-17,0.83583,1.036,1.1063,0,0
ATG7,1.5974e-17,0.7983,0.985,1.2812,0,0
ULK3,1.5824e-17,0.92538,1.161,-0.33036,0,0
RNF20,1.5058e-17,0.69341,0.84,3.6616,0,0
NTN5,1.4684e-17,1.2434,1.607,-1.0104,0,0
TBC1D16,1.4637e-17,0.83768,1.039,0.39881,0,0
SLC12A1,1.4594e-17,0.78859,0.971,0.38536,0,0
DCDC2C,1.4488e-17,1.1653,1.498,-0.57573,0,0
GNPTG,1.4307e-17,1.0738,1.369,-2.4992,0,0
SLC6A18,1.3436e-17,0.91282,1.143,0.7107,0,0
CES1,1.3333e-17,1.0046,1.272,-0.68229,0,0
MLIP,1.3268e-17,0.88217,1.1,-0.42997,0,0
USP16,1.3198e-17,0.81411,1.006,0.43005,0,0
EGF,1.3128e-17,0.62169,0.741,2.2238,0,0
SCTR,1.3105e-17,1.0766,1.373,-0.35899,0,0
AGBL2,1.2893e-17,0.76944,0.944,2.0835,0,0
KIR2DL4,1.2708e-17,1.3511,1.747,-1.8885,0,0
CLCNKA,1.2579e-17,0.78037,0.959,1.0649,0,0
ADAM15,1.2469e-17,0.68323,0.826,1.5426,0,0
TRPV5,1.2413e-17,0.81535,1.007,0.54849,0,0
NDUFV3,1.2395e-17,1.1375,1.458,0.40891,0,0
SLC26A6,1.238e-17,0.76018,0.932,1.0541,0,0
CYP24A1,1.2314e-17,1.1718,1.507,-1.134,0,0
KRT7,1.2172e-17,1.1382,1.459,0.49649,0,0
PLEKHG2,1.1957e-17,0.71022,0.863,0.72325,0,0
P2RX2,1.1818e-17,1.008,1.276,-0.8078,0,0
PER3,1.1791e-17,0.81639,1.009,0.23939,0,0
GRID2IP,1.147e-17,0.73426,0.896,-1.3046,0,0
TBL3,1.1365e-17,0.72619,0.885,-1.0909,0,0
ACAD11,1.1192e-17,0.81744,1.01,0.77624,0,0
TEKT4,1.0678e-17,1.1118,1.422,-2.7406,0,0
CEP89,1.0671e-17,0.93473,1.173,0.86542,0,0
CNBD2,1.0435e-17,0.93526,1.173,0.75914,0,0
C16ORF95,1.0183e-17,1.3092,1.694,-1.72,0,0
SLCO1B1,9.9771e-18,1.1142,1.425,-0.43705,0,0
TMEM134,9.9376e-18,1.6875,1.953,-2.8977,0,0
PDZD3,9.8491e-18,0.99209,1.253,0.39223,0,0
ASPG,9.7372e-18,0.97281,1.226,-0.61289,0,0
IARS1,9.6429e-18,0.74565,0.911,1.005,0,0
PCDHA11,9.6197e-18,0.83329,1.031,-0.12207,0,0
FBXL6,9.5497e-18,1.0363,1.315,-2.1696,0,0
CYP1A1,9.2763e-18,1.1483,1.472,0.68511,0,0
POLM,9.1588e-18,0.93836,1.177,-0.5321,0,0
WDR4,9.0544e-18,1.0622,1.351,-1.1162,0,0
SLC27A6,8.8563e-18,1.0894,1.389,-0.54525,0,0
AACS,8.8541e-18,0.78685,0.967,0.48387,0,0
SH2B2,8.7218e-18,1.3733,1.771,-3.4945,0,0
TCTN1,8.6642e-18,0.90702,1.133,1.0402,0,0
SPATA5L1,8.4468e-18,0.94029,1.18,-0.61292,0,0
AKR1B15,8.3094e-18,1.1878,1.527,-0.074096,0,0
ZNF446,8.1727e-18,1.1531,1.478,-0.81182,0,0
MTIF2,7.8573e-18,0.82462,1.019,-0.91945,0,0
MCM8,7.8297e-18,0.78914,0.97,1.0558,0,0
CEP78,7.6315e-18,1.1913,1.531,-1.0296,0,0
SLC39A4,7.5913e-18,0.99899,1.262,-2.3602,0,0
MYH14,7.535e-18,0.5553,0.647,1.4521,0,0
SLC18B1,6.8375e-18,1.1958,1.537,-0.68466,0,0
PIGQ,6.7802e-18,1.0234,1.295,-0.60382,0,0
TRIM66,6.7136e-18,0.6202,0.738,0.86425,0,0
RRP8,6.6251e-18,1.072,1.363,-1.1881,0,0
CACNA1S,6.2927e-18,0.558,0.651,1.3387,0,0
C4ORF54,6.1868e-18,0.82949,1.025,-0.65912,0,0
TRIM42,6.1825e-18,0.86989,1.08,1.1449,0,0
KLHL25,6.1477e-18,1.3366,1.726,-1.4326,0,0
VLDLR,6.079e-18,0.6859,0.828,-0.99818,0,0
TCTN2,6.054e-18,0.80543,0.992,1.305,0,0
THNSL1,6.0131e-18,0.93147,1.166,0.31138,0,0
CEP162,6.0129e-18,0.8849,1.101,-0.40864,0,0
GOLGA8H,5.6467e-18,1.3413,1.731,-1.4662,0,0
SLC28A1,5.419e-18,0.84525,1.046,0.2338,0,0
ZMYM6,5.3543e-18,0.64597,0.773,2.3072,0,0
ADAMTS19,5.2776e-18,0.68761,0.83,-0.38527,0,0
MLKL,5.2756e-18,0.95152,1.194,-1.3282,0,0
SCNN1A,5.1789e-18,0.88817,1.105,0.28764,0,0
CD1C,5.1326e-18,1.1076,1.412,-0.039143,0,0
ANO3,5.0884e-18,0.74695,0.911,2.8578,0,0
GANC,5.0307e-18,0.79744,0.98,0.027983,0,0
AP4M1,5.0074e-18,0.8889,1.106,-0.18504,0,0
SLC25A13,5.0062e-18,0.76587,0.937,1.1534,0,0
MYH6,4.9721e-18,0.54615,0.634,4.1453,0,0
CRHR2,4.9005e-18,0.97128,1.221,-0.06396,0,0
ASB16,4.836e-18,1.2978,1.675,-1.5654,0,0
C8G,4.728e-18,1.4109,1.809,-1.1357,0,0
DNAI3,4.5727e-18,0.72376,0.879,1.2417,0,0
SURF1,4.5412e-18,1.2131,1.559,-1.3117,0,0
TRAPPC11,4.5163e-18,0.67773,0.816,1.17,0,0
RCN3,4.3575e-18,1.3559,1.748,-0.68795,0,0
CTC1,4.0781e-18,0.64862,0.776,1.0969,0,0
NT5E,4.0083e-18,0.99555,1.254,0.64818,0,0
SCN11A,3.9782e-18,0.69106,0.834,1.8029,0,0
RBM28,3.9531e-18,0.74219,0.904,1.3067,0,0
C20ORF96,3.926e-18,1.0388,1.315,-0.68677,0,0
NKD2,3.9103e-18,1.3087,1.688,-1.6339,0,0
DQX1,3.8918e-18,0.79109,0.971,1.3023,0,0
PLSCR5,3.8801e-18,1.5754,1.921,-1.163,0,0
SPATA20,3.8511e-18,0.72623,0.882,0.72026,0,0
DGAT1,3.8462e-18,0.8524,1.055,0.41962,0,0
GPR149,3.8003e-18,1.0176,1.285,-0.30192,0,0
CEP128,3.7996e-18,0.78081,0.957,0.57206,0,0
SEC14L3,3.7285e-18,0.97807,1.23,0.61908,0,0
CSGALNACT1,3.715e-18,0.99752,1.257,-3.0062,0,0
NAALAD2,3.545e-18,0.97933,1.231,0.2036,0,0
C12ORF56,3.4681e-18,1.0664,1.353,-0.12036,0,0
LILRB1,3.3253e-18,0.86912,1.078,-0.41344,0,0
AASDH,3.2904e-18,0.77308,0.946,0.90632,0,0
DNAJC16,3.2137e-18,0.76366,0.933,1.4844,0,0
BST1,3.1674e-18,1.2716,1.638,-0.76804,0,0
SEPTIN10,3.1573e-18,1.1243,1.434,-1.3956,0,0
TMEM67,3.1439e-18,0.8703,1.079,1.1345,0,0
EFCC1,3.1325e-18,1.1245,1.434,-1.1105,0,0
GEMIN5,2.9965e-18,0.69455,0.839,-0.026735,0,0
NOL8,2.9757e-18,0.77482,0.948,1.0341,0,0
ODAD2,2.9467e-18,0.79623,0.977,0.90537,0,0
CR1L,2.8555e-18,0.93223,1.165,0.29208,0,0
PERM1,2.8264e-18,1.1598,1.483,-1.5295,0,0
HAL,2.8209e-18,0.96656,1.213,0.49342,0,0
TBC1D10C,2.7405e-18,1.0492,1.328,0.2369,0,0
ZNF786,2.7403e-18,0.93317,1.166,-1.6812,0,0
PADI6,2.6604e-18,0.80957,0.995,0.36547,0,0
EPSTI1,2.6035e-18,1.2373,1.59,-0.28512,0,0
KIF4B,2.573e-18,0.83458,1.029,1.4848,0,0
COL14A1,2.5194e-18,0.57486,0.673,2.4195,0,0
CNTROB,2.491e-18,0.72476,0.879,1.76,0,0
KRT79,2.4802e-18,1.0081,1.27,-0.10815,0,0
SLC12A8,2.4625e-18,0.8897,1.105,0.80898,0,0
RNF135,2.3836e-18,1.1663,1.491,-0.19761,0,0
TYW1B,2.3528e-18,0.82392,1.015,2.266,0,0
APEH,2.3187e-18,0.71828,0.87,1.1763,0,0
TM7SF2,2.3129e-18,1.0312,1.302,-0.23997,0,0
LRRCC1,2.3073e-18,0.86306,1.068,0.19028,0,0
RAD54B,2.2964e-18,0.80088,0.983,1.6868,0,0
LAMB2,2.2857e-18,0.55983,0.652,2.8708,0,0
GSDMD,2.2855e-18,1.1679,1.493,-0.63452,0,0
LTBP4,2.2625e-18,0.61875,0.734,-0.0002426,0,0
FAM114A1,2.2421e-18,0.92176,1.149,0.8711,0,0
OSBPL5,2.1817e-18,0.72664,0.882,-0.91784,0,0
MISP,2.1618e-18,1.0117,1.275,-1.5958,0,0
DTHD1,2.15e-18,0.83821,1.034,0.29944,0,0
NIBAN3,2.1048e-18,0.95596,1.197,-0.3922,0,0
ATP5MF-PTCD1,2.092e-18,0.89319,1.109,0.32763,0,0
SLC39A12,2.0614e-18,0.89351,1.11,-0.52511,0,0
NUBP1,2.0604e-18,1.1718,1.498,-1.2332,0,0
ATAD3B,2.012e-18,0.92417,1.152,-1.7987,0,0
FAM83F,2.0017e-18,1.209,1.55,0.05118,0,0
CNTNAP2,1.9949e-18,0.60998,0.721,0.26666,0,0
DOCK1,1.9567e-18,0.5491,0.637,3.3656,0,0
CEP120,1.9566e-18,0.7624,0.93,-0.44298,0,0
PROZ,1.9563e-18,1.4688,1.858,-0.24174,0,0
SERINC2,1.9548e-18,1.0144,1.278,0.13159,0,0
SHCBP1L,1.9459e-18,1.0145,1.278,-0.20209,0,0
ARHGEF40,1.932e-18,0.61023,0.722,1.2775,0,0
MRPL38,1.9318e-18,1.0362,1.308,-0.37093,0,0
LOXL4,1.8995e-18,0.77255,0.944,0.78563,0,0
CHADL,1.8992e-18,1.1123,1.415,-0.80665,0,0
PRSS21,1.8696e-18,1.4719,1.86,-1.2428,0,0
ENTPD2,1.8583e-18,1.0857,1.377,-1.3652,0,0
MXRA8,1.8154e-18,1.2535,1.611,-3.2361,0,0
VPS16,1.8091e-18,0.67699,0.813,2.3277,0,0
NLRP7,1.8044e-18,0.78359,0.959,0.2054,0,0
LILRA1,1.7974e-18,1.0166,1.281,-1.1804,0,0
URB2,1.7775e-18,0.65687,0.786,1.3097,0,0
NBN,1.7467e-18,0.85542,1.057,0.10899,0,0
MUTYH,1.7396e-18,0.82989,1.022,0.92502,0,0
KAT14,1.7371e-18,0.80612,0.989,1.7447,0,0
DEAF1,1.6906e-18,0.94417,1.18,0.83045,0,0
SHROOM1,1.6626e-18,0.99839,1.255,-1.7863,0,0
CHPF2,1.6625e-18,0.91297,1.136,0.065435,0,0
MSH5,1.6532e-18,0.702,0.847,2.1204,0,0
SH3TC2,1.6409e-18,0.66748,0.8,1.0273,0,0
PLEKHG7,1.636e-18,0.94492,1.18,0.2936,0,0
DENND1C,1.6321e-18,0.83115,1.023,-0.062864,0,0
CCDC142,1.6e-18,0.79645,0.976,0.83352,0,0
SEC23B,1.5717e-18,0.81972,1.008,1.252,0,0
DRC1,1.5561e-18,0.71647,0.867,0.65957,0,0
KIF13B,1.473e-18,0.62223,0.738,0.71483,0,0
ASS1,1.4303e-18,0.91625,1.14,1.8142,0,0
EPB41L4A,1.3959e-18,1.0028,1.261,-1.4707,0,0
MCF2L,1.3839e-18,0.64587,0.77,1.5934,0,0
AGXT2,1.3802e-18,0.94881,1.185,0.075848,0,0
STK10,1.376e-18,0.70433,0.85,1.8521,0,0
KIR2DL3,1.3369e-18,1.575,1.92,-2.8035,0,0
IQUB,1.3336e-18,0.9667,1.21,-0.0048081,0,0
ANKS3,1.3297e-18,0.88849,1.102,-3.6943,0,0
ITIH4,1.3223e-18,0.69216,0.834,1.862,0,0
MBTPS1,1.32e-18,0.70486,0.851,-2.1185,0,0
PSG9,1.2958e-18,1.1559,1.474,-1.8878,0,0
TMC1,1.2771e-18,0.75107,0.914,1.5789,0,0
ASB10,1.2199e-18,1.2718,1.634,-0.2333,0,0
PADI2,1.2121e-18,1.0493,1.325,0.17522,0,0
PLEKHA7,1.1987e-18,0.61389,0.726,0.64486,0,0
TMEM214,1.1915e-18,0.76118,0.927,1.2718,0,0
SLC2A7,1.1731e-18,1.0502,1.326,-0.12523,0,0
FAM186B,1.1518e-18,0.79158,0.969,1.7622,0,0
ACP7,1.1195e-18,0.92159,1.147,0.62811,0,0
TTLL8,1.1099e-18,0.9538,1.192,0.50522,0,0
ERICH6,1.1e-18,0.92197,1.147,0.28976,0,0
DRC7,1.0766e-18,0.72899,0.883,1.6713,0,0
LIMCH1,1.0408e-18,0.6443,0.768,1.8321,0,0
FAM81B,1.0301e-18,0.99114,1.243,0.72172,0,0
TTLL3,1.0144e-18,0.85337,1.053,1.001,0,0
ADSS1,9.893e-19,0.99214,1.245,-0.1029,0,0
TTC16,9.8806e-19,0.81681,1.003,0.6784,0,0
PKD2L1,9.7818e-19,0.817,1.003,0.74033,0,0
SLC22A31,9.5131e-19,1.5197,1.892,-1.6006,0,0
ADGRE5,9.3388e-19,0.79535,0.973,0.79778,0,0
OGDHL,9.309400000000001e-19,0.70273,0.847,1.2736,0,0
SLC4A11,9.2641e-19,0.73906,0.897,1.6142,0,0
ITGA2B,9.191400000000001e-19,0.64132,0.763,1.3317,0,0
PRSS53,8.9807e-19,0.95866,1.198,0.37772,0,0
BRIP1,8.7115e-19,0.70356,0.848,2.4664,0,0
INPPL1,8.569500000000001e-19,0.6504,0.776,2.1314,0,0
LLGL2,8.521700000000001e-19,0.67991,0.816,1.3509,0,0
XRRA1,8.175300000000001e-19,0.84488,1.04,0.18246,0,0
EPN3,8.142700000000001e-19,0.99696,1.251,-1.1128,0,0
EDEM1,8.060300000000001e-19,0.89902,1.115,-1.3832,0,0
POLD1,8.000000000000001e-19,0.72558,0.878,1.3967,0,0
MCOLN3,7.8209e-19,0.9294,1.157,1.6897,0,0
LILRA4,7.7451e-19,1.018,1.28,0.26173,0,0
VWA7,7.381100000000001e-19,0.79961,0.978,0.83993,0,0
LRIG2,7.349e-19,0.7788,0.95,1.5155,0,0
ZSCAN10,7.238700000000001e-19,1.0411,1.312,-2.4772,0,0
TXNDC11,7.2024e-19,0.96375,1.204,-1.8503,0,0
CFAP53,7.189700000000001e-19,1.02,1.282,-0.048666,0,0
MCM10,6.850800000000001e-19,0.77022,0.938,0.34387,0,0
ADAMTS7,6.597800000000001e-19,0.64027,0.761,1.0363,0,0
BPIFB4,6.438600000000001e-19,0.87586,1.082,0.43012,0,0
FAM149A,6.4065e-19,0.87596,1.082,-0.99598,0,0
SRBD1,6.249200000000001e-19,0.72161,0.872,-1.4515,0,0
BCAM,6.218100000000001e-19,0.89029,1.102,-0.54318,0,0
QARS1,6.106800000000001e-19,0.70805,0.854,0.8909,0,0
LAD1,6.102200000000001e-19,1.0041,1.26,0.19846,0,0
CFAP251,5.7652e-19,0.69004,0.829,1.6369,0,0
NLRP6,5.637100000000001e-19,0.98722,1.236,-1.5483,0,0
TTC14,5.5572e-19,0.81607,1.0,0.30862,0,0
CDK15,5.4428e-19,1.0272,1.291,0.16853,0,0
MARCO,5.3813e-19,0.92222,1.145,-0.36203,0,0
