gene_symbol,pLI,lof_oe,LOEUF,mis_z,hi_intolerant,loeuf_constrained
CDH24,5.289800000000001e-19,0.92259,1.146,0.75281,0,0
SLC12A4,5.2393000000000005e-19,0.69116,0.83,1.8298,0,0
CAPN3,5.226200000000001e-19,0.73937,0.896,0.86012,0,0
TCF3,5.0910000000000005e-19,0.98968,1.239,-3.412,0,0
CAPN9,4.770800000000001e-19,0.84297,1.036,0.64619,0,0
XYLB,4.4977e-19,0.85676,1.055,0.056983,0,0
PRRT3,4.4286e-19,1.0784,1.362,-2.0947,0,0
FARP2,4.4245e-19,0.82035,1.005,-0.17762,0,0
ASB2,4.421400000000001e-19,0.99308,1.243,-0.52866,0,0
TJP2,4.407e-19,0.68735,0.825,0.63558,0,0
CD101,4.3095000000000005e-19,0.73425,0.889,1.3609,0,0
AMZ1,4.1978e-19,1.5032,1.88,-5.6773,0,0
FIBCD1,4.0469e-19,1.1998,1.53,-0.21282,0,0
IL1RL2,3.9923000000000005e-19,0.99556,1.246,0.053045,0,0
MSR1,3.9327e-19,1.0819,1.366,-3.1333,0,0
CFAP100,3.8672000000000004e-19,0.84708,1.041,-0.32642,0,0
CCDC110,3.7609000000000003e-19,0.92988,1.155,1.1549,0,0
P3H2,3.7084000000000005e-19,0.99735,1.249,-1.6098,0,0
C8ORF76,3.5849000000000003e-19,1.1703,1.489,-0.16629,0,0
RASAL1,3.556e-19,0.80192,0.98,0.3923,0,0
CEP95,3.471e-19,0.8619,1.061,-0.35046,0,0
CSMD1,3.4493000000000003e-19,0.51426,0.586,-12.425,0,0
KLHL21,3.4482000000000005e-19,1.2863,1.647,-2.4672,0,0
SLC44A4,3.3897000000000004e-19,0.74572,0.904,1.5883,0,0
LAMA4,3.3158e-19,0.6025,0.709,2.0435,0,0
BEST1,3.209e-19,1.0204,1.28,0.89191,0,0
CERCAM,3.2039e-19,0.9333,1.159,-0.35236,0,0
MPP4,3.1862000000000004e-19,0.89018,1.1,0.68965,0,0
PPP1R21,3.1806000000000004e-19,0.83855,1.029,-2.6565,0,0
APOH,3.1416e-19,1.2098,1.542,0.52703,0,0
ACP4,3.0241e-19,1.1162,1.413,-0.72954,0,0
ARVCF,2.8287e-19,0.8408,1.032,-1.8821,0,0
ROBO3,2.7799e-19,0.63244,0.749,-0.51601,0,0
ATP9B,2.7743e-19,0.71141,0.857,0.61932,0,0
FANCD2,2.7719000000000002e-19,0.65236,0.777,1.7648,0,0
TSEN54,2.7307e-19,1.0048,1.258,-1.4479,0,0
METTL22,2.7245000000000004e-19,1.0929,1.38,-2.157,0,0
PFAS,2.7139000000000003e-19,0.65256,0.777,1.5074,0,0
HR,2.713e-19,0.70517,0.848,0.15368,0,0
PIP5KL1,2.7093000000000003e-19,1.3461,1.724,-2.2667,0,0
ENGASE,2.6141000000000004e-19,0.83029,1.018,0.63261,0,0
SH2D4A,2.5573e-19,1.0064,1.26,-1.8524,0,0
CES5A,2.5536000000000003e-19,1.0065,1.26,-0.19997,0,0
ZXDC,2.3522e-19,0.95571,1.189,-0.89383,0,0
PRXL2C,2.3208000000000004e-19,1.848,1.972,-1.159,0,0
MEFV,2.305e-19,0.92525,1.147,-1.6136,0,0
SLC6A13,2.1453e-19,0.92675,1.149,0.71137,0,0
DGLUCY,2.1198000000000002e-19,0.97468,1.215,0.53603,0,0
MED23,2.113e-19,0.64643,0.768,6.0073,0,0
ADAT1,2.0916000000000002e-19,0.95829,1.193,-1.4041,0,0
JHY,2.0905e-19,0.84663,1.039,0.27079,0,0
ADAMTS16,1.8384e-19,0.6654,0.794,-0.20053,0,0
LRRC27,1.7795e-19,1.0573,1.329,-0.62187,0,0
CYP4F2,1.7755000000000002e-19,0.96191,1.197,1.0949,0,0
CPS1,1.7622e-19,0.644,0.764,1.7456,0,0
RAD54L,1.7363000000000002e-19,0.77371,0.94,1.214,0,0
MYH7,1.6832000000000001e-19,0.55621,0.644,6.8055,0,0
PLCD1,1.642e-19,0.78427,0.954,1.9691,0,0
UNC45A,1.6182000000000001e-19,0.73267,0.885,0.75097,0,0
SLC15A1,1.5726e-19,0.90447,1.117,0.74349,0,0
ATP12A,1.5293e-19,0.70583,0.848,1.7842,0,0
COL13A1,1.5227e-19,0.73351,0.886,-0.13261,0,0
GYS2,1.4812000000000002e-19,1.02,1.277,0.010222,0,0
FCGBP,1.4744e-19,0.55222,0.638,6.7734,0,0
SLC49A3,1.4229e-19,1.1408,1.444,-3.0437,0,0
RABGGTA,1.4214000000000002e-19,0.81854,1.0,0.56798,0,0
SHPK,1.4064000000000002e-19,1.0875,1.37,-0.0048709,0,0
CFHR4,1.3755000000000002e-19,0.96757,1.204,0.58343,0,0
LILRB5,1.3473e-19,0.92177,1.141,-0.12918,0,0
MMP28,1.3335000000000002e-19,1.0226,1.28,0.1617,0,0
STRIP2,1.3236000000000002e-19,0.75987,0.921,1.9568,0,0
FRMPD2,1.3081000000000001e-19,0.77832,0.946,-0.55022,0,0
PPIP5K2,1.2777000000000001e-19,0.79872,0.973,4.0981,0,0
PALB2,1.2379000000000001e-19,0.74417,0.9,0.8204,0,0
GRIN2C,1.2323000000000001e-19,0.93837,1.163,-0.17202,0,0
PKP2,1.2177e-19,0.8959,1.105,0.99086,0,0
ROGDI,1.2141000000000001e-19,1.2903,1.648,-3.6418,0,0
VPS51,1.1946e-19,1.0254,1.284,0.7431,0,0
CCDC81,1.184e-19,0.9102,1.125,0.44868,0,0
BARD1,1.1813e-19,0.88318,1.087,-0.16636,0,0
LRRFIP2,1.1685e-19,0.92469,1.144,0.41253,0,0
CR1,1.1672e-19,0.65182,0.774,1.8867,0,0
CCDC157,1.1441e-19,0.93993,1.165,0.48912,0,0
KLHL35,1.1338e-19,1.4529,1.837,-3.9966,0,0
TNNT1,1.1036e-19,1.1209,1.415,0.49022,0,0
ACSM4,1.0931e-19,0.87174,1.072,1.1472,0,0
MKS1,1.0926000000000002e-19,0.81219,0.991,0.89475,0,0
LCTL,1.0885e-19,0.92614,1.146,0.69763,0,0
WDR93,1.0872e-19,0.85923,1.055,1.5927,0,0
RECQL,1.0681000000000001e-19,0.99042,1.235,1.0791,0,0
AMH,1.0623000000000001e-19,1.6985,1.954,-5.9633,0,0
PLEKHH1,1.0601000000000001e-19,0.71032,0.854,2.5053,0,0
ERICH6B,1.0471000000000001e-19,0.83571,1.023,1.0197,0,0
MELTF,1.0439000000000001e-19,0.84771,1.039,0.27764,0,0
CCDC61,1.0157000000000001e-19,1.0504,1.318,-0.32032,0,0
SPIDR,1.0108000000000001e-19,0.80281,0.978,0.30627,0,0
PIGG,9.856e-20,0.9001,1.11,0.044817,0,0
CFAP91,9.802100000000001e-20,0.914,1.129,0.12954,0,0
A2M,9.7568e-20,0.64522,0.765,2.7587,0,0
TEKT5,9.6647e-20,1.0517,1.319,-2.2863,0,0
TARS3,9.6349e-20,0.88719,1.092,0.17014,0,0
OSMR,9.5168e-20,0.76494,0.927,1.1915,0,0
PAH,9.094700000000001e-20,1.0126,1.265,-0.00030735,0,0
PNLIPRP3,8.963e-20,1.1564,1.464,-0.29207,0,0
MYZAP,8.5514e-20,0.90292,1.114,-0.73997,0,0
CNGB3,8.5316e-20,0.85154,1.044,-0.15051,0,0
PFKL,8.2778e-20,0.84011,1.028,0.75495,0,0
ABCG5,8.1322e-20,0.9793,1.219,-1.0834,0,0
MSH6,7.9694e-20,0.70125,0.841,-3.8555,0,0
ARHGEF18,7.897000000000001e-20,0.679,0.811,0.82813,0,0
MADD,7.734e-20,0.61575,0.725,1.8667,0,0
OAS2,7.6789e-20,0.87859,1.08,0.87554,0,0
UACA,7.672e-20,0.69576,0.833,0.68696,0,0
TEDC1,7.380900000000001e-20,1.1067,1.394,-2.0009,0,0
UGT2B10,7.3202e-20,1.1634,1.473,-1.051,0,0
ZNF276,7.2113e-20,0.9346,1.157,-3.0463,0,0
TYMP,7.118000000000001e-20,1.1966,1.518,-3.4365,0,0
PCSK6,7.117100000000001e-20,0.7522,0.909,0.48815,0,0
DYRK4,7.1086e-20,0.90658,1.118,0.81454,0,0
TUBGCP5,6.783e-20,0.70315,0.843,1.3714,0,0
DUS3L,6.6133e-20,0.92193,1.139,-0.0068328,0,0
PTH2R,6.5346e-20,1.0407,1.303,-0.64003,0,0
NLRX1,6.339700000000001e-20,0.8823,1.085,1.7269,0,0
ZNF804B,6.3087e-20,0.74585,0.9,-0.26351,0,0
FBXO17,6.2746e-20,1.3709,1.748,-1.788,0,0
TGM5,6.2413e-20,0.84539,1.034,1.1937,0,0
CTSZ,6.2092e-20,1.2775,1.628,0.11649,0,0
CCDC39,6.1729e-20,0.9855,1.226,0.095849,0,0
XKR5,6.0955e-20,1.3227,1.688,-4.5705,0,0
LMAN1L,5.9816e-20,1.0228,1.278,0.64658,0,0
TEDC2,5.863e-20,1.1711,1.482,-1.5361,0,0
CYP26C1,5.7243e-20,1.4323,1.815,-3.3118,0,0
SPAG4,5.5083e-20,1.0248,1.28,0.017026,0,0
SEMA3G,5.2781e-20,0.8253,1.007,0.80015,0,0
SLC26A11,5.2618e-20,0.97226,1.208,-0.23161,0,0
PYROXD2,5.1418e-20,0.927,1.145,0.2148,0,0
SNX32,5.0597e-20,0.99,1.232,-0.50255,0,0
CYP4F8,4.9943e-20,0.99029,1.232,0.3925,0,0
TMC5,4.9238e-20,0.76624,0.927,1.3209,0,0
ITGA11,4.8406e-20,0.70715,0.848,1.2904,0,0
TIE1,4.4818e-20,0.685,0.818,1.5357,0,0
UAP1L1,4.4535e-20,1.1808,1.495,-0.27021,0,0
USHBP1,4.3688e-20,0.86421,1.059,0.024964,0,0
ESPNL,4.0718e-20,1.2963,1.651,-3.0173,0,0
TBC1D1,3.9393e-20,0.71603,0.859,1.2401,0,0
POMT2,3.9110000000000003e-20,0.77892,0.944,-0.12705,0,0
FYB2,3.9018e-20,0.93256,1.152,0.1246,0,0
IMPG1,3.7401e-20,0.97974,1.217,-0.011703,0,0
DDX58,3.6576e-20,0.80996,0.985,1.629,0,0
PGGHG,3.6333e-20,0.86769,1.063,-0.40857,0,0
EXOSC10,3.5665e-20,0.71081,0.852,1.1361,0,0
DPEP1,3.5079e-20,1.1893,1.505,-1.3812,0,0
MYO1H,3.4107e-20,0.79071,0.959,0.48801,0,0
BANK1,3.4042e-20,0.93531,1.156,-0.49936,0,0
GALNT15,3.3378e-20,0.90788,1.118,0.22807,0,0
NDOR1,3.2949e-20,0.93596,1.156,-1.2679,0,0
GBP1,3.2387e-20,0.90846,1.119,1.1673,0,0
ZSCAN32,3.1413e-20,1.1067,1.391,-1.1491,0,0
DNAAF5,3.0536e-20,0.9096,1.12,-2.1906,0,0
BTBD16,3.0416e-20,1.0016,1.246,0.076694,0,0
DLL3,3.0199e-20,1.1947,1.512,-3.403,0,0
FKBP15,2.9955e-20,0.68934,0.823,1.7145,0,0
EME1,2.8937e-20,1.0028,1.248,1.0855,0,0
SSH3,2.8685e-20,0.87214,1.069,0.84091,0,0
CAPN1,2.8441e-20,0.80383,0.977,1.606,0,0
IPO4,2.8258e-20,0.67448,0.803,1.4056,0,0
ADAMTSL3,2.8223e-20,0.59301,0.692,1.6692,0,0
DHX38,2.7522e-20,0.63697,0.752,2.3268,0,0
CDHR3,2.6956e-20,0.88586,1.087,0.67832,0,0
MFSD2B,2.6575e-20,1.043,1.303,-0.076863,0,0
KCNAB3,2.6426e-20,0.94042,1.162,0.19077,0,0
TBCD,2.6388e-20,0.64477,0.763,0.89228,0,0
ASAH1,2.6013e-20,1.1391,1.435,-2.8275,0,0
GXYLT2,2.5777e-20,1.1126,1.399,-0.33439,0,0
HHIPL2,2.5461e-20,0.94117,1.163,0.87043,0,0
PATJ,2.4724e-20,0.70286,0.841,1.685,0,0
AOC1,2.4456e-20,1.0066,1.253,1.3093,0,0
PNLDC1,2.4038e-20,0.85124,1.04,0.87825,0,0
FLII,2.2699e-20,0.63496,0.749,0.32564,0,0
B4GALNT3,2.2009e-20,0.69833,0.835,1.5474,0,0
SLC26A4,2.1801e-20,1.2067,1.527,-1.7535,0,0
RGSL1,2.1441e-20,0.73056,0.878,1.1586,0,0
PSG6,2.1366e-20,1.175,1.484,-3.8495,0,0
STAG3,2.1269e-20,0.64661,0.765,3.2304,0,0
MIOX,2.1214e-20,1.1753,1.484,-0.17974,0,0
TECTA,1.9954e-20,0.57019,0.661,2.4637,0,0
ANKRD26,1.9855e-20,0.61955,0.728,1.0154,0,0
PGAP6,1.9714e-20,0.9614,1.19,-1.8326,0,0
LDHD,1.9554e-20,1.0508,1.313,-1.1345,0,0
PRAMEF17,1.8965e-20,1.2876,1.636,-1.0264,0,0
CDK10,1.8927e-20,1.0733,1.344,-1.8828,0,0
PLA2R1,1.8762e-20,0.82164,1.0,1.1544,0,0
RUSF1,1.8466e-20,1.0132,1.261,-1.1291,0,0
CR2,1.8413e-20,0.72556,0.871,1.5057,0,0
CFAP58,1.7853e-20,0.7479,0.901,0.78661,0,0
SLC2A5,1.7411e-20,1.152,1.451,1.2642,0,0
SNX29,1.7174e-20,0.78267,0.947,-2.2062,0,0
SLC15A2,1.681e-20,0.93509,1.153,0.29139,0,0
MAP3K19,1.6617e-20,0.79274,0.961,1.4711,0,0
PER1,1.6085e-20,0.70187,0.839,-0.77619,0,0
ASAP3,1.5967e-20,0.72062,0.864,1.818,0,0
AGRN,1.5815e-20,0.62121,0.73,-2.5712,0,0
SHKBP1,1.5684e-20,0.84735,1.034,1.7512,0,0
LAMC2,1.5550000000000002e-20,0.67081,0.797,1.3268,0,0
CFAP44,1.5316e-20,0.59678,0.697,1.8195,0,0
POLN,1.5183000000000002e-20,0.83649,1.019,0.41076,0,0
FANCG,1.516e-20,0.85971,1.05,1.7875,0,0
TMC6,1.4928e-20,0.83679,1.019,-0.66329,0,0
TMC4,1.4422e-20,0.86063,1.052,0.11201,0,0
MST1,1.4311e-20,0.78557,0.951,1.5116,0,0
SSC4D,1.4195e-20,1.0812,1.353,-1.0229,0,0
SPAG5,1.3256000000000001e-20,0.64676,0.764,2.8429,0,0
TEPSIN,1.3152e-20,1.192,1.505,-1.1572,0,0
LRRIQ3,1.2926e-20,1.2635,1.602,-1.2027,0,0
CDK5RAP2,1.2853e-20,0.59311,0.692,1.1451,0,0
TTC23,1.282e-20,1.0217,1.271,0.68103,0,0
XPC,1.2517e-20,0.83995,1.023,0.46534,0,0
KRT78,1.2506e-20,1.0846,1.358,0.24434,0,0
SGSM2,1.238e-20,0.71091,0.851,0.16493,0,0
FSCN2,1.2301e-20,1.4045,1.781,-2.78,0,0
RPGRIP1,1.2162000000000001e-20,0.76145,0.918,1.1216,0,0
AXDND1,1.1947e-20,0.80826,0.981,0.11872,0,0
CYP2C9,1.188e-20,1.267,1.607,-1.9978,0,0
GOLGA4,1.1329e-20,0.59866,0.699,0.7725,0,0
TMEM87B,1.1266e-20,1.0651,1.331,0.43036,0,0
PCSK9,1.1172e-20,1.0067,1.25,0.58699,0,0
ATP1A4,1.1113e-20,0.73203,0.879,1.4876,0,0
TTC31,1.1004e-20,0.9736,1.205,-0.066524,0,0
AFAP1L1,1.0845e-20,0.78066,0.944,1.343,0,0
PITRM1,1.0799e-20,0.8205,0.997,-1.5936,0,0
MEI1,1.0451e-20,0.71291,0.853,0.3362,0,0
PCDHA9,1.0356000000000001e-20,0.99118,1.229,0.17352,0,0
CRAT,9.847899999999999e-21,0.90485,1.111,1.3003,0,0
FAAH,9.7379e-21,0.93178,1.147,0.57246,0,0
ATP2A1,9.595399999999999e-21,0.73393,0.881,2.9172,0,0
TELO2,9.415099999999999e-21,0.84505,1.03,-0.88114,0,0
ITSN2,9.333399999999999e-21,0.64589,0.763,1.7434,0,0
EGFL7,9.166499999999999e-21,1.4206,1.797,-0.89099,0,0
PARD3B,9.037999999999999e-21,0.75751,0.912,-0.78129,0,0
NTN3,8.8641e-21,1.3692,1.738,-2.1157,0,0
EMILIN2,8.8336e-21,0.85776,1.047,-0.88715,0,0
MX1,8.5777e-21,0.94843,1.17,1.0967,0,0
PTCD3,8.386299999999999e-21,0.92103,1.132,-0.058174,0,0
FSD2,8.0072e-21,0.89595,1.098,0.19533,0,0
DYM,7.9636e-21,0.88362,1.081,0.92126,0,0
CPSF1,7.9584e-21,0.6295,0.74,2.0401,0,0
B3GNTL1,7.932199999999999e-21,1.0973,1.374,-0.29628,0,0
ALOX15,7.4766e-21,0.91002,1.117,0.52454,0,0
PLCD3,7.4682e-21,0.95119,1.173,-0.55098,0,0
MAP4K2,7.375099999999999e-21,0.72354,0.867,1.1189,0,0
BDP1,7.360999999999999e-21,0.58743,0.683,1.3603,0,0
ZP4,7.3307e-21,0.95156,1.174,-1.1944,0,0
SLC22A12,7.281199999999999e-21,1.1246,1.411,0.62845,0,0
MPND,7.252699999999999e-21,1.0767,1.345,-1.53,0,0
AMPD1,7.158799999999999e-21,0.84996,1.036,1.0985,0,0
RCCD1,7.0059e-21,1.3327,1.692,-2.439,0,0
FGL1,6.890599999999999e-21,1.382,1.753,-3.6848,0,0
PRSS55,6.561399999999999e-21,1.7493,1.962,-3.5223,0,0
SPATA6L,6.4854e-21,1.3851,1.756,-2.5155,0,0
DAGLB,6.297399999999999e-21,0.91323,1.121,-1.8376,0,0
DMGDH,6.2724999999999994e-21,0.78005,0.942,1.1583,0,0
TTLL10,6.180199999999999e-21,1.0025,1.243,-1.1388,0,0
GPNMB,6.0584e-21,1.1874,1.496,0.59195,0,0
ACOT11,5.9288999999999995e-21,0.88903,1.088,0.74673,0,0
DIAPH3,5.867299999999999e-21,0.74036,0.889,0.64132,0,0
CABIN1,5.7559999999999994e-21,0.57113,0.661,3.5716,0,0
PCSK4,5.695399999999999e-21,0.95659,1.18,-2.9862,0,0
UNC45B,5.681599999999999e-21,0.80048,0.969,-0.24564,0,0
CRACR2A,5.6434e-21,0.8006,0.969,1.3519,0,0
MEP1B,5.493399999999999e-21,0.98832,1.223,1.2288,0,0
HYI,5.1493e-21,1.2624,1.597,-2.6228,0,0
WDR81,5.0643e-21,0.68692,0.817,0.73653,0,0
SELP,4.8545e-21,0.80306,0.972,0.55351,0,0
SMYD4,4.8405e-21,0.9315,1.145,0.55547,0,0
AASS,4.5130999999999994e-21,0.78514,0.948,1.5093,0,0
ROBO4,4.498899999999999e-21,0.75935,0.913,-0.098013,0,0
CRACR2B,4.107699999999999e-21,1.3581,1.722,-2.6945,0,0
EEF1AKMT4-ECE2,4.0209e-21,0.73809,0.885,1.544,0,0
TYRP1,3.9975999999999995e-21,1.1168,1.398,-2.0852,0,0
USP17L7,3.7776999999999995e-21,1.8016,1.969,-5.6456,0,0
FAM178B,3.7615999999999996e-21,0.9099,1.115,0.65176,0,0
USP35,3.6602e-21,0.88558,1.082,-2.1889,0,0
NEBL,3.4176e-21,0.85171,1.036,-0.093948,0,0
DNAAF1,3.4027e-21,0.92474,1.135,-3.0342,0,0
MPL,3.3404999999999996e-21,0.84093,1.022,1.7057,0,0
UNKL,3.2611e-21,1.0548,1.313,-3.1938,0,0
KIF17,3.2601e-21,0.83045,1.008,0.83718,0,0
PINK1,3.1236e-21,1.0559,1.314,0.13254,0,0
RBBP8,3.0961999999999996e-21,0.81047,0.981,0.83101,0,0
SLC34A1,3.0772e-21,1.0366,1.288,0.96869,0,0
ITGB6,2.9879e-21,0.96954,1.196,-0.078171,0,0
SPTA1,2.9842999999999997e-21,0.52104,0.591,-0.78127,0,0
HEATR5B,2.9437999999999997e-21,0.65173,0.769,1.9755,0,0
NEK4,2.8456e-21,0.94163,1.158,0.75534,0,0
COL4A3,2.7708999999999997e-21,0.60759,0.709,2.4627,0,0
FAM120B,2.7591999999999997e-21,0.82268,0.997,1.3572,0,0
CEMIP,2.7548e-21,0.64845,0.764,3.3221,0,0
ASPH,2.7445e-21,0.83341,1.011,-0.087304,0,0
PDZD7,2.6172999999999998e-21,0.86789,1.057,-0.9797,0,0
APLF,2.5444999999999997e-21,1.1569,1.451,-0.010686,0,0
FBLN2,2.5385999999999997e-21,0.77604,0.935,0.056492,0,0
PLIN4,2.5208999999999997e-21,1.1864,1.491,-1.4159,0,0
GLDC,2.5009e-21,0.89243,1.09,-1.2168,0,0
PODNL1,2.3078999999999997e-21,1.2957,1.639,-1.6935,0,0
DOCK5,2.2948999999999997e-21,0.58553,0.679,1.73,0,0
LRRC43,2.2489999999999998e-21,1.0076,1.247,-0.093045,0,0
MMP17,2.1185999999999998e-21,1.1627,1.459,-0.38049,0,0
FLACC1,2.0976e-21,0.9767,1.205,0.97727,0,0
CDH26,2.0967e-21,0.84904,1.032,0.82934,0,0
DSC1,2.0145e-21,0.78847,0.951,0.090944,0,0
SLC22A9,2.0048999999999997e-21,1.1645,1.461,-0.65988,0,0
TBC1D17,1.9944e-21,0.90884,1.112,-1.5725,0,0
CYP2C8,1.9472e-21,1.1952,1.502,-0.59845,0,0
PSG2,1.8643e-21,1.3487,1.707,-3.4754,0,0
TLE2,1.8430999999999997e-21,0.84026,1.02,-0.83722,0,0
INVS,1.7464e-21,0.78164,0.941,2.0948,0,0
LARGE2,1.7428999999999997e-21,0.92404,1.132,-0.057521,0,0
DHX35,1.6281999999999998e-21,0.83162,1.008,0.87128,0,0
NIBAN1,1.5993999999999999e-21,0.98223,1.211,0.34579,0,0
TRMT44,1.5672999999999999e-21,0.96748,1.191,-1.2336,0,0
NOX5,1.5407999999999999e-21,0.87724,1.069,0.44481,0,0
TPO,1.5267999999999998e-21,0.80223,0.968,0.32831,0,0
PPFIBP1,1.5016999999999999e-21,0.75877,0.911,1.5784,0,0
NPHP3,1.4470999999999998e-21,0.73028,0.873,0.91316,0,0
WDR35,1.4175999999999998e-21,0.65795,0.776,2.0052,0,0
EML6,1.4134e-21,0.62033,0.726,-2.9156,0,0
CD1E,1.3882999999999998e-21,1.2069,1.517,0.024213,0,0
UGT2A3,1.3260999999999999e-21,1.2085,1.519,-1.3764,0,0
MSH3,1.3014999999999998e-21,0.84625,1.027,-0.48793,0,0
SIDT1,1.2937999999999999e-21,0.98657,1.217,-0.42642,0,0
TTC38,1.2881999999999999e-21,1.0028,1.239,0.67533,0,0
ERAP1,1.2589e-21,0.78659,0.947,1.8456,0,0
STAP2,1.2509999999999998e-21,1.079,1.343,0.024568,0,0
TGM7,1.1740999999999998e-21,0.882,1.075,0.40887,0,0
TYR,1.1138e-21,1.082,1.346,-0.8461,0,0
KASH5,1.1061999999999999e-21,0.89488,1.092,0.32115,0,0
C8B,1.1000999999999998e-21,0.95986,1.18,-0.21839,0,0
CLCA2,1.0624e-21,0.93313,1.144,0.93036,0,0
RASAL3,1.0577e-21,0.84981,1.031,-1.5226,0,0
PCARE,1.0024999999999999e-21,0.85073,1.032,-1.1049,0,0
DPH1,9.9258e-22,1.0639,1.321,-0.4356,0,0
SYCP2L,9.9003e-22,0.78134,0.94,1.3936,0,0
VWA5A,9.8288e-22,0.87353,1.063,0.32288,0,0
RASSF7,9.5453e-22,1.4915,1.858,-2.6199,0,0
INSC,9.3403e-22,1.1093,1.383,0.11487,0,0
CHRNE,8.8183e-22,1.047,1.298,-1.4499,0,0
BLM,8.7183e-22,0.71123,0.847,1.9677,0,0
NLRC3,8.5674e-22,1.1117,1.386,-2.3217,0,0
MUC5AC,8.178899999999999e-22,0.95147,1.168,0.51701,0,0
ZNF142,8.1465999999999995e-22,0.70068,0.832,2.1437,0,0
KIR3DL1,8.035799999999999e-22,1.4423,1.812,-2.4593,0,0
C3ORF20,7.748899999999999e-22,0.8232,0.995,1.3273,0,0
MUS81,7.6199e-22,0.91363,1.116,0.27152,0,0
SLCO1C1,7.6069e-22,0.93928,1.151,-0.92825,0,0
MAN1B1,7.4637e-22,0.92659,1.134,-0.66301,0,0
CD1A,7.4555e-22,1.3027,1.644,-0.54671,0,0
IZUMO4,7.1727e-22,1.3043,1.646,-1.0473,0,0
BBS9,6.721399999999999e-22,0.79622,0.959,1.1685,0,0
CFHR5,6.6119e-22,1.1713,1.466,-0.69479,0,0
FHIP2B,6.5935e-22,0.95554,1.173,-0.32336,0,0
NLRP1,6.4679e-22,0.70313,0.835,2.4153,0,0
POLR3A,6.179699999999999e-22,0.70361,0.836,3.679,0,0
PDLIM2,5.8747e-22,1.2376,1.556,-2.5068,0,0
TACC2,5.6357e-22,0.57384,0.662,2.318,0,0
ARMC9,5.5271e-22,0.80876,0.975,1.2468,0,0
RTTN,5.4931e-22,0.66619,0.786,1.048,0,0
ZNF76,5.4027e-22,0.97367,1.197,0.92353,0,0
COL28A1,5.3895e-22,0.91978,1.124,-0.712,0,0
FMN1,5.3657e-22,0.82927,1.002,-0.21366,0,0
MCC,5.2763e-22,0.76534,0.918,-1.7514,0,0
DZANK1,5.0803e-22,1.0229,1.264,-0.24028,0,0
MOV10L1,4.9513e-22,0.73011,0.871,1.4753,0,0
MMUT,4.9198e-22,0.96108,1.18,1.0944,0,0
EPHX2,4.8925999999999995e-22,0.89724,1.093,0.023314,0,0
SCIN,4.735299999999999e-22,0.94802,1.162,-2.3641,0,0
CYP2C19,4.6472e-22,1.3229,1.668,-2.2833,0,0
F11,4.4436999999999995e-22,0.93595,1.145,0.84839,0,0
SYCE1L,4.2609e-22,1.3267,1.673,-3.0972,0,0
HELB,4.0673e-22,0.93755,1.147,1.3907,0,0
CPXM1,4.0427999999999997e-22,0.88886,1.081,1.0824,0,0
UBA7,3.9781999999999997e-22,0.73946,0.883,2.1743,0,0
FCRL5,3.9317999999999997e-22,0.83442,1.009,0.67923,0,0
CFAP61,3.8847e-22,0.74677,0.892,0.97607,0,0
TDRD9,3.8491e-22,0.74689,0.893,1.8517,0,0
GLB1L3,3.8008e-22,1.0476,1.297,-0.29003,0,0
VPS33B,3.587e-22,0.80599,0.971,1.0991,0,0
VWA5B2,3.4758999999999997e-22,0.81617,0.984,0.76359,0,0
PTPN18,3.3212999999999997e-22,0.98322,1.209,-0.37418,0,0
CCDC148,3.2845e-22,0.98344,1.209,0.036505,0,0
CCHCR1,3.1983e-22,0.80779,0.973,2.0009,0,0
ICAM3,3.1904999999999997e-22,1.2261,1.538,0.3197,0,0
ATP6V0A4,3.1335999999999996e-22,0.76461,0.916,2.1353,0,0
TPTE,3.1287e-22,1.1157,1.388,0.91685,0,0
MICAL1,3.0931e-22,0.70005,0.83,1.3529,0,0
P3H3,3.0753e-22,1.0002,1.232,-1.2504,0,0
SLC2A8,3.0539e-22,1.262,1.586,-1.6821,0,0
PYGM,2.8946999999999997e-22,0.79994,0.962,1.6921,0,0
MTMR7,2.8343e-22,0.91873,1.121,-2.215,0,0
CYP4F12,2.8220999999999997e-22,1.0545,1.305,-0.080462,0,0
ZACN,2.7504999999999996e-22,1.304,1.642,-0.33573,0,0
ADGRE1,2.7265e-22,0.79176,0.951,0.89782,0,0
ENOSF1,2.5468999999999997e-22,1.0041,1.236,-0.12381,0,0
ECE2,2.4459e-22,0.80253,0.965,1.2304,0,0
ACADVL,2.4249999999999997e-22,0.88611,1.077,0.10097,0,0
NOD2,2.3753999999999997e-22,0.85336,1.033,0.92884,0,0
CILP,2.3702e-22,0.88649,1.077,1.0646,0,0
ANKLE1,2.305e-22,1.101,1.368,0.07189,0,0
ADAM7,2.2771999999999997e-22,0.94806,1.16,-0.41696,0,0
AIFM3,2.2617e-22,0.91055,1.109,0.73396,0,0
P3H1,2.1581999999999997e-22,0.86579,1.049,0.97362,0,0
TXNRD2,2.0999e-22,0.96312,1.18,0.74275,0,0
KNTC1,2.0911e-22,0.70412,0.835,1.4758,0,0
EIF2AK4,2.0877e-22,0.64029,0.75,3.5338,0,0
NOS2,2.0617999999999999e-22,0.72147,0.858,2.1743,0,0
USH1C,1.9134999999999998e-22,0.73497,0.876,0.057774,0,0
ARHGAP9,1.8746999999999998e-22,0.84667,1.023,0.46219,0,0
