gene_id,gene_name
NCBIGene:55624,POMGNT1
NCBIGene:84892,POMGNT2
NCBIGene:84197,POMK
NCBIGene:51371,POMP
NCBIGene:10585,POMT1
NCBIGene:29954,POMT2
NCBIGene:5444,PON1
NCBIGene:5445,PON2
NCBIGene:5446,PON3
NCBIGene:10940,POP1
NCBIGene:11149,POPDC1
NCBIGene:64091,POPDC2
NCBIGene:64208,POPDC3
NCBIGene:5447,POR
NCBIGene:64840,PORCN
NCBIGene:25913,POT1
NCBIGene:5449,POU1F1
NCBIGene:5450,POU2AF1
NCBIGene:5455,POU3F3
NCBIGene:5456,POU3F4
NCBIGene:5457,POU4F1
NCBIGene:5459,POU4F3
NCBIGene:11281,POU6F2
NCBIGene:27068,PPA2
NCBIGene:5468,PPARG
NCBIGene:10891,PPARGC1A
NCBIGene:79717,PPCS
NCBIGene:8541,PPFIA3
NCBIGene:8496,PPFIBP1
NCBIGene:5479,PPIB
NCBIGene:51645,PPIL1
NCBIGene:23262,PPIP5K2
NCBIGene:5495,PPM1B
NCBIGene:8493,PPM1D
NCBIGene:152926,PPM1K
NCBIGene:5498,PPOX
NCBIGene:5500,PPP1CB
NCBIGene:4659,PPP1R12A
NCBIGene:10848,PPP1R13L
NCBIGene:84919,PPP1R15B
NCBIGene:10842,PPP1R17
NCBIGene:129285,PPP1R21
NCBIGene:5506,PPP1R3A
NCBIGene:5515,PPP2CA
NCBIGene:5518,PPP2R1A
NCBIGene:5519,PPP2R1B
NCBIGene:5521,PPP2R2B
NCBIGene:55012,PPP2R3C
NCBIGene:5527,PPP2R5C
NCBIGene:5528,PPP2R5D
NCBIGene:5530,PPP3CA
NCBIGene:5538,PPT1
NCBIGene:10084,PQBP1
NCBIGene:5546,PRCC
NCBIGene:768206,PRCD
NCBIGene:56980,PRDM10
NCBIGene:59335,PRDM12
NCBIGene:59336,PRDM13
NCBIGene:63976,PRDM16
NCBIGene:11107,PRDM5
NCBIGene:93166,PRDM6
NCBIGene:56978,PRDM8
NCBIGene:5052,PRDX1
NCBIGene:10935,PRDX3
NCBIGene:9581,PREPL
NCBIGene:5551,PRF1
NCBIGene:10216,PRG4
NCBIGene:144165,PRICKLE1
NCBIGene:4007,PRICKLE3
NCBIGene:5557,PRIM1
NCBIGene:201973,PRIMPOL
NCBIGene:5566,PRKACA
NCBIGene:5567,PRKACB
NCBIGene:5568,PRKACG
NCBIGene:51422,PRKAG2
NCBIGene:5573,PRKAR1A
NCBIGene:5575,PRKAR1B
NCBIGene:5580,PRKCD
NCBIGene:5582,PRKCG
NCBIGene:5589,PRKCSH
NCBIGene:5590,PRKCZ
NCBIGene:5587,PRKD1
NCBIGene:5591,PRKDC
NCBIGene:5592,PRKG1
NCBIGene:5593,PRKG2
NCBIGene:5071,PRKN
NCBIGene:8575,PRKRA
NCBIGene:5618,PRLR
NCBIGene:54496,PRMT7
NCBIGene:5621,PRNP
NCBIGene:5624,PROC
NCBIGene:5625,PRODH
NCBIGene:60675,PROK2
NCBIGene:128674,PROKR2
NCBIGene:8842,PROM1
NCBIGene:5626,PROP1
NCBIGene:9692,PRORP
NCBIGene:5627,PROS1
NCBIGene:9129,PRPF3
NCBIGene:26121,PRPF31
NCBIGene:9128,PRPF4
NCBIGene:24148,PRPF6
NCBIGene:10594,PRPF8
NCBIGene:5630,PRPH
NCBIGene:5961,PRPH2
NCBIGene:5631,PRPS1
NCBIGene:57479,PRR12
NCBIGene:112476,PRRT2
NCBIGene:5396,PRRX1
NCBIGene:5644,PRSS1
NCBIGene:8492,PRSS12
NCBIGene:5645,PRSS2
NCBIGene:646960,PRSS56
NCBIGene:5657,PRTN3
NCBIGene:58497,PRUNE1
NCBIGene:57716,PRX
NCBIGene:9081,PRY
NCBIGene:442862,PRY2
NCBIGene:5660,PSAP
NCBIGene:29968,PSAT1
NCBIGene:5663,PSEN1
NCBIGene:5664,PSEN2
NCBIGene:55851,PSENEN
NCBIGene:5681,PSKH1
NCBIGene:5689,PSMB1
NCBIGene:5699,PSMB10
NCBIGene:5692,PSMB4
NCBIGene:5696,PSMB8
NCBIGene:5698,PSMB9
NCBIGene:5700,PSMC1
NCBIGene:5702,PSMC3
NCBIGene:29893,PSMC3IP
NCBIGene:5718,PSMD12
NCBIGene:56984,PSMG2
NCBIGene:5723,PSPH
NCBIGene:9051,PSTPIP1
NCBIGene:55037,PTCD3
NCBIGene:5727,PTCH1
NCBIGene:8643,PTCH2
NCBIGene:139411,PTCHD1
NCBIGene:171558,PTCRA
NCBIGene:9791,PTDSS1
NCBIGene:5728,PTEN
NCBIGene:256297,PTF1A
NCBIGene:5732,PTGER2
NCBIGene:5740,PTGIS
NCBIGene:5741,PTH
NCBIGene:5745,PTH1R
NCBIGene:5744,PTHLH
NCBIGene:5524,PTPA
NCBIGene:114971,PTPMT1
NCBIGene:5770,PTPN1
NCBIGene:5781,PTPN11
NCBIGene:5782,PTPN12
NCBIGene:5784,PTPN14
NCBIGene:5771,PTPN2
NCBIGene:26191,PTPN22
NCBIGene:25930,PTPN23
NCBIGene:5774,PTPN3
NCBIGene:5777,PTPN6
NCBIGene:5788,PTPRC
NCBIGene:5792,PTPRF
NCBIGene:5795,PTPRJ
NCBIGene:5800,PTPRO
NCBIGene:374462,PTPRQ
NCBIGene:51651,PTRH2
NCBIGene:391356,PTRHD1
NCBIGene:5805,PTS
NCBIGene:22827,PUF60
NCBIGene:9698,PUM1
NCBIGene:5813,PURA
NCBIGene:80324,PUS1
NCBIGene:83480,PUS3
NCBIGene:54517,PUS7
NCBIGene:145624,PWAR1
NCBIGene:791114,PWRN1
NCBIGene:7837,PXDN
NCBIGene:54899,PXK
NCBIGene:5831,PYCR1
NCBIGene:29920,PYCR2
NCBIGene:5836,PYGL
NCBIGene:5837,PYGM
NCBIGene:79912,PYROXD1
NCBIGene:5859,QARS1
NCBIGene:5860,QDPR
NCBIGene:54870,QRICH1
NCBIGene:84074,QRICH2
NCBIGene:55278,QRSL1
NCBIGene:9230,RAB11B
NCBIGene:22931,RAB18
NCBIGene:51715,RAB23
NCBIGene:5873,RAB27A
NCBIGene:9364,RAB28
NCBIGene:10981,RAB32
NCBIGene:83452,RAB33B
NCBIGene:83871,RAB34
NCBIGene:116442,RAB39B
NCBIGene:22930,RAB3GAP1
NCBIGene:25782,RAB3GAP2
NCBIGene:55969,RAB5IF
NCBIGene:7879,RAB7A
NCBIGene:285282,RABL3
NCBIGene:5879,RAC1
NCBIGene:5880,RAC2
NCBIGene:5881,RAC3
NCBIGene:29127,RACGAP1
NCBIGene:5885,RAD21
NCBIGene:10111,RAD50
NCBIGene:5888,RAD51
NCBIGene:5889,RAD51C
NCBIGene:5892,RAD51D
NCBIGene:25788,RAD54B
NCBIGene:8438,RAD54L
NCBIGene:5894,RAF1
NCBIGene:5896,RAG1
NCBIGene:5897,RAG2
NCBIGene:10743,RAI1
NCBIGene:5898,RALA
NCBIGene:253959,RALGAPA1
NCBIGene:5903,RANBP2
NCBIGene:29098,RANGRF
NCBIGene:5908,RAP1B
NCBIGene:5910,RAP1GDS1
NCBIGene:9693,RAPGEF2
NCBIGene:5913,RAPSN
NCBIGene:5914,RARA
NCBIGene:5915,RARB
NCBIGene:5917,RARS1
NCBIGene:57038,RARS2
NCBIGene:5921,RASA1
NCBIGene:5922,RASA2
NCBIGene:10125,RASGRP1
NCBIGene:10235,RASGRP2
NCBIGene:30062,RAX
NCBIGene:84839,RAX2
NCBIGene:5925,RB1
NCBIGene:9821,RB1CC1
NCBIGene:5931,RBBP7
NCBIGene:5932,RBBP8
NCBIGene:10616,RBCK1
NCBIGene:5934,RBL2
NCBIGene:8241,RBM10
NCBIGene:10137,RBM12
NCBIGene:282996,RBM20
NCBIGene:55131,RBM28
NCBIGene:9939,RBM8A
NCBIGene:27316,RBMX
NCBIGene:5940,RBMY1A1
NCBIGene:5949,RBP3
NCBIGene:5950,RBP4
NCBIGene:3516,RBPJ
NCBIGene:64145,RBSN
NCBIGene:149041,RC3H1
NCBIGene:55213,RCBTB1
NCBIGene:1104,RCC1
NCBIGene:343035,RD3
NCBIGene:51109,RDH11
NCBIGene:145226,RDH12
NCBIGene:5959,RDH5
NCBIGene:50700,RDH8
NCBIGene:5962,RDX
NCBIGene:283677,REC114
NCBIGene:5965,RECQL
NCBIGene:9401,RECQL4
NCBIGene:65055,REEP1
NCBIGene:51308,REEP2
NCBIGene:92840,REEP6
NCBIGene:5966,REL
NCBIGene:5970,RELA
NCBIGene:5971,RELB
NCBIGene:5649,RELN
NCBIGene:84957,RELT
NCBIGene:5972,REN
NCBIGene:85021,REPS1
NCBIGene:473,RERE
NCBIGene:5978,REST
NCBIGene:5979,RET
NCBIGene:56729,RETN
NCBIGene:54463,RETREG1
NCBIGene:5980,REV3L
NCBIGene:5981,RFC1
NCBIGene:5982,RFC2
NCBIGene:5984,RFC4
NCBIGene:91869,RFT1
NCBIGene:55159,RFWD3
NCBIGene:5993,RFX5
NCBIGene:222546,RFX6
NCBIGene:64864,RFX7
NCBIGene:8625,RFXANK
NCBIGene:5994,RFXAP
NCBIGene:5995,RGR
NCBIGene:8490,RGS5
NCBIGene:8787,RGS9
NCBIGene:388531,RGS9BP
NCBIGene:6005,RHAG
NCBIGene:79651,RHBDF2
NCBIGene:6006,RHCE
NCBIGene:6007,RHD
NCBIGene:6010,RHO
NCBIGene:387,RHOA
NCBIGene:23221,RHOBTB2
NCBIGene:399,RHOH
NCBIGene:57589,RIC1
NCBIGene:23586,RIGI
NCBIGene:353116,RILPL1
NCBIGene:22999,RIMS1
NCBIGene:9699,RIMS2
NCBIGene:54453,RIN2
NCBIGene:60561,RINT1
NCBIGene:8737,RIPK1
NCBIGene:54101,RIPK4
NCBIGene:9750,RIPOR2
NCBIGene:134701,RIPPLY2
NCBIGene:6016,RIT1
NCBIGene:6017,RLBP1
NCBIGene:51132,RLIM
NCBIGene:55005,RMND1
NCBIGene:25871,RMP64
NCBIGene:6023,RMRP
NCBIGene:246243,RNASEH1
NCBIGene:10535,RNASEH2A
NCBIGene:79621,RNASEH2B
NCBIGene:84153,RNASEH2C
NCBIGene:6041,RNASEL
NCBIGene:8635,RNASET2
NCBIGene:7737,RNF113A
NCBIGene:54941,RNF125
NCBIGene:11342,RNF13
NCBIGene:84282,RNF135
NCBIGene:11236,RNF139
NCBIGene:165918,RNF168
NCBIGene:81790,RNF170
NCBIGene:6045,RNF2
NCBIGene:285498,RNF212
NCBIGene:57674,RNF213
NCBIGene:54476,RNF216
NCBIGene:55182,RNF220
NCBIGene:55072,RNF31
NCBIGene:54894,RNF43
NCBIGene:6049,RNF6
NCBIGene:6050,RNH1
NCBIGene:55599,RNPC3
NCBIGene:267010,RNU12
NCBIGene:26855,RNU2-2
NCBIGene:26834,RNU4-2
NCBIGene:100151683,RNU4ATAC
NCBIGene:26832,RNU5B-1
NCBIGene:100147744,RNU7-1
NCBIGene:6091,ROBO1
NCBIGene:6092,ROBO2
NCBIGene:64221,ROBO3
NCBIGene:54538,ROBO4
NCBIGene:79641,ROGDI
NCBIGene:6094,ROM1
NCBIGene:4919,ROR1
NCBIGene:4920,ROR2
NCBIGene:6095,RORA
NCBIGene:6096,RORB
NCBIGene:6097,RORC
NCBIGene:6098,ROS1
NCBIGene:6101,RP1
NCBIGene:94137,RP1L1
NCBIGene:6102,RP2
NCBIGene:6100,RP9
NCBIGene:6117,RPA1
NCBIGene:6121,RPE65
NCBIGene:6103,RPGR
NCBIGene:57096,RPGRIP1
NCBIGene:23322,RPGRIP1L
NCBIGene:22934,RPIA
NCBIGene:6134,RPL10
NCBIGene:140801,RPL10L
NCBIGene:6135,RPL11
NCBIGene:6137,RPL13
NCBIGene:6138,RPL15
NCBIGene:6139,RPL17
NCBIGene:6141,RPL18
NCBIGene:6144,RPL21
NCBIGene:6154,RPL26
NCBIGene:6155,RPL27
NCBIGene:6160,RPL31
NCBIGene:11224,RPL35
NCBIGene:6165,RPL35A
NCBIGene:6123,RPL3L
NCBIGene:6125,RPL5
NCBIGene:6132,RPL8
NCBIGene:6133,RPL9
NCBIGene:6204,RPS10
NCBIGene:6208,RPS14
NCBIGene:6210,RPS15A
NCBIGene:6218,RPS17
NCBIGene:6223,RPS19
NCBIGene:6224,RPS20
NCBIGene:6228,RPS23
NCBIGene:6229,RPS24
NCBIGene:6231,RPS26
NCBIGene:6232,RPS27
NCBIGene:6234,RPS28
NCBIGene:6235,RPS29
NCBIGene:140032,RPS4Y2
NCBIGene:6197,RPS6KA3
NCBIGene:26750,RPS6KC1
NCBIGene:6201,RPS7
NCBIGene:3921,RPSA
NCBIGene:64121,RRAGC
NCBIGene:58528,RRAGD
NCBIGene:6237,RRAS
NCBIGene:22800,RRAS2
NCBIGene:6239,RREB1
NCBIGene:6240,RRM1
NCBIGene:50484,RRM2B
NCBIGene:23223,RRP12
NCBIGene:27341,RRP7A
NCBIGene:6247,RS1
NCBIGene:89765,RSPH1
NCBIGene:83861,RSPH3
NCBIGene:345895,RSPH4A
NCBIGene:221421,RSPH9
NCBIGene:284654,RSPO1
NCBIGene:340419,RSPO2
NCBIGene:343637,RSPO4
NCBIGene:89970,RSPRY1
NCBIGene:51319,RSRC1
NCBIGene:51750,RTEL1
NCBIGene:388015,RTL1
NCBIGene:6253,RTN2
NCBIGene:84816,RTN4IP1
NCBIGene:65078,RTN4R
NCBIGene:25914,RTTN
NCBIGene:9711,RUBCN
NCBIGene:861,RUNX1
NCBIGene:860,RUNX2
NCBIGene:9853,RUSC2
NCBIGene:10329,RXYLT1
NCBIGene:6261,RYR1
NCBIGene:6262,RYR2
NCBIGene:6263,RYR3
NCBIGene:9294,S1PR2
NCBIGene:6288,SAA1
NCBIGene:286077,SACK1H
NCBIGene:26278,SACS
NCBIGene:6295,SAG
NCBIGene:6299,SALL1
NCBIGene:6297,SALL2
NCBIGene:57167,SALL4
NCBIGene:401474,SAMD12
NCBIGene:344658,SAMD7
NCBIGene:54809,SAMD9
NCBIGene:219285,SAMD9L
NCBIGene:25939,SAMHD1
NCBIGene:51128,SAR1B
NCBIGene:1757,SARDH
NCBIGene:6301,SARS1
NCBIGene:54938,SARS2
NCBIGene:23328,SASH1
NCBIGene:54440,SASH3
NCBIGene:163786,SASS6
NCBIGene:6303,SAT1
NCBIGene:6304,SATB1
NCBIGene:23314,SATB2
NCBIGene:51119,SBDS
NCBIGene:6305,SBF1
NCBIGene:81846,SBF2
NCBIGene:6309,SC5D
NCBIGene:57466,SCAF4
NCBIGene:49855,SCAPER
NCBIGene:950,SCARB2
NCBIGene:91179,SCARF2
NCBIGene:79966,SCD5
NCBIGene:117156,SCGB3A2
NCBIGene:132320,SCLT1
NCBIGene:6336,SCN10A
NCBIGene:11280,SCN11A
NCBIGene:6323,SCN1A
NCBIGene:6324,SCN1B
NCBIGene:6326,SCN2A
NCBIGene:6327,SCN2B
NCBIGene:6328,SCN3A
NCBIGene:55800,SCN3B
NCBIGene:6329,SCN4A
NCBIGene:6330,SCN4B
NCBIGene:6331,SCN5A
NCBIGene:6334,SCN8A
NCBIGene:6335,SCN9A
NCBIGene:79005,SCNM1
NCBIGene:6337,SCNN1A
NCBIGene:6338,SCNN1B
NCBIGene:6340,SCNN1G
NCBIGene:6341,SCO1
NCBIGene:9997,SCO2
NCBIGene:6342,SCP2
NCBIGene:222663,SCUBE3
NCBIGene:57410,SCYL1
NCBIGene:55681,SCYL2
NCBIGene:9672,SDC3
NCBIGene:10806,SDCCAG8
NCBIGene:6389,SDHA
NCBIGene:644096,SDHAF1
NCBIGene:54949,SDHAF2
NCBIGene:6390,SDHB
NCBIGene:6391,SDHC
NCBIGene:6392,SDHD
NCBIGene:121214,SDR9C7
NCBIGene:10484,SEC23A
NCBIGene:10483,SEC23B
NCBIGene:9632,SEC24C
NCBIGene:9871,SEC24D
NCBIGene:22872,SEC31A
NCBIGene:29927,SEC61A1
NCBIGene:11231,SEC63
NCBIGene:79048,SECISBP2
NCBIGene:6400,SEL1L
NCBIGene:8991,SELENBP1
NCBIGene:85465,SELENOI
NCBIGene:57190,SELENON
NCBIGene:7979,SEM1
NCBIGene:10371,SEMA3A
NCBIGene:10512,SEMA3C
NCBIGene:223117,SEMA3D
NCBIGene:9723,SEMA3E
NCBIGene:64218,SEMA4A
NCBIGene:10507,SEMA4D
NCBIGene:9037,SEMA5A
NCBIGene:10501,SEMA6B
NCBIGene:8482,SEMA7A
NCBIGene:22929,SEPHS1
NCBIGene:51091,SEPSECS
NCBIGene:124404,SEPTIN12
NCBIGene:10801,SEPTIN9
NCBIGene:84947,SERAC1
NCBIGene:5265,SERPINA1
NCBIGene:866,SERPINA6
NCBIGene:5269,SERPINB6
NCBIGene:8710,SERPINB7
NCBIGene:5271,SERPINB8
NCBIGene:462,SERPINC1
NCBIGene:3053,SERPIND1
NCBIGene:5054,SERPINE1
NCBIGene:5176,SERPINF1
NCBIGene:5345,SERPINF2
NCBIGene:710,SERPING1
NCBIGene:871,SERPINH1
NCBIGene:5274,SERPINI1
NCBIGene:6418,SET
NCBIGene:26040,SETBP1
NCBIGene:9739,SETD1A
NCBIGene:23067,SETD1B
NCBIGene:29072,SETD2
NCBIGene:55209,SETD5
NCBIGene:23064,SETX
NCBIGene:23451,SF3B1
NCBIGene:10992,SF3B2
NCBIGene:10262,SF3B4
NCBIGene:6424,SFRP4
NCBIGene:653509,SFTPA1
NCBIGene:729238,SFTPA2
NCBIGene:6439,SFTPB
NCBIGene:6440,SFTPC
NCBIGene:119559,SFXN4
NCBIGene:6442,SGCA
NCBIGene:6443,SGCB
NCBIGene:6444,SGCD
NCBIGene:8910,SGCE
NCBIGene:6445,SGCG
NCBIGene:166929,SGMS2
NCBIGene:151648,SGO1
NCBIGene:8879,SGPL1
NCBIGene:6448,SGSH
NCBIGene:27352,SGSM3
NCBIGene:25970,SH2B1
NCBIGene:10019,SH2B3
NCBIGene:4068,SH2D1A
NCBIGene:6452,SH3BP2
NCBIGene:6455,SH3GL1
NCBIGene:30011,SH3KBP1
NCBIGene:285590,SH3PXD2B
NCBIGene:79628,SH3TC2
NCBIGene:85358,SHANK3
NCBIGene:81858,SHARPIN
NCBIGene:6469,SHH
NCBIGene:6472,SHMT2
NCBIGene:158401,SHOC1
NCBIGene:8036,SHOC2
NCBIGene:6473,SHOX
NCBIGene:23729,SHPK
NCBIGene:55164,SHQ1
NCBIGene:57477,SHROOM4
NCBIGene:6476,SI
NCBIGene:6477,SIAH1
NCBIGene:10280,SIGMAR1
NCBIGene:150094,SIK1
NCBIGene:23387,SIK3
NCBIGene:64374,SIL1
NCBIGene:6492,SIM1
NCBIGene:25942,SIN3A
NCBIGene:23309,SIN3B
NCBIGene:23094,SIPA1L3
NCBIGene:6495,SIX1
NCBIGene:10736,SIX2
NCBIGene:6496,SIX3
NCBIGene:147912,SIX5
NCBIGene:4990,SIX6
NCBIGene:6497,SKI
NCBIGene:6499,SKIC2
NCBIGene:9652,SKIC3
NCBIGene:652991,SKOR2
NCBIGene:6554,SLC10A1
NCBIGene:6555,SLC10A2
NCBIGene:84068,SLC10A7
NCBIGene:6556,SLC11A1
NCBIGene:4891,SLC11A2
NCBIGene:6557,SLC12A1
NCBIGene:6558,SLC12A2
NCBIGene:6559,SLC12A3
NCBIGene:57468,SLC12A5
NCBIGene:9990,SLC12A6
NCBIGene:64849,SLC13A3
NCBIGene:284111,SLC13A5
NCBIGene:6566,SLC16A1
NCBIGene:387700,SLC16A12
NCBIGene:6567,SLC16A2
NCBIGene:10786,SLC17A3
NCBIGene:26503,SLC17A5
NCBIGene:246213,SLC17A8
NCBIGene:63910,SLC17A9
NCBIGene:6571,SLC18A2
NCBIGene:6572,SLC18A3
NCBIGene:6573,SLC19A1
NCBIGene:10560,SLC19A2
NCBIGene:80704,SLC19A3
NCBIGene:6505,SLC1A1
NCBIGene:6506,SLC1A2
NCBIGene:6507,SLC1A3
NCBIGene:6509,SLC1A4
NCBIGene:6575,SLC20A2
NCBIGene:116085,SLC22A12
NCBIGene:6583,SLC22A4
NCBIGene:6584,SLC22A5
NCBIGene:9187,SLC24A1
NCBIGene:123041,SLC24A4
NCBIGene:283652,SLC24A5
NCBIGene:6576,SLC25A1
NCBIGene:1468,SLC25A10
NCBIGene:8402,SLC25A11
NCBIGene:8604,SLC25A12
NCBIGene:10165,SLC25A13
NCBIGene:10166,SLC25A15
NCBIGene:60386,SLC25A19
NCBIGene:788,SLC25A20
NCBIGene:89874,SLC25A21
NCBIGene:79751,SLC25A22
NCBIGene:29957,SLC25A24
NCBIGene:115286,SLC25A26
NCBIGene:5250,SLC25A3
NCBIGene:81034,SLC25A32
NCBIGene:55186,SLC25A36
NCBIGene:54977,SLC25A38
NCBIGene:291,SLC25A4
NCBIGene:284439,SLC25A42
NCBIGene:91137,SLC25A46
NCBIGene:10861,SLC26A1
NCBIGene:1836,SLC26A2
NCBIGene:1811,SLC26A3
NCBIGene:5172,SLC26A4
NCBIGene:375611,SLC26A5
NCBIGene:116369,SLC26A8
NCBIGene:115019,SLC26A9
NCBIGene:10999,SLC27A4
NCBIGene:9154,SLC28A1
NCBIGene:55315,SLC29A3
NCBIGene:6513,SLC2A1
NCBIGene:81031,SLC2A10
NCBIGene:6514,SLC2A2
NCBIGene:6515,SLC2A3
NCBIGene:56606,SLC2A9
NCBIGene:55532,SLC30A10
NCBIGene:7780,SLC30A2
NCBIGene:148867,SLC30A7
NCBIGene:169026,SLC30A8
NCBIGene:10463,SLC30A9
NCBIGene:1317,SLC31A1
NCBIGene:140679,SLC32A1
NCBIGene:9197,SLC33A1
NCBIGene:6569,SLC34A1
NCBIGene:10568,SLC34A2
NCBIGene:142680,SLC34A3
NCBIGene:10559,SLC35A1
NCBIGene:7355,SLC35A2
NCBIGene:23443,SLC35A3
NCBIGene:347734,SLC35B2
NCBIGene:55343,SLC35C1
NCBIGene:23169,SLC35D1
NCBIGene:153201,SLC36A2
NCBIGene:2542,SLC37A4
NCBIGene:10991,SLC38A3
NCBIGene:146167,SLC38A8
NCBIGene:91252,SLC39A13
NCBIGene:23516,SLC39A14
NCBIGene:55630,SLC39A4
NCBIGene:283375,SLC39A5
NCBIGene:7922,SLC39A7
NCBIGene:64116,SLC39A8
NCBIGene:6519,SLC3A1
NCBIGene:30061,SLC40A1
NCBIGene:254428,SLC41A1
NCBIGene:23446,SLC44A1
NCBIGene:80736,SLC44A4
NCBIGene:50651,SLC45A1
NCBIGene:51151,SLC45A2
NCBIGene:113235,SLC46A1
NCBIGene:6521,SLC4A1
NCBIGene:57282,SLC4A10
NCBIGene:83959,SLC4A11
NCBIGene:6522,SLC4A2
NCBIGene:6508,SLC4A3
NCBIGene:8671,SLC4A4
NCBIGene:200931,SLC51A
NCBIGene:123264,SLC51B
NCBIGene:55065,SLC52A1
NCBIGene:79581,SLC52A2
NCBIGene:113278,SLC52A3
NCBIGene:6523,SLC5A1
NCBIGene:6524,SLC5A2
NCBIGene:6528,SLC5A5
NCBIGene:8884,SLC5A6
NCBIGene:60482,SLC5A7
NCBIGene:5002,SLC67A1
NCBIGene:6529,SLC6A1
NCBIGene:11254,SLC6A14
NCBIGene:388662,SLC6A17
NCBIGene:348932,SLC6A18
NCBIGene:340024,SLC6A19
NCBIGene:6530,SLC6A2
NCBIGene:54716,SLC6A20
NCBIGene:6531,SLC6A3
NCBIGene:6532,SLC6A4
NCBIGene:9152,SLC6A5
NCBIGene:6533,SLC6A6
NCBIGene:6535,SLC6A8
NCBIGene:6536,SLC6A9
NCBIGene:57709,SLC7A14
NCBIGene:84138,SLC7A6OS
NCBIGene:9056,SLC7A7
NCBIGene:11136,SLC7A9
NCBIGene:6548,SLC9A1
NCBIGene:6550,SLC9A3
NCBIGene:10479,SLC9A6
NCBIGene:84679,SLC9A7
NCBIGene:10599,SLCO1B1
NCBIGene:28234,SLCO1B3
NCBIGene:6578,SLCO2A1
NCBIGene:55719,SLF2
NCBIGene:342618,SLFN14
NCBIGene:114798,SLITRK1
NCBIGene:84631,SLITRK2
NCBIGene:84189,SLITRK6
NCBIGene:7871,SLMAP
NCBIGene:57152,SLURP1
NCBIGene:84464,SLX4
NCBIGene:4087,SMAD2
NCBIGene:4088,SMAD3
NCBIGene:4089,SMAD4
NCBIGene:4091,SMAD6
NCBIGene:4092,SMAD7
NCBIGene:4093,SMAD9
NCBIGene:6595,SMARCA2
NCBIGene:6597,SMARCA4
NCBIGene:56916,SMARCAD1
NCBIGene:50485,SMARCAL1
NCBIGene:6598,SMARCB1
NCBIGene:6599,SMARCC1
NCBIGene:6601,SMARCC2
NCBIGene:6602,SMARCD1
NCBIGene:6603,SMARCD2
NCBIGene:6605,SMARCE1
NCBIGene:8243,SMC1A
NCBIGene:9126,SMC3
NCBIGene:23137,SMC5
NCBIGene:23347,SMCHD1
NCBIGene:55181,SMG8
NCBIGene:56006,SMG9
NCBIGene:6606,SMN1
NCBIGene:6607,SMN2
NCBIGene:6608,SMO
NCBIGene:64093,SMOC1
NCBIGene:64094,SMOC2
NCBIGene:6609,SMPD1
NCBIGene:55627,SMPD4
NCBIGene:23676,SMPX
NCBIGene:6611,SMS
NCBIGene:6591,SNAI2
NCBIGene:6616,SNAP25
NCBIGene:9342,SNAP29
NCBIGene:6621,SNAPC4
NCBIGene:23557,SNAPIN
NCBIGene:6622,SNCA
NCBIGene:9627,SNCAIP
NCBIGene:6620,SNCB
NCBIGene:11267,SNF8
NCBIGene:79753,SNIP1
NCBIGene:677814,SNORA31
NCBIGene:338433,SNORD115-1
NCBIGene:100033413,SNORD116-1
NCBIGene:727676,SNORD118
NCBIGene:23020,SNRNP200
NCBIGene:6628,SNRPB
NCBIGene:6635,SNRPE
NCBIGene:6638,SNRPN
NCBIGene:6640,SNTA1
NCBIGene:10073,SNUPN
NCBIGene:29887,SNX10
NCBIGene:57231,SNX14
NCBIGene:55084,SOBP
NCBIGene:8651,SOCS1
NCBIGene:6647,SOD1
NCBIGene:402381,SOHLH1
NCBIGene:6651,SON
NCBIGene:6652,SORD
NCBIGene:6653,SORL1
NCBIGene:6654,SOS1
NCBIGene:6655,SOS2
NCBIGene:50964,SOST
NCBIGene:6663,SOX10
NCBIGene:6664,SOX11
NCBIGene:64321,SOX17
NCBIGene:54345,SOX18
NCBIGene:6657,SOX2
NCBIGene:6658,SOX3
NCBIGene:6659,SOX4
NCBIGene:6660,SOX5
NCBIGene:55553,SOX6
NCBIGene:6662,SOX9
NCBIGene:3431,SP110
NCBIGene:80320,SP6
NCBIGene:121340,SP7
NCBIGene:81833,SPACA1
NCBIGene:6674,SPAG1
NCBIGene:200162,SPAG17
NCBIGene:6678,SPARC
NCBIGene:23111,SPART
NCBIGene:6683,SPAST
NCBIGene:83893,SPATA16
NCBIGene:84690,SPATA22
NCBIGene:55812,SPATA7
NCBIGene:23384,SPECC1L
NCBIGene:79925,SPEF2
NCBIGene:10290,SPEG
NCBIGene:23013,SPEN
NCBIGene:80208,SPG11
NCBIGene:51324,SPG21
NCBIGene:6687,SPG7
NCBIGene:6688,SPI1
NCBIGene:6689,SPIB
NCBIGene:23514,SPIDR
NCBIGene:139886,SPIN4
NCBIGene:6690,SPINK1
NCBIGene:6691,SPINK2
NCBIGene:11005,SPINK5
NCBIGene:10653,SPINT2
NCBIGene:124976,SPNS2
NCBIGene:8405,SPOP
NCBIGene:51490,SPOUT1
NCBIGene:6696,SPP1
NCBIGene:84888,SPPL2A
NCBIGene:6697,SPR
NCBIGene:161742,SPRED1
NCBIGene:200734,SPRED2
NCBIGene:83932,SPRTN
NCBIGene:10253,SPRY2
NCBIGene:81848,SPRY4
NCBIGene:6708,SPTA1
NCBIGene:6709,SPTAN1
NCBIGene:6710,SPTB
NCBIGene:6711,SPTBN1
NCBIGene:6712,SPTBN2
NCBIGene:57731,SPTBN4
