gene_symbol,mim_number,entry_type
SRRD,602254.0,gene
STK25,602255.0,gene
PPEF2,602256.0,gene
SCARB2,602257.0,gene
TTC3,602259.0,gene
PER1,602260.0,gene
MMP15,602261.0,gene
MMP16,602262.0,gene
SPOCK1,602264.0,gene
NEDD9,602265.0,gene
ADAM8,602267.0,gene
AOC2,602268.0,gene
ARVCF,602269.0,gene
ATOX1,602270.0,gene
TCF4,602272.0,gene
GALNT1,602273.0,gene
GALNT2,602274.0,gene
GUCA1B,602275.0,gene
TADA2A,602276.0,gene
ZNF184,602277.0,gene
NEDD4,602278.0,gene
PABPN1,602279.0,gene
TULP1,602280.0,gene
MFGE8,602281.0,gene
LPAR1,602282.0,gene
CCL8,602283.0,gene
BMP8B,602284.0,gene
MMP17,602285.0,gene
SC5D,602286.0,gene
ERP29,602287.0,gene
RTKN,602288.0,gene
DRAP1,602289.0,gene
TRIM32,602290.0,gene
FOXJ1,602291.0,gene
ECHS1,602292.0,gene
CIB1,602293.0,gene
FOXA1,602294.0,gene
FOXA3,602295.0,gene
AP4M1,602296.0,gene
EFNB3,602297.0,gene
RAB7A,602298.0,gene
GAL3ST1,602300.0,gene
KAT2A,602301.0,gene
HR,602302.0,gene
KAT2B,602303.0,gene
NR1D2,602304.0,gene
RGL2,602306.0,gene
WWP1,602307.0,gene
WWP2,602308.0,gene
TULP2,602309.0,gene
RBMS1,602310.0,gene
AGRP,602311.0,gene
OVOL1,602313.0,gene
LAD1,602314.0,gene
MAP2K3,602315.0,gene
PRDX6,602316.0,gene
STAC,602317.0,gene
MTERF1,602318.0,gene
NELL1,602319.0,gene
NELL2,602320.0,gene
GSTK1,602321.0,gene
TERC,602322.0,gene
KCNJ12,602323.0,gene
HNRNPH3,602324.0,gene
EIF4G2,602325.0,gene
RPL23A,602326.0,gene
PSD,602327.0,gene
SEL1L,602329.0,gene
ABLIM1,602330.0,gene
ORC5,602331.0,gene
NCAPH,602332.0,gene
EMP1,602333.0,gene
EMP2,602334.0,gene
EMP3,602335.0,gene
ROR1,602336.0,gene
ROR2,602337.0,gene
PRPF4B,602338.0,gene
SLC15A2,602339.0,gene
FOXM1,602341.0,gene
TRPC1,602343.0,gene
PAFAH2,602344.0,gene
TRPC3,602345.0,gene
CNTNAP1,602346.0,gene
SNAPC3,602348.0,gene
NTN3,602349.0,gene
NRGN,602350.0,gene
CMKLR1,602351.0,gene
GNRH2,602352.0,gene
TGFB1I1,602353.0,gene
LAT,602354.0,gene
TRAF6,602355.0,gene
TRAF5,602356.0,gene
WIPF1,602357.0,gene
HCRT,602358.0,gene
FXYD1,602359.0,gene
GATM,602360.0,gene
RANGAP1,602362.0,gene
CTSW,602364.0,gene
CTSC,602365.0,gene
ILK,602366.0,gene
NPTX1,602367.0,gene
GRID2,602368.0,gene
CCN1,602369.0,gene
GML,602370.0,gene
ACSL3,602371.0,gene
ZAN,602372.0,gene
CNN2,602373.0,gene
CNN3,602374.0,gene
MRPL12,602375.0,gene
IFNAR2,602376.0,gene
DNM1,602377.0,gene
DNM2,602378.0,gene
UPK1B,602380.0,gene
NAB2,602381.0,gene
PLD1,602382.0,gene
OGN,602383.0,gene
PLD2,602384.0,gene
SULT1C2,602385.0,gene
ZNF212,602386.0,gene
RBMS2,602387.0,gene
SYMPK,602388.0,gene
TUFM,602389.0,gene
PEMT,602391.0,gene
HCRTR1,602392.0,gene
HCRTR2,602393.0,gene
NOLC1,602394.0,gene
GPAM,602395.0,gene
ANXA8,602396.0,gene
ATP8B1,602397.0,gene
MAPK12,602399.0,gene
FOXC2,602402.0,gene
BLMH,602403.0,gene
HAND1,602406.0,gene
HAND2,602407.0,gene
NR1D1,602408.0,gene
MLLT10,602409.0,gene
BRPF1,602410.0,gene
EXTL2,602411.0,gene
RPS24,602412.0,gene
SDHC,602413.0,gene
APBA1,602414.0,gene
DTNB,602415.0,gene
AP3S2,602416.0,gene
EGR3,602419.0,gene
KCNA10,602420.0,gene
CFTR,602421.0,gene
SLBP,602422.0,gene
NR1H3,602423.0,gene
DMRT1,602424.0,gene
MAP3K4,602425.0,gene
NVL,602426.0,gene
TBX6,602427.0,gene
HAS3,602428.0,gene
ROBO1,602430.0,gene
ROBO2,602431.0,gene
OPTN,602432.0,gene
AUP1,602434.0,gene
PPIE,602435.0,gene
MICB,602436.0,gene
GCHFR,602437.0,gene
HSF4,602438.0,gene
CISH,602441.0,gene
ITSN1,602442.0,gene
XPNPEP1,602443.0,gene
ZNF354A,602444.0,gene
SERPINI1,602445.0,gene
GPC5,602446.0,gene
PON2,602447.0,gene
MAP3K5,602448.0,gene
AKAP1,602449.0,gene
P2RY6,602451.0,gene
BUB1,602452.0,gene
ITGAD,602453.0,gene
PTPRU,602454.0,gene
FADD,602457.0,gene
SORT1,602458.0,gene
POU4F3,602460.0,gene
SIRPA,602461.0,gene
CRMP1,602462.0,gene
DPYSL2,602463.0,gene
TRAF4,602464.0,gene
SPRY1,602465.0,gene
SPRY2,602466.0,gene
PPP1R9A,602468.0,gene
FOLR3,602469.0,gene
PSCA,602470.0,gene
PKMYT1,602474.0,gene
TRDMT1,602478.0,gene
POU3F1,602479.0,gene
POU3F3,602480.0,gene
POP1,602486.0,gene
RIDA,602487.0,gene
CYTH2,602488.0,gene
KHDRBS1,602489.0,gene
NRIP1,602490.0,gene
PTX3,602492.0,gene
UVRAG,602493.0,gene
CCL23,602494.0,gene
CCL24,602495.0,gene
MPST,602496.0,gene
TFG,602498.0,gene
GOLGB1,602500.0,gene
GOLGA1,602502.0,gene
FRAT1,602503.0,gene
SHOX2,602504.0,gene
PXN,602505.0,gene
RNF103,602507.0,gene
PAFAH1B2,602508.0,gene
GOLGA4,602509.0,gene
PTPRH,602510.0,gene
RGS12,602512.0,gene
RGS14,602513.0,gene
RGS16,602514.0,gene
GPLD1,602515.0,gene
RGS4,602516.0,gene
RGS7,602517.0,gene
LGALS4,602518.0,gene
USP7,602519.0,gene
MAP2K5,602520.0,gene
MAPK7,602521.0,gene
DSCAM,602523.0,gene
PDK1,602524.0,gene
PDK2,602525.0,gene
PDK4,602527.0,gene
TUBA3C,602528.0,gene
TUBA1A,602529.0,gene
TUBA1B,602530.0,gene
RNF217-AS1,602532.0,gene
PARK7,602533.0,gene
SNAP23,602534.0,gene
RAB3GAP1,602536.0,gene
CAPN5,602537.0,gene
CELF2,602538.0,gene
MAP3K3,602539.0,gene
BTF3,602542.0,gene
BTF3P11,602543.0,gene
PRKN,602544.0,gene
PTPRK,602545.0,gene
ST8SIA2,602546.0,gene
ST8SIA4,602547.0,gene
OPRL1,602548.0,gene
PKN2,602549.0,gene
ARNTL,602550.0,gene
NUP88,602552.0,gene
XPO1,602559.0,gene
NKX6-1,602563.0,gene
CCL25,602565.0,gene
P2RX7,602566.0,gene
LIMS1,602567.0,gene
MTRR,602568.0,gene
SNCB,602569.0,gene
JAG2,602570.0,gene
RBM4,602571.0,gene
ANXA11,602572.0,gene
ANXA13,602573.0,gene
TECTA,602574.0,gene
LMX1B,602575.0,gene
LFNG,602576.0,gene
MFNG,602577.0,gene
RFNG,602578.0,gene
GOLGA2,602580.0,gene
GOLGA3,602581.0,gene
DTX1,602582.0,gene
GPR37,602583.0,gene
RCN2,602584.0,gene
ACOT7,602587.0,gene
FUT8,602589.0,gene
PAK1,602590.0,gene
KIF2A,602591.0,gene
CD5L,602592.0,gene
CDSN,602593.0,gene
GEMIN2,602595.0,gene
BCL9,602597.0,gene
HPGDS,602598.0,gene
LRP8,602600.0,gene
OLR1,602601.0,gene
SECTM1,602602.0,gene
MAGOH,602603.0,gene
CARTPT,602606.0,gene
SLC22A1,602607.0,gene
SLC22A2,602608.0,gene
PIK3C3,602609.0,gene
PIK3R4,602610.0,gene
MAP3K7,602614.0,gene
TAB1,602615.0,gene
MGAT2,602616.0,gene
FOXE1,602617.0,gene
CTBP1,602618.0,gene
CTBP2,602619.0,gene
LGMN,602620.0,gene
CXADR,602621.0,gene
DNASE1L2,602622.0,gene
FKBP5,602623.0,gene
MAGI1,602625.0,gene
IL1RAP,602626.0,gene
CDC6,602627.0,gene
FOXN3,602628.0,gene
TGIF1,602630.0,gene
SLC22A18,602631.0,gene
PODXL,602632.0,gene
FHL2,602633.0,gene
DNAJB9,602634.0,gene
DEAF1,602635.0,gene
PPP1R8,602636.0,gene
SPP2,602637.0,gene
MCM4,602638.0,gene
NAALADL1,602640.0,gene
EIF4A1,602641.0,gene
TNFSF11,602642.0,gene
TNFRSF11B,602643.0,gene
TSPAN4,602644.0,gene
SEMA3C,602645.0,gene
GPR35,602646.0,gene
NXF1,602647.0,gene
ACKR2,602648.0,gene
CIRBP,602649.0,gene
SPOP,602650.0,gene
NRDC,602651.0,gene
KLK6,602652.0,gene
TECTB,602653.0,gene
FARP1,602654.0,gene
SLC4A1AP,602655.0,gene
NTHL1,602656.0,gene
PDE2A,602658.0,gene
MNAT1,602659.0,gene
TUBB4B,602660.0,gene
TUBB3,602661.0,gene
TUBB4A,602662.0,gene
PRLH,602663.0,gene
CASP4,602664.0,gene
CASP5,602665.0,gene
MYO15A,602666.0,gene
NBN,602667.0,gene
PITX3,602669.0,gene
POLE2,602670.0,gene
SLC37A4,602671.0,gene
RAB13,602672.0,gene
KLK10,602673.0,gene
RNPEP,602675.0,gene
PDE6D,602676.0,gene
RNF5,602677.0,gene
MARK3,602678.0,gene
PCYT2,602679.0,gene
ARHGAP5,602680.0,gene
FOXO3,602681.0,gene
ADGRB1,602682.0,gene
ADGRB2,602683.0,gene
ADGRB3,602684.0,gene
MAD1L1,602686.0,gene
HNRNPAB,602688.0,gene
FSCN1,602689.0,gene
SDHD,602690.0,gene
NCOA1,602691.0,gene
GLIPR1,602692.0,gene
MCM3,602693.0,gene
NDUFS4,602694.0,gene
TNFSF12,602695.0,gene
MCM5,602696.0,gene
P2RY11,602697.0,gene
NFATC3,602698.0,gene
NFATC4,602699.0,gene
EP300,602700.0,gene
SLMAP,602701.0,gene
PLIN3,602702.0,gene
KATNB1,602703.0,gene
MDM4,602704.0,gene
SYN3,602705.0,gene
PSMC1,602706.0,gene
PSMC4,602707.0,gene
PSMC6,602708.0,gene
APBB1,602709.0,gene
APBB2,602710.0,gene
APBB3,602711.0,gene
APBA2,602712.0,gene
ADAM9,602713.0,gene
ADAM12,602714.0,gene
LMOD1,602715.0,gene
NPHS1,602716.0,gene
GRIN2D,602717.0,gene
TRA2A,602718.0,gene
TRA2B,602719.0,gene
PON3,602720.0,gene
DMC1,602721.0,gene
SEPTIN5,602724.0,gene
IFRD2,602725.0,gene
CLCN6,602726.0,gene
CLCN7,602727.0,gene
SCARA3,602728.0,gene
GABRP,602729.0,gene
ACVR2B,602730.0,gene
FYB1,602731.0,gene
ARHGAP1,602732.0,gene
ALDH9A1,602733.0,gene
PLS1,602734.0,gene
RCN1,602735.0,gene
ATP5MC3,602736.0,gene
CCL21,602737.0,gene
KPNB1,602738.0,gene
PRKAA1,602739.0,gene
PRKAB1,602740.0,gene
PRKAB2,602741.0,gene
PRKAG1,602742.0,gene
PRKAG2,602743.0,gene
GNPAT,602744.0,gene
PIP5K1B,602745.0,gene
TNFRSF14,602746.0,gene
DUSP4,602747.0,gene
DUSP6,602748.0,gene
DUSP7,602749.0,gene
DDT,602750.0,gene
BACH1,602751.0,gene
RGPD8,602752.0,gene
PHOX2A,602753.0,gene
KCNN4,602754.0,gene
CCNB2,602755.0,gene
EFNA2,602756.0,gene
EPHB6,602757.0,gene
PI4KB,602758.0,gene
KRT32,602760.0,gene
KRT33A,602761.0,gene
KRT33B,602762.0,gene
KRT34,602763.0,gene
KRT35,602764.0,gene
KRT83,602765.0,gene
KRT84,602766.0,gene
KRT85,602767.0,gene
DLL3,602768.0,gene
DNMT3A,602769.0,gene
CBX2,602770.0,gene
SLC49A4,602773.0,gene
RAD51C,602774.0,gene
SHOC2,602775.0,gene
REV3L,602776.0,gene
SNAPC4,602777.0,gene
NR6A1,602778.0,gene
F2RL3,602779.0,gene
HCN1,602780.0,gene
HCN2,602781.0,gene
SPG7,602783.0,gene
CORT,602784.0,gene
H1-10,602785.0,gene
H2AC8,602786.0,gene
H2AC13,602787.0,gene
H2AC15,602788.0,gene
FHL3,602790.0,gene
H2AC14,602791.0,gene
H2AC7,602792.0,gene
H2AC16,602793.0,gene
H2AC6,602794.0,gene
H2AC4,602795.0,gene
H2AC17,602796.0,gene
H2AC20,602797.0,gene
H2BC8,602798.0,gene
H2BC5,602799.0,gene
H2BC13,602800.0,gene
H2BC15,602801.0,gene
H2BC14,602802.0,gene
H2BC3,602803.0,gene
H2BC7,602804.0,gene
H2BC6,602805.0,gene
H2BC9,602806.0,gene
H2BC10,602807.0,gene
H2BC17,602808.0,gene
KIF5B,602809.0,gene
H3C1,602810.0,gene
H3C4,602811.0,gene
H3C3,602812.0,gene
H3C6,602813.0,gene
H3C11,602814.0,gene
H3C8,602815.0,gene
H3C7,602816.0,gene
H3C12,602817.0,gene
H3C10,602818.0,gene
H3C2,602819.0,gene
H3-4,602820.0,gene
KIF5A,602821.0,gene
H4C1,602822.0,gene
H4C4,602823.0,gene
H4C6,602824.0,gene
H4C12,602825.0,gene
H4C11,602826.0,gene
H4C3,602827.0,gene
H4C8,602828.0,gene
H4C2,602829.0,gene
H4C5,602830.0,gene
H4C13,602831.0,gene
H4C7,602832.0,gene
H4C9,602833.0,gene
GAS2,602835.0,gene
P2RX5,602836.0,gene
DNAJA1,602837.0,gene
PIK3C2B,602838.0,gene
PIK3CD,602839.0,gene
CD70,602840.0,gene
AOX1,602841.0,gene
GMNN,602842.0,gene
ARHGDIB,602843.0,gene
ARHGDIG,602844.0,gene
KIF3C,602845.0,gene
UBE2K,602846.0,gene
H2BC4,602847.0,gene
BRD8,602848.0,gene
RNF4,602850.0,gene
ADGRV1,602851.0,gene
NUDT2,602852.0,gene
PTPRR,602853.0,gene
PSMA1,602854.0,gene
PSMA6,602855.0,gene
RGS10,602856.0,gene
CHN2,602857.0,gene
DHCR7,602858.0,gene
PEX10,602859.0,gene
BUB1B,602860.0,gene
PKP2,602861.0,gene
UAP1,602862.0,gene
WNT9A,602863.0,gene
WNT9B,602864.0,gene
BRINP1,602865.0,gene
ASIC1,602866.0,gene
IGFBP7,602867.0,gene
CDC5L,602868.0,gene
HNRNPU,602869.0,gene
IMPG1,602870.0,gene
PPL,602871.0,gene
CLIC1,602872.0,gene
NRAP,602873.0,gene
UGCG,602874.0,gene
OCLN,602876.0,gene
PPP1R7,602877.0,gene
SLC30A3,602878.0,gene
EPB41L1,602879.0,gene
GDF1,602880.0,gene
PHF1,602881.0,gene
LECT2,602882.0,gene
SLCO1A2,602883.0,gene
GMDS,602884.0,gene
MLNR,602885.0,gene
GPR39,602886.0,gene
DLG4,602887.0,gene
BHMT,602888.0,gene
KLRB1,602890.0,gene
KLRC2,602891.0,gene
KLRC3,602892.0,gene
KLRC4,602893.0,gene
KLRD1,602894.0,gene
SAFB,602895.0,gene
MAPK9,602896.0,gene
MAPK10,602897.0,gene
MAPK11,602898.0,gene
MAPK13,602899.0,gene
DNMT3B,602900.0,gene
TNPO1,602901.0,gene
KLF9,602902.0,gene
KLF5,602903.0,gene
MAPK6,602904.0,gene
KCNS1,602905.0,gene
KCNS2,602906.0,gene
CETN3,602907.0,gene
RBBP9,602908.0,gene
CLDN4,602909.0,gene
CLDN3,602910.0,gene
CACNG2,602911.0,gene
EIF6,602912.0,gene
PLK3,602913.0,gene
AQP9,602914.0,gene
GET1,602915.0,gene
UBE2E1,602916.0,gene
RCAN1,602917.0,gene
FARSA,602918.0,gene
DOK1,602919.0,gene
LASP1,602920.0,gene
PSPN,602921.0,gene
RBBP4,602923.0,gene
RND3,602924.0,gene
PIK3CB,602925.0,gene
STXBP1,602926.0,gene
GPR19,602927.0,gene
TMOD2,602928.0,gene
VWA5A,602929.0,gene
REXO4,602930.0,gene
SMAD6,602931.0,gene
SMAD7,602932.0,gene
TRIP6,602933.0,gene
SDF2,602934.0,gene
FAAH,602935.0,gene
CITED2,602937.0,gene
BAAT,602938.0,gene
FOXS1,602939.0,gene
MARCKSL1,602940.0,gene
BCAR1,602941.0,gene
EVI5,602942.0,gene
RORC,602943.0,gene
E2F6,602944.0,gene
TADA3,602945.0,gene
TAF6L,602946.0,gene
SUPT3H,602947.0,gene
RAD51B,602948.0,gene
SAP18,602949.0,gene
PRMT1,602950.0,gene
ZFP37,602951.0,gene
NSD2,602952.0,gene
HEY1,602953.0,gene
RAD51D,602954.0,gene
TAF6,602955.0,gene
FANCG,602956.0,gene
CCL22,602957.0,gene
SGK1,602958.0,gene
EEF1A2,602959.0,gene
UBE2D1,602961.0,gene
UBE2D2,602962.0,gene
UBE2D3,602963.0,gene
TSNAX,602964.0,gene
FABP7,602965.0,gene
ZNF217,602967.0,gene
BCAS1,602968.0,gene
ESRRG,602969.0,gene
KPNA4,602970.0,gene
TBCC,602971.0,gene
PDE8A,602972.0,gene
PDE9A,602973.0,gene
AQP7,602974.0,gene
MLX,602976.0,gene
GP2,602977.0,gene
PHC1,602978.0,gene
PHC2,602979.0,gene
SRPK2,602980.0,gene
AEBP1,602981.0,gene
KCNN1,602982.0,gene
KCNN3,602983.0,gene
MED6,602984.0,gene
NDUFS2,602985.0,gene
DRG2,602986.0,gene
PDE1C,602987.0,gene
PCDH7,602988.0,gene
CLK2,602989.0,gene
CLK3,602990.0,gene
NOG,602991.0,gene
LAIR1,602992.0,gene
LAIR2,602993.0,gene
UBE2V1,602995.0,gene
IER3,602996.0,gene
CUBN,602997.0,gene
SNCG,602998.0,gene
PPP1R3C,602999.0,gene
MRPL58,603000.0,gene
UBE2V2,603001.0,gene
TNPO2,603002.0,gene
NIPSNAP2,603004.0,gene
PAPSS2,603005.0,gene
CDH4,603006.0,gene
CDH6,603007.0,gene
CDH8,603008.0,gene
DYSF,603009.0,gene
SERF1A,603011.0,gene
HSPA1B,603012.0,gene
MAP2K7,603014.0,gene
TRRAP,603015.0,gene
CDH19,603016.0,gene
CDH17,603017.0,gene
B3GALT2,603018.0,gene
CDH18,603019.0,gene
AFG3L1P,603020.0,gene
MRPS12,603021.0,gene
E4F1,603022.0,gene
IKZF1,603023.0,gene
ARID1A,603024.0,gene
PICALM,603025.0,gene
PLAG1,603026.0,gene
FBP2,603027.0,gene
TLR2,603028.0,gene
TLR3,603029.0,gene
TLR4,603030.0,gene
TLR5,603031.0,gene
SNN,603032.0,gene
COLQ,603033.0,gene
IL16,603035.0,gene
LEFTY1,603037.0,gene
SPAG4,603038.0,gene
MNT,603039.0,gene
SUMO2,603042.0,gene
NSMAF,603043.0,gene
PLAGL1,603044.0,gene
RNF139,603046.0,gene
GPAA1,603048.0,gene
TXNL1,603049.0,gene
ABI1,603050.0,gene
AGPS,603051.0,gene
CPSF4,603052.0,gene
HAT1,603053.0,gene
GREM1,603054.0,gene
SNW1,603055.0,gene
ORC4,603056.0,gene
DCHS1,603057.0,gene
PCDHGB4,603058.0,gene
PCDHGA12,603059.0,gene
KIF1C,603060.0,gene
ENSA,603061.0,gene
TGOLN2,603062.0,gene
BDH1,603063.0,gene
UGT2B11,603064.0,gene
NR1I2,603065.0,gene
PLOD3,603066.0,gene
DUSP2,603068.0,gene
DUSP5,603069.0,gene
RAD51AP1,603070.0,gene
GPR17,603071.0,gene
AURKA,603072.0,gene
ZIC2,603073.0,gene
PAFAH1B3,603074.0,gene
ABCG1,603076.0,gene
CHEK1,603078.0,gene
CBX4,603079.0,gene
SLC6A12,603080.0,gene
ADPRH,603081.0,gene
HNRNPL,603083.0,gene
DARS1,603084.0,gene
SLC31A1,603085.0,gene
ART3,603086.0,gene
SLC31A2,603088.0,gene
BAP1,603089.0,gene
UCHL3,603090.0,gene
USP12,603091.0,gene
DUSP11,603092.0,gene
B3GALT1,603093.0,gene
B3GALNT1,603094.0,gene
B3GALT4,603095.0,gene
ATP6V1C1,603097.0,gene
AGPAT1,603099.0,gene
AGPAT2,603100.0,gene
CPB2,603101.0,gene
CPD,603102.0,gene
CPN1,603103.0,gene
CPN2,603104.0,gene
CPZ,603105.0,gene
NNAT,603106.0,gene
TCF20,603107.0,gene
MAPRE1,603108.0,gene
SMAD3,603109.0,gene
SMAD5,603110.0,gene
SMARCE1,603111.0,gene
S100A12,603112.0,gene
PPP2R1B,603113.0,gene
S100A11,603114.0,gene
DHX9,603115.0,gene
CDH16,603118.0,gene
QSOX1,603120.0,gene
DOCK2,603122.0,gene
DOCK3,603123.0,gene
UBE2G2,603124.0,gene
TPST1,603125.0,gene
TPST2,603126.0,gene
GAS7,603127.0,gene
SIM1,603128.0,gene
LMO4,603129.0,gene
ATRN,603130.0,gene
PMPCB,603131.0,gene
ZNF189,603132.0,gene
CUL1,603134.0,gene
CUL2,603135.0,gene
CUL3,603136.0,gene
CUL4A,603137.0,gene
RAD17,603139.0,gene
PIP4K2A,603140.0,gene
PPFIBP1,603141.0,gene
PPFIBP2,603142.0,gene
PPFIA2,603143.0,gene
PPFIA3,603144.0,gene
PPFIA4,603145.0,gene
PSMD9,603146.0,gene
ATF3,603148.0,gene
IL17A,603149.0,gene
ATP5F1D,603150.0,gene
SEPTIN7,603151.0,gene
ATP5PF,603152.0,gene
RAD1,603153.0,gene
PNN,603154.0,gene
PTPN14,603155.0,gene
BPHL,603156.0,gene
PIK3R2,603157.0,gene
USP8,603158.0,gene
LRP3,603159.0,gene
ENTPD6,603160.0,gene
ENTPD3,603161.0,gene
ENTPD5,603162.0,gene
SCRG1,603163.0,gene
PEX3,603164.0,gene
MAP4K2,603166.0,gene
BAD,603167.0,gene
ULK1,603168.0,gene
CTSZ,603169.0,gene
TEAD3,603170.0,gene
NEDD8,603171.0,gene
UBA3,603172.0,gene
UBE2M,603173.0,gene
VAMP8,603177.0,gene
ALDH6A1,603178.0,gene
CA9,603179.0,gene
XPOT,603180.0,gene
ILF2,603181.0,gene
ILF3,603182.0,gene
RTN2,603183.0,gene
CDK8,603184.0,gene
NASP,603185.0,gene
DAXX,603186.0,gene
CETN1,603187.0,gene
STX5,603189.0,gene
PRMT3,603190.0,gene
CFAP410,603191.0,gene
ATP5MC1,603192.0,gene
ATP5MC2,603193.0,gene
GPR32,603195.0,gene
COCH,603196.0,gene
PNPLA6,603197.0,gene
CAVIN1,603198.0,gene
PATJ,603199.0,gene
RFXANK,603200.0,gene
ABCB11,603201.0,gene
LCT,603202.0,gene
CCNG2,603203.0,gene
MORC1,603205.0,gene
VTI1B,603207.0,gene
KCNJ13,603208.0,gene
CMAHP,603209.0,predominantly phenotypes
JRK,603210.0,gene
JRKL,603211.0,gene
BFSP2,603212.0,gene
KIF22,603213.0,gene
ABCD4,603214.0,gene
NAPA,603215.0,gene
NAPG,603216.0,gene
STX7,603217.0,gene
KCNK2,603219.0,gene
KCNK3,603220.0,gene
SNHG1,603222.0,gene
SNORD22,603223.0,gene
SNORD25,603224.0,gene
SNORD26,603225.0,gene
SNORD27,603226.0,gene
SNORD28,603227.0,gene
SNORD29,603228.0,gene
SNORD30,603229.0,gene
SNORD31,603230.0,gene
ZNF200,603231.0,gene
OR1F1,603232.0,gene
ABCC6,603234.0,gene
SELENOW,603235.0,gene
MVD,603236.0,gene
EPB41L2,603237.0,gene
SNHG3,603238.0,gene
SNORA73B,603239.0,gene
SLC22A18AS,603240.0,gene
LSAMP,603241.0,gene
CLEC2B,603242.0,gene
AMFR,603243.0,gene
HS3ST1,603244.0,gene
NKX2-8,603245.0,gene
GTF3C1,603246.0,gene
SLC27A2,603247.0,gene
BMPR1B,603248.0,gene
NIPSNAP1,603249.0,gene
FOXF2,603250.0,gene
CDK9,603251.0,gene
FOXL1,603252.0,gene
CST7,603253.0,gene
SMARCA4,603254.0,gene
NFX1,603255.0,gene
LRRFIP1,603256.0,gene
HLTF,603257.0,gene
IKBKB,603258.0,gene
BARX1,603260.0,gene
PIP4K2B,603261.0,gene
PAPSS1,603262.0,gene
CA12,603263.0,gene
RHBDL1,603264.0,gene
ARID3A,603265.0,gene
CAPN15,603267.0,gene
NDST2,603268.0,gene
SRSF8,603269.0,gene
ATP5PB,603270.0,gene
PTPN21,603271.0,gene
CNKSR1,603272.0,gene
TP63,603273.0,gene
PIP5K1A,603275.0,gene
RGS5,603276.0,gene
CHD4,603277.0,gene
ERDA1,603279.0,gene
OASL,603281.0,gene
ZNF204P,603282.0,predominantly phenotypes
TRDN,603283.0,gene
KISS1,603286.0,gene
PNPO,603287.0,gene
KERA,603288.0,gene
DAPK3,603289.0,gene
SHANK2,603290.0,gene
BNIP1,603291.0,gene
BNIP2,603292.0,gene
BNIP3,603293.0,gene
MCM3AP,603294.0,gene
SMAD9,603295.0,gene
LAMTOR3,603296.0,gene
DYNC2H1,603297.0,gene
PPT2,603298.0,gene
TNFAIP2,603300.0,gene
KLF11,603301.0,gene
ADCY9,603302.0,gene
TNKS,603303.0,gene
IRAK2,603304.0,gene
KCNH1,603305.0,gene
TCF21,603306.0,gene
BFSP1,603307.0,gene
CTSV,603308.0,gene
CDK13,603309.0,gene
PDE5A,603310.0,gene
CDC7,603311.0,gene
BBOX1,603312.0,gene
ALG10B,603313.0,gene
SLC27A5,603314.0,gene
NCS1,603315.0,gene
CMAS,603316.0,gene
PTPRQ,603317.0,gene
ANXA9,603319.0,gene
MMP23A,603320.0,gene
MMP23B,603321.0,gene
NDUFB6,603322.0,gene
GJB3,603324.0,gene/phenotype
PPP1R9B,603325.0,gene
PPP1R3D,603326.0,gene
RANBP3,603327.0,gene
MSI1,603328.0,gene
DNAH9,603330.0,gene
DYNC1I2,603331.0,gene
DNAH1,603332.0,gene
DNAH2,603333.0,gene
DNAH3,603334.0,gene
DNAH5,603335.0,gene
DNAH6,603336.0,gene
DNAH8,603337.0,gene
DNAH11,603339.0,gene
DNAH12,603340.0,gene
DNAH14,603341.0,gene
RAE1,603343.0,gene
USO1,603344.0,gene
SLC4A4,603345.0,gene
NPAS1,603346.0,gene
NPAS2,603347.0,gene
HIF1A,603348.0,gene
EPAS1,603349.0,gene
OAS2,603350.0,gene
OAS3,603351.0,gene
BIRC5,603352.0,gene
SLC4A7,603353.0,gene
GBX1,603354.0,gene
MBTPS1,603355.0,gene
CD164,603356.0,gene
SERPINB7,603357.0,gene
NDUFA8,603359.0,gene
PEX16,603360.0,gene
TNFRSF6B,603361.0,gene
SH3GL3,603362.0,gene
CGGBP1,603363.0,gene
SRSF3,603364.0,gene
HIRIP3,603365.0,gene
TNFRSF25,603366.0,gene
CDK6,603368.0,gene
CDKN2C,603369.0,gene
UGDH,603370.0,gene
GLE1,603371.0,gene
TSHR,603372.0,gene/phenotype
SMARCA5,603375.0,gene
SLC22A5,603377.0,gene
SAP30,603378.0,gene
IQGAP1,603379.0,gene
LIN7A,603380.0,gene
FLNB,603381.0,gene
MSH5,603382.0,gene
SYNGAP1,603384.0,gene
NAE1,603385.0,gene
PDE8B,603390.0,gene
BIK,603392.0,gene
SPAG1,603395.0,gene
ZNF282,603397.0,gene
CCN4,603398.0,gene
CCN5,603399.0,gene
CCN6,603400.0,gene
AP3B1,603401.0,gene
ACOX3,603402.0,gene
DHX15,603403.0,gene
ZNF169,603404.0,gene
DHX16,603405.0,gene
TRIM24,603406.0,gene
PABPC4,603407.0,gene
FZD1,603408.0,gene
FZD6,603409.0,gene
FZD7,603410.0,gene
CDC42BPA,603412.0,gene
TIAL1,603413.0,gene
TM7SF2,603414.0,gene
SCN9A,603415.0,gene
RPL21P1,603416.0,predominantly phenotypes
RABIF,603417.0,gene
AKR7A2,603418.0,gene
SGTA,603419.0,gene
CALU,603420.0,gene
TMEFF1,603421.0,gene
PDLIM4,603422.0,gene
PRDM1,603423.0,gene
PRKRA,603424.0,gene
ARL1,603425.0,gene
PER2,603426.0,gene
PER3,603427.0,gene
