gene_symbol,mim_number,entry_type
KLHL14,613772.0,gene
IGSF9B,613773.0,gene
CAMSAP1,613774.0,gene
CAMSAP2,613775.0,gene
FOXRED2,613777.0,gene
CCDC125,613781.0,gene
MSRB2,613782.0,gene
C1R,613785.0,gene
MIR148A,613786.0,gene
MIR148B,613787.0,gene
MIR152,613788.0,gene
PRSS33,613797.0,gene
CCDC39,613798.0,gene
CCDC40,613799.0,gene
MLEC,613802.0,gene
MDM1,613813.0,gene
TTC19,613814.0,gene
CYP21A2,613815.0,gene
UBR7,613816.0,gene
SPATS2L,613817.0,gene
PPP3R2,613821.0,gene
PPP4R2,613822.0,gene
UBR3,613831.0,gene
KANSL1L,613833.0,gene
ZNF304,613840.0,gene
UBN2,613841.0,gene
GZF1,613842.0,gene
UQCRH,613844.0,gene
TCTN2,613846.0,gene
TCTN3,613847.0,gene
PRIMA1,613851.0,gene
PRSS56,613858.0,gene
UMODL1,613859.0,gene
ZNF317,613864.0,gene
PLAAT2,613866.0,gene
PLAAT3,613867.0,gene
SLC14A1,613868.0,gene
FAH,613871.0,gene
F10,613872.0,gene
F7,613878.0,gene
TRH,613879.0,gene
BAHD1,613880.0,gene
KEL,613883.0,gene
RHOT1,613888.0,gene
RHOT2,613889.0,gene
HSD3B2,613890.0,gene
UMPS,613891.0,gene
DPY19L1,613892.0,gene
DPY19L2,613893.0,gene
DPY19L3,613894.0,gene
DPY19L4,613895.0,gene
BPGM,613896.0,gene
FANCF,613897.0,gene
HMGCL,613898.0,gene
FANCC,613899.0,gene
TGM6,613900.0,gene
RTCB,613901.0,gene
ZNF503,613902.0,gene
ZNF540,613903.0,gene
ZNF569,613904.0,gene
ZNF606,613905.0,gene
ZNF641,613906.0,gene
ZNF652,613907.0,gene
ZNF480,613910.0,gene
ZNF496,613911.0,gene
ZNF746,613914.0,gene
ZBTB42,613915.0,gene
MUC22,613917.0,gene
HCG22,613918.0,gene
KIF6,613919.0,gene
COA5,613920.0,gene
LIPJ,613921.0,gene
LIPK,613922.0,gene
LIPM,613923.0,gene
LIPN,613924.0,gene
C2,613927.0,gene
MUCL3,613928.0,gene
SPINK4,613929.0,gene
TOE1,613931.0,gene
TNNI3K,613932.0,gene
TMEM25,613934.0,gene
TMEM74,613935.0,gene
TMEM102,613936.0,gene
TMEM184C,613937.0,gene
SPATA20,613939.0,gene
SPATA5,613940.0,gene
SPINT3,613941.0,gene
SUN5,613942.0,gene
DNAJC5B,613945.0,gene
DNAJC5G,613946.0,gene
SPATA6,613947.0,gene
SPATA8,613948.0,gene
TENT5C,613952.0,gene
TAS2R19,613961.0,gene
TAS2R20,613962.0,gene
TAS2R30,613963.0,gene
TAS2R40,613964.0,gene
TAS2R41,613965.0,gene
TAS2R42,613966.0,gene
TAS2R45,613967.0,gene
TAS2R60,613968.0,gene
CGAS,613973.0,gene
DDX60,613974.0,gene
IFI44L,613975.0,gene
FANCE,613976.0,gene
PRPF6,613979.0,gene
FANCD2,613984.0,gene
CDC42BPG,613991.0,gene
PPP2R2D,613992.0,gene
MYL7,613993.0,gene
NBPF4,613994.0,gene
NBPF5P,613995.0,gene
NBPF6,613996.0,gene
NBPF7,613997.0,gene
NBPF8,613998.0,gene
NBPF9,613999.0,gene
NBPF10,614000.0,gene
NBPF11,614001.0,gene
NBPF14,614003.0,gene
NBPF19,614006.0,gene
NBPF20,614007.0,gene
BPNT2,614010.0,gene
ERVK-4,614011.0,gene
ERVK-5,614012.0,gene
ERVK-7,614013.0,gene
RNASE9,614014.0,gene
DAGLA,614015.0,gene
DAGLB,614016.0,gene
KIF26B,614026.0,gene
INSM2,614027.0,gene
SPDYA,614029.0,gene
SPDYC,614030.0,gene
RANBP10,614031.0,gene
TOX4,614032.0,gene
ZNF467,614040.0,gene
RB1,614041.0,gene
LRRFIP2,614043.0,gene
NIBAN2,614045.0,gene
ARGLU1,614046.0,gene
MTHFD2L,614047.0,gene
ELAPOR2,614048.0,gene
RIMKLB,614054.0,gene
PPP1R26,614056.0,gene
MIR409,614057.0,gene
KHK,614058.0,gene
MIR338,614059.0,gene
HOTTIP,614060.0,gene
OLFM4,614061.0,gene
CDC42BPB,614062.0,gene
ZBTB24,614064.0,gene
IFT43,614068.0,gene
MYZAP,614071.0,gene
WEE2,614084.0,gene
RHNO1,614085.0,gene
MCIDAS,614086.0,gene
ICAM4,614088.0,gene
RILPL1,614092.0,gene
RILPL2,614093.0,gene
MARVELD3,614094.0,gene
PCK2,614095.0,gene
MLIP,614106.0,gene
KPNA7,614107.0,gene
BPIFB2,614108.0,gene
BPIFC,614109.0,gene
BPIFB6,614110.0,gene
MIR320A,614112.0,gene
EXOC3L1,614117.0,gene
TSHZ2,614118.0,gene
TSHZ3,614119.0,gene
TENT2,614121.0,gene
TMCO1,614123.0,gene
GPCPD1,614124.0,gene
DPPA4,614125.0,gene
MTARC1,614126.0,gene
MTARC2,614127.0,gene
ADAD1,614130.0,gene
HEPACAM2,614133.0,gene
TRAPPC8,614136.0,gene
TRAPPC3L,614137.0,gene
TRAPPC11,614138.0,gene
TRAPPC12,614139.0,gene
SPECC1L,614140.0,gene
TRIM2,614141.0,gene
CUEDC2,614142.0,gene
IGFLR1,614143.0,gene
B9D1,614144.0,gene
CCDC8,614145.0,gene
C20ORF194,614146.0,gene
C1QTNF8,614147.0,gene
C1QTNF9B,614148.0,gene
PKDCC,614150.0,gene
RFWD3,614151.0,gene
NOP56,614154.0,gene
MIR1292,614155.0,gene
ZNF644,614159.0,gene
PRDM5,614161.0,gene
PCK1,614168.0,gene
NBEAL2,614169.0,gene
MEIG1,614174.0,gene
ZFYVE28,614176.0,gene
CRACR2B,614177.0,gene
CRACR2A,614178.0,gene
ISLR2,614179.0,gene
HEG1,614182.0,gene
DIS3L,614183.0,gene
DIS3L2,614184.0,gene
GOLGA7B,614189.0,gene
DEPDC5,614191.0,gene
DOCK6,614194.0,gene
MCU,614197.0,gene
CHTOP,614206.0,gene
KLHL6,614214.0,gene
ASCC1,614215.0,gene
ASCC2,614216.0,gene
ASCC3,614217.0,gene
WDR81,614218.0,gene
HSD11B2,614232.0,gene
PIFO,614234.0,gene
PDZD8,614235.0,gene
SLC38A7,614236.0,gene
PHETA1,614239.0,gene
PHETA2,614240.0,gene
LCLAT1,614241.0,gene
SLC16A9,614242.0,gene
OPLAH,614243.0,gene
PDXDC1,614244.0,gene
ACSF3,614245.0,gene
NAA60,614246.0,gene
MIR519D,614247.0,gene
PEAK1,614248.0,gene
POLR3A,614258.0,gene
CFAP57,614259.0,gene
C9ORF72,614260.0,gene
BACE1-AS,614263.0,gene
ARHGAP30,614264.0,gene
ACOT6,614267.0,gene
ADGRF4,614268.0,gene
GPR153,614269.0,gene
CFAP65,614270.0,gene
CCDC137,614271.0,gene
FASTKD5,614272.0,gene
OR4C46,614273.0,gene
SBNO1,614274.0,gene
ZNF565,614275.0,gene
PLCL2,614276.0,gene
UBE2W,614277.0,gene
ESAM,614281.0,gene
SDF4,614282.0,gene
GLCCI1,614283.0,gene
C1QTNF9,614285.0,gene
OFCC1,614287.0,gene
ACAD11,614288.0,gene
SEL1L2,614289.0,gene
BICC1,614295.0,gene
C19ORF12,614297.0,gene
ATXN1L,614301.0,gene
MIR137,614304.0,gene
FTCDNL1,614308.0,gene
TRMT44,614309.0,gene
CEP70,614310.0,gene
SYNDIG1,614311.0,gene
ZMYND15,614312.0,gene
ACOT1,614313.0,gene
ACOT4,614314.0,gene
ACOT12,614315.0,gene
VTI1A,614316.0,gene
C1QL2,614330.0,gene
DNAJC13,614334.0,gene
PAM16,614336.0,gene
ADTRP,614348.0,gene
ZNF638,614349.0,gene
NUP93,614351.0,gene
NUP205,614352.0,gene
HAS2-AS1,614353.0,gene
ACSS1,614355.0,gene
ACSS3,614356.0,gene
ACSM1,614357.0,gene
ACSM2A,614358.0,gene
ACSM2B,614359.0,gene
ACSM4,614360.0,gene
ACSM5,614361.0,gene
ACSBG1,614362.0,gene
ACSBG2,614363.0,gene
AACS,614364.0,gene
AASDH,614365.0,gene
POLR3B,614366.0,gene
AP5B1,614367.0,gene
AP5M1,614368.0,gene
MIR492,614384.0,gene
PRRT2,614386.0,gene
ZNF526,614387.0,gene
TDRD3,614392.0,gene
OARD1,614393.0,gene
IFT20,614394.0,gene
GPATCH8,614396.0,gene
MFSD2A,614397.0,gene
JCAD,614398.0,gene
RHBDF1,614403.0,gene
RHBDF2,614404.0,gene
DHX33,614405.0,gene
SCIMP,614406.0,gene
AFAP1L1,614410.0,gene
TOPAZ1,614412.0,gene
ACY3,614413.0,gene
TMEM237,614423.0,gene
TTI1,614425.0,gene
TTI2,614426.0,gene
TSHZ1,614427.0,gene
TFAP2E,614428.0,gene
ARL14,614439.0,gene
PSD3,614440.0,gene
PSD4,614442.0,gene
EBNA1BP2,614443.0,gene
RALGPS1,614444.0,gene
DPPA2,614445.0,gene
ATP9B,614446.0,gene
G0S2,614447.0,gene
GMNC,614448.0,gene
PCDH20,614449.0,gene
ELOVL7,614451.0,gene
ATAD1,614452.0,gene
LRRC7,614453.0,gene
UBE3C,614454.0,gene
TMEM138,614459.0,gene
USP47,614460.0,gene
UQCC2,614461.0,gene
NDRG4,614463.0,gene
SRRT,614469.0,gene
USP19,614471.0,gene
RNF123,614472.0,gene
THSD4,614476.0,gene
C8ORF37,614477.0,gene
COX14,614478.0,gene
MCAT,614479.0,gene
SCAANT1,614481.0,gene
ANAPC13,614484.0,gene
MIR1258,614488.0,gene
MIR616,614489.0,gene
C9ORF116,614502.0,gene
KLHDC8A,614503.0,gene
FKBP14,614505.0,gene
BRAT1,614506.0,gene
MIR99A,614509.0,gene
MIR99B,614510.0,gene
MDFIC,614511.0,gene
TOR1AIP1,614512.0,gene
TOR1AIP2,614513.0,gene
GPR179,614515.0,gene
DOLPP1,614516.0,gene
ARNTL2,614517.0,gene
GATAD1,614518.0,gene
KLHL12,614522.0,gene
MIR489,614523.0,gene
NFATC2IP,614525.0,gene
HIF1A-AS1,614528.0,gene
HIF1A-AS2,614529.0,gene
NDUFA12,614530.0,gene
RASGEF1A,614531.0,gene
RASGEF1B,614532.0,gene
CDC26,614533.0,gene
ANAPC11,614534.0,gene
ZSWIM7,614535.0,gene
SWSAP1,614536.0,gene
LRMDA,614537.0,gene
MIR570,614538.0,gene
HELB,614539.0,gene
DIPK1A,614542.0,gene
DIPK1B,614543.0,gene
DIPK1C,614544.0,gene
EMC10,614545.0,gene
RAMAC,614547.0,gene
SERINC1,614548.0,gene
SERINC2,614549.0,gene
SERINC4,614550.0,gene
SERINC5,614551.0,gene
XXYLT1,614552.0,gene
N6AMT1,614553.0,gene
FAM32A,614554.0,gene
FRMD6,614555.0,gene
ARID1B,614556.0,gene
MAU2,614560.0,gene
DNAAF3,614566.0,gene
DIAPH3,614567.0,gene
UNC13C,614568.0,gene
KIF18B,614570.0,gene
CPLANE1,614571.0,gene
ZFP42,614572.0,gene
GPR158,614573.0,gene
ROGDI,614574.0,gene
PAQR3,614577.0,gene
PAQR4,614578.0,gene
PAQR6,614579.0,gene
PAQR9,614580.0,gene
MMD2,614581.0,gene
P4HTM,614584.0,gene
FDX2,614585.0,gene
ZDHHC5,614586.0,gene
CHAC1,614587.0,gene
TTC37,614589.0,gene
CEACAM16,614591.0,gene
MARF1,614593.0,gene
MIR302A,614596.0,gene
MIR302B,614597.0,gene
MIR302C,614598.0,gene
MIR302D,614599.0,gene
MIR367,614600.0,gene
ZNF326,614601.0,gene
DDHD1,614603.0,gene
ZDHHC7,614604.0,gene
ZDHHC21,614605.0,gene
FOCAD,614606.0,gene
KANK2,614610.0,gene
KANK3,614611.0,gene
KANK4,614612.0,gene
IFT140,614620.0,gene
MALSU1,614624.0,gene
DANCR,614625.0,gene
SNORA26,614626.0,gene
MIR4449,614627.0,gene
ADGB,614630.0,gene
CRPPA,614631.0,gene
UVSSA,614632.0,gene
VPS54,614633.0,gene
CEP126,614634.0,gene
LINC00538,614635.0,gene
MYO1H,614636.0,gene
DESI1,614637.0,gene
DESI2,614638.0,gene
ZBTB46,614639.0,gene
LAMP5,614641.0,gene
STARD9,614642.0,gene
COQ6,614647.0,gene
RALYL,614648.0,gene
RNF170,614649.0,gene
PALD1,614656.0,gene
AMOTL1,614657.0,gene
AMOTL2,614658.0,gene
AMER2,614659.0,gene
PATL1,614660.0,gene
PATL2,614661.0,gene
RALY,614663.0,gene
TREML4,614664.0,gene
CCDC78,614666.0,gene
MTO1,614667.0,gene
CCDC103,614677.0,gene
HYKK,614681.0,gene
ETNPPL,614682.0,gene
PHYKPL,614683.0,gene
ZNF597,614685.0,gene
FAM50B,614686.0,gene
C4ORF48,614690.0,gene
ATMIN,614693.0,gene
RPRD1B,614694.0,gene
RPRD2,614695.0,gene
KATNAL2,614697.0,gene
COX20,614698.0,gene
SRGAP2B,614703.0,gene
SRGAP2C,614704.0,gene
SRGAP2D,614705.0,gene
SCUBE3,614708.0,gene
LYRM1,614709.0,gene
FAM72A,614710.0,gene
FAM72B,614711.0,gene
FAM72D,614712.0,gene
RASSF10,614713.0,gene
TMIGD2,614715.0,gene
CARMIL3,614716.0,gene
ANAPC15,614717.0,gene
KNSTRN,614718.0,gene
KCMF1,614719.0,gene
CDK19,614720.0,gene
TSPYL5,614721.0,gene
MIR3120,614722.0,gene
CEP63,614724.0,gene
SERAC1,614725.0,gene
TMEM165,614726.0,gene
COPS6,614729.0,gene
PIGO,614730.0,gene
MIR193A,614733.0,gene
MIR193B,614734.0,gene
MIR365A,614735.0,gene
MPC2,614737.0,gene
MPC1,614738.0,gene
DMRT3,614754.0,gene
MIR520H,614755.0,gene
IFITM5,614757.0,gene
DCTN4,614758.0,gene
CFAP53,614759.0,gene
SLC66A1,614760.0,gene
GLYATL1,614761.0,gene
GLYATL2,614762.0,gene
GLYATL3,614763.0,gene
KATNAL1,614764.0,gene
STRN,614765.0,gene
STRN3,614766.0,gene
STRN4,614767.0,gene
SARAF,614768.0,gene
COA1,614769.0,gene
PET100,614770.0,gene
PET117,614771.0,gene
COA6,614772.0,gene
MSS51,614773.0,gene
PTCD1,614774.0,gene
COA3,614775.0,gene
SIK3,614776.0,gene
MMS19,614777.0,gene
CIAO2B,614778.0,gene
SNX10,614780.0,gene
TECPR1,614781.0,gene
POC1A,614783.0,gene
POC1B,614784.0,gene
MFF,614785.0,gene
TMEM207,614786.0,gene
POGZ,614787.0,gene
FGD5,614788.0,gene
EOGT,614789.0,gene
WTIP,614790.0,gene
MIR199B,614791.0,gene
TMUB1,614792.0,gene
MAP3K21,614793.0,gene
AGPAT3,614794.0,gene
AGPAT4,614795.0,gene
AGPAT5,614796.0,gene
PELI1,614797.0,gene
PELI2,614798.0,gene
C1ORF109,614799.0,gene
MSL1,614801.0,gene
MSL2,614802.0,gene
DMRTA1,614803.0,gene
DMRTA2,614804.0,gene
DMRTB1,614805.0,gene
DMRTC2,614806.0,gene
L3HYPDH,614811.0,gene
NUPR1,614812.0,gene
FRY,614818.0,gene
PTCSC3,614821.0,gene
AP5S1,614824.0,gene
REPS1,614825.0,gene
DNAJC11,614827.0,gene
POMGNT2,614828.0,gene
ODAPH,614829.0,gene
ACTBL2,614835.0,gene
ODAM,614843.0,gene
CEP164,614848.0,gene
CRLF3,614853.0,gene
LRRC59,614854.0,gene
TBC1D14,614855.0,gene
DNAAF5,614864.0,gene
DBET,614865.0,gene
VWA3B,614884.0,gene
AAGAB,614888.0,gene
BCKDK,614901.0,gene
ARHGAP33,614902.0,gene
SNX16,614903.0,gene
SNX7,614904.0,gene
SNX8,614905.0,gene
SNX11,614906.0,gene
PRPF39,614907.0,gene
HIKESHI,614908.0,gene
TMEM174,614909.0,gene
C1QTNF6,614910.0,gene
C1QTNF4,614911.0,gene
TRABD2A,614912.0,gene
TRABD2B,614913.0,gene
MIR298,614914.0,gene
RMND1,614917.0,gene
PTCD3,614918.0,gene
NOA1,614919.0,gene
OTOGL,614925.0,gene
LRRC6,614930.0,gene
LINCMD1,614933.0,gene
VTRNA2-1,614938.0,gene
PGAM5,614939.0,gene
PGS1,614942.0,gene
TRIAP1,614943.0,gene
TAMM41,614948.0,gene
TMEM231,614949.0,gene
TMEM17,614950.0,gene
HEATR3,614951.0,gene
SLFN5,614952.0,gene
SLFN11,614953.0,gene
SLFN12,614955.0,gene
SLFN12L,614956.0,gene
SLFN13,614957.0,gene
SLFN14,614958.0,gene
PLD6,614960.0,gene
ELFN1,614964.0,gene
SCRN1,614965.0,gene
SCRN2,614966.0,gene
SCRN3,614967.0,gene
SH2D4A,614968.0,gene
TUG1,614971.0,gene
FENDRR,614975.0,gene
LINC01081,614977.0,gene
LINC01082,614978.0,gene
ATP5IF1,614981.0,gene
SMCHD1,614982.0,gene
BATF2,614983.0,gene
DHTKD1,614984.0,gene
HELLPAR,614985.0,gene
CAMK2N1,614986.0,gene
EPS8L1,614987.0,gene
EPS8L2,614988.0,gene
EPS8L3,614989.0,gene
LINC00237,614992.0,gene
CAMKV,614993.0,gene
CAMK1G,614994.0,gene
IL17RE,614995.0,gene
GATAD2A,614997.0,gene
GATAD2B,614998.0,gene
CYP4X1,614999.0,gene
TECPR2,615000.0,gene
ZC3H12C,615001.0,gene
CAMKK2,615002.0,gene
DDHD2,615003.0,gene
LRIT3,615004.0,gene
H2AC11,615012.0,gene
H2AC12,615013.0,gene
H2AC21,615014.0,gene
H2AW,615015.0,gene
OR2J3,615016.0,gene
MIR139,615017.0,gene
ELP5,615019.0,gene
ELP6,615020.0,gene
SINHCAF,615027.0,gene
CBLN4,615029.0,gene
MIR410,615036.0,gene
MIR487B,615037.0,gene
CCDC114,615038.0,gene
NDST4,615039.0,gene
H2BC11,615044.0,gene
H2BC12,615045.0,gene
H2BU1,615046.0,gene
TANC2,615047.0,gene
WAC,615049.0,gene
ASB5,615050.0,gene
ASB6,615051.0,gene
ASB7,615052.0,gene
ASB8,615053.0,gene
ASB10,615054.0,gene
ASB13,615055.0,gene
ASB16,615056.0,gene
SCGB1D1,615060.0,gene
SCGB1D2,615061.0,gene
SCGB1D4,615062.0,gene
SCGB2B2,615063.0,gene
SLC25A29,615064.0,gene
EPG5,615068.0,gene
H4-16,615069.0,gene
MIR590,615070.0,gene
MGME1,615076.0,gene
TBC1D30,615077.0,gene
GOLT1B,615078.0,gene
INTS13,615079.0,gene
HARBI1,615086.0,gene
ATG13,615088.0,gene
ATG101,615089.0,gene
IFNL4,615090.0,gene
LY6K,615093.0,gene
PROX2,615094.0,gene
MIR217,615096.0,gene
SLC6A13,615097.0,gene
TTC28,615098.0,gene
ERFE,615099.0,gene
CTTNBP2NL,615100.0,gene
TUBB2A,615101.0,gene
TUBB6,615103.0,gene
NCKAP5L,615104.0,gene
MRI1,615105.0,gene
WDR53,615110.0,gene
DENND2D,615111.0,gene
ZNF516,615114.0,gene
ASXL3,615115.0,gene
SPEM1,615116.0,gene
C2ORF88,615117.0,gene
ANKRD13A,615123.0,gene
ANKRD13B,615124.0,gene
ANKRD13C,615125.0,gene
ANKRD13D,615126.0,gene
CENPX,615128.0,gene
GALNT5,615129.0,gene
GALNT11,615130.0,gene
GALNT15,615131.0,gene
GALNT16,615132.0,gene
GALNTL5,615133.0,gene
GALNT18,615136.0,gene
GALNT17,615137.0,gene
GALNTL6,615138.0,gene
C12ORF57,615140.0,gene
KIF2B,615142.0,gene
USP20,615143.0,gene
PRSS55,615144.0,gene
USP33,615146.0,gene
MIR551A,615148.0,gene
MIR495,615149.0,gene
MIR191,615150.0,gene
MIR30C1,615151.0,gene
KLHDC10,615152.0,gene
MLKL,615153.0,gene
DYDC1,615154.0,gene
HLA-DQB2,615161.0,gene
AKIRIN1,615164.0,gene
AKIRIN2,615165.0,gene
CMC1,615166.0,gene
LRWD1,615167.0,gene
AMZ1,615168.0,gene
AMZ2,615169.0,gene
RNFT1,615172.0,gene
LINC-ROR,615173.0,gene
TDH,615174.0,predominantly phenotypes
TLCD3B,615175.0,gene
NPTN-IT1,615176.0,gene
RNF126,615177.0,gene
KXD1,615178.0,gene
TIMM21,615180.0,gene
FAAP20,615183.0,gene
CWC22,615186.0,gene
PGAP2,615187.0,gene
ANKRD55,615189.0,gene
DHRS2,615194.0,gene
DHRS4L1,615195.0,gene
DHRS4L2,615196.0,gene
SLC35G5,615199.0,gene
PLEKHF1,615200.0,gene
MIR1909,615201.0,gene
MIR1915,615202.0,gene
RHBDD2,615203.0,gene
ATP5MD,615204.0,gene
SPINK13,615205.0,gene
PLEKHF2,615208.0,gene
MIR149,615209.0,gene
PCNP,615210.0,gene
UHRF2,615211.0,gene
LRRC38,615212.0,gene
LRRC55,615213.0,gene
KCNU1,615215.0,gene
KIFC2,615216.0,gene
LRRC52,615218.0,gene
IFNE,615223.0,gene
C1QL3,615227.0,gene
C1QL4,615229.0,gene
LINC01080,615230.0,gene
RC3H2,615231.0,gene
MIR7-1,615239.0,gene
KCTD15,615240.0,gene
TINCR,615241.0,gene
SMIM1,615242.0,gene
DEFB114,615243.0,gene
MIR671,615245.0,gene
ZBED2,615246.0,gene
POMK,615247.0,gene
ZBED3,615250.0,gene
ZBED5,615251.0,gene
ZBED6CL,615252.0,gene
ZBED8,615253.0,gene
ZBED9,615254.0,gene
METTL18,615255.0,gene
ETFBKMT,615256.0,gene
METTL21A,615257.0,gene
EEF1AKMT3,615258.0,gene
METTL21C,615259.0,gene
VCPKMT,615260.0,gene
METTL22,615261.0,gene
METTL23,615262.0,gene
EEF2KMT,615263.0,gene
FNBP4,615265.0,gene
ACOD1,615275.0,gene
CERS3,615276.0,gene
EXOC8,615283.0,gene
DRC1,615288.0,gene
MISP,615289.0,gene
B3GALT6,615291.0,gene
FAM111A,615292.0,gene
USP34,615295.0,gene
IL1F10,615296.0,gene
NXNL2,615299.0,gene
TMEM214,615301.0,gene
ADAT3,615302.0,gene
TRG-TCC1-1,615303.0,gene
TRV-CAC3-1,615304.0,gene
TRR-ACG1-2,615305.0,gene
TRV-CAC1-6,615306.0,gene
TRV-AAC5-1,615307.0,gene
TRV-AAC4-1,615308.0,gene
TRT-AGT2-2,615309.0,gene
TRV-AAC1-1,615310.0,gene
B3GNT7,615313.0,gene
B3GNT6,615315.0,gene
IBA57,615316.0,gene
ISCA2,615317.0,gene
TMEM14C,615318.0,gene
IMPACT,615319.0,gene
GMPPB,615320.0,gene
CLIC6,615321.0,gene
NRROS,615322.0,gene
JOSD1,615323.0,gene
JOSD2,615324.0,gene
IFNK,615326.0,gene
EXOC2,615329.0,gene
IRF2BP1,615331.0,gene
IRF2BP2,615332.0,gene
B3GNT5,615333.0,gene
CERS4,615334.0,gene
CERS5,615335.0,gene
CERS6,615336.0,gene
B3GNTL1,615337.0,gene
DNAJC15,615339.0,gene
KLHL40,615340.0,gene
CYP4A22,615341.0,gene
MYMK,615345.0,gene
ATAD2B,615347.0,gene
CCDC28A,615353.0,gene
LRIF1,615354.0,gene
B3GNT8,615357.0,gene
AK9,615358.0,gene
MIOS,615359.0,gene
AK7,615364.0,gene
AK8,615365.0,gene
NOL11,615366.0,gene
NTAN1,615367.0,gene
ANKS6,615370.0,gene
MIR1260B,615372.0,gene
IRAK1BP1,615375.0,gene
MIR650,615379.0,gene
AREL1,615380.0,gene
FIGNL1,615383.0,gene
SPIDR,615384.0,gene
MIR485,615385.0,gene
ADAT2,615388.0,gene
IDI2,615389.0,gene
IDI2-AS1,615391.0,gene
SFMBT2,615392.0,gene
MTERF4,615393.0,gene
NSUN4,615394.0,gene
THOC6,615403.0,gene
TM4SF20,615404.0,gene
GNG12,615405.0,gene
GNG12-AS1,615406.0,gene
ARL2BP,615407.0,gene
ARMC4,615408.0,gene
SPATA33,615409.0,gene
MRAP2,615410.0,gene
BHLHA9,615416.0,gene
BET1L,615417.0,gene
PRIMPOL,615421.0,gene
TRMT10C,615423.0,gene
ELMOD3,615427.0,gene
DDX47,615428.0,gene
TMEM241,615430.0,gene
ERO1A,615435.0,gene
ERO1B,615437.0,gene
TRBC2,615445.0,gene
TRBD1,615447.0,gene
TRBD2,615448.0,gene
TRGC2,615450.0,gene
PRNCR1,615452.0,gene
ELMOD1,615456.0,gene
DYNC2I1,615462.0,gene
SZT2,615463.0,gene
DDX59,615464.0,gene
TLNRD1,615466.0,gene
CPTP,615467.0,gene
MIR574,615469.0,gene
CEP89,615470.0,gene
COPZ1,615472.0,gene
DHX34,615475.0,gene
NYAP1,615477.0,gene
NYAP2,615478.0,gene
MYO16,615479.0,gene
BLACAT1,615480.0,gene
PTCD2,615484.0,gene
SNORA2C,615487.0,gene
KANSL2,615488.0,gene
CFAP298,615494.0,gene
GMPPA,615495.0,gene
AGBL1,615496.0,gene
MIEF1,615497.0,gene
MIEF2,615498.0,gene
PDP2,615499.0,gene
NISCH,615507.0,gene
MIR675,615509.0,gene
CDK12,615514.0,gene
TOM1L2,615519.0,gene
MIR297,615520.0,gene
STAC3,615521.0,gene
COPG1,615525.0,gene
COPZ2,615526.0,gene
TMEM79,615531.0,gene
ERMARD,615532.0,gene
TMEM126B,615533.0,gene
TIMMDC1,615534.0,gene
SYNE4,615535.0,gene
C2ORF80,615536.0,gene
ARPIN,615543.0,gene
ARMC5,615549.0,gene
ATAT1,615556.0,gene
SPAG5,615562.0,gene
NRBP2,615563.0,gene
SFXN4,615564.0,gene
BTBD3,615566.0,gene
COQ8B,615567.0,gene
SCHLAP1,615568.0,gene
SFXN1,615569.0,gene
SFXN2,615570.0,gene
SFXN3,615571.0,gene
SFXN5,615572.0,gene
MIR185,615576.0,gene
ATXN7L3B,615579.0,gene
ZNF528,615580.0,gene
DUX4L9,615581.0,gene
FAM111B,615584.0,gene
SLC38A8,615585.0,gene
CEP19,615586.0,gene
NUP188,615587.0,gene
SMDT1,615588.0,gene
APELA,615594.0,gene
ZNF582,615600.0,gene
GADL1,615601.0,gene
CPPED1,615603.0,gene
BTNL8,615606.0,gene
VSIR,615608.0,gene
SIAH3,615609.0,gene
CDHR3,615610.0,gene
CLPX,615611.0,gene
HCCAT5,615613.0,gene
MMS22L,615614.0,gene
POGLUT1,615618.0,gene
KPTN,615620.0,gene
THRIL,615622.0,gene
COA7,615623.0,gene
CRNDE,615624.0,gene
CDIN1,615626.0,gene
BRI3BP,615627.0,gene
BRI3,615628.0,gene
CHCHD6,615634.0,gene
ZFR,615635.0,gene
NCAPD2,615638.0,gene
SCARNA10,615639.0,gene
SCARNA5,615640.0,gene
SCARNA6,615641.0,gene
SCARNA12,615642.0,gene
SCARNA7,615644.0,gene
SCARNA17,615645.0,gene
SCARNA8,615646.0,gene
TEX19,615647.0,gene
NLRC3,615648.0,gene
RGS22,615650.0,gene
ACOT13,615652.0,gene
THEM5,615653.0,gene
ZRANB3,615655.0,gene
MIR142,615657.0,gene
TMEM131,615659.0,gene
RPL10A,615660.0,gene
PDCD2L,615661.0,gene
SERPINB12,615662.0,gene
TESPA1,615664.0,gene
TRMT9B,615666.0,gene
ERCC6L2,615667.0,gene
EMB,615669.0,gene
SETD3,615671.0,gene
MIR497,615672.0,gene
MIR301A,615675.0,gene
TDRG1,615676.0,gene
SERPINA9,615677.0,gene
SH3BGRL2,615678.0,gene
SH3BGRL3,615679.0,gene
CARD16,615680.0,gene
SERPINB11,615682.0,gene
HFM1,615684.0,gene
BECN2,615687.0,gene
AMIGO1,615689.0,gene
AMIGO2,615690.0,gene
AMIGO3,615691.0,gene
CHID1,615692.0,gene
COLCA1,615693.0,gene
COLCA2,615694.0,gene
HEXIM2,615695.0,gene
PLD3,615698.0,gene
C11ORF95,615699.0,gene
PYDC1,615700.0,gene
PYDC2,615701.0,gene
OR5AN1,615702.0,gene
ZNF451,615708.0,gene
OTULIN,615712.0,gene
ZMYND8,615713.0,gene
ZNRD1ASP,615714.0,gene
BPIFB3,615717.0,gene
