orpha_code,disease_name,disorder_type,gene_symbol,gene_name,gene_locus,association_type,omim_gene,hgnc,ensembl
ORPHA:521414,Autosomal dominant Charcot-Marie-Tooth disease type 2DD,Disease,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,1p13.1,Disease-causing germline mutation(s) in,182310,799,ENSG00000163399
ORPHA:521258,Xq25 microduplication syndrome,Malformation syndrome,STAG2,STAG2 cohesin complex component,Xq25,Role in the phenotype of,300826,11355,ENSG00000101972
ORPHA:521305,Proximal myopathy with focal depletion of mitochondria,Disease,CHKB,choline kinase beta,22q13.33,Disease-causing germline mutation(s) in,612395,1938,ENSG00000100288
ORPHA:521390,Spastic paraplegia-intellectual disability-nystagmus-obesity syndrome,Malformation syndrome,KIDINS220,kinase D interacting substrate 220,2p25.1,Disease-causing germline mutation(s) in,615759,29508,ENSG00000134313
ORPHA:521406,Dystonia-parkinsonism-hypermanganesemia syndrome,Disease,SLC39A14,solute carrier family 39 member 14,8p21.3,Disease-causing germline mutation(s) in,608736,20858,ENSG00000104635
ORPHA:89838,Autosomal recessive generalized epidermolysis bullosa simplex,Disease,KRT14,keratin 14,17q21.2,Disease-causing germline mutation(s) in,148066,6416,ENSG00000186847
ORPHA:521411,Autosomal recessive axonal Charcot-Marie-Tooth disease due to copper metabolism defect,Disease,SCO2,synthesis of cytochrome C oxidase 2,22q13.33,Disease-causing germline mutation(s) in,604272,10604,ENSG00000284194
ORPHA:88949,MUC1-related autosomal dominant tubulointerstitial kidney disease,Clinical subtype,MUC1,"mucin 1, cell surface associated",1q22,Disease-causing germline mutation(s) in,158340,7508,ENSG00000185499
ORPHA:88950,UMOD-related autosomal dominant tubulointerstitial kidney disease,Clinical subtype,UMOD,uromodulin,16p12.3,Disease-causing germline mutation(s) in,191845,12559,ENSG00000169344
ORPHA:88940,Pseudohypoaldosteronism type 2C,Etiological subtype,WNK1,WNK lysine deficient protein kinase 1,12p13.33,Disease-causing germline mutation(s) in,605232,14540,ENSG00000060237
ORPHA:88939,Pseudohypoaldosteronism type 2B,Etiological subtype,WNK4,WNK lysine deficient protein kinase 4,17q21.2,Disease-causing germline mutation(s) in,601844,14544,ENSG00000126562
ORPHA:88924,Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis,Disease,TSC2,TSC complex subunit 2,16p13.3,Role in the phenotype of,191092,12363,ENSG00000103197
ORPHA:88924,Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis,Disease,PKD1,"polycystin 1, transient receptor potential channel interacting",16p13.3,Role in the phenotype of,601313,9008,ENSG00000008710
ORPHA:88918,Autosomal dominant Alport syndrome,Clinical subtype,COL4A3,collagen type IV alpha 3 chain,2q36.3,Disease-causing germline mutation(s) in,120070,2204,ENSG00000169031
ORPHA:88918,Autosomal dominant Alport syndrome,Clinical subtype,COL4A4,collagen type IV alpha 4 chain,2q36.3,Disease-causing germline mutation(s) in,120131,2206,ENSG00000081052
ORPHA:88919,Autosomal recessive Alport syndrome,Clinical subtype,COL4A3,collagen type IV alpha 3 chain,2q36.3,Disease-causing germline mutation(s) in,120070,2204,ENSG00000169031
ORPHA:88919,Autosomal recessive Alport syndrome,Clinical subtype,COL4A4,collagen type IV alpha 4 chain,2q36.3,Disease-causing germline mutation(s) in,120131,2206,ENSG00000081052
ORPHA:88917,X-linked Alport syndrome,Clinical subtype,COL4A5,collagen type IV alpha 5 chain,Xq22.3,Disease-causing germline mutation(s) in,303630,2207,ENSG00000188153
ORPHA:93256,Fragile X-associated tremor/ataxia syndrome,Malformation syndrome,FMR1,fragile X messenger ribonucleoprotein 1,Xq27.3,Disease-causing germline mutation(s) (gain of function) in,309550,3775,ENSG00000102081
ORPHA:528105,Hypohidrosis-electrolyte imbalance-lacrimal gland dysfunction-ichthyosis-xerostomia syndrome,Disease,CLDN10,claudin 10,13q32.1,Disease-causing germline mutation(s) in,617579,2033,ENSG00000134873
ORPHA:528091,Hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome,Disease,LARS2,"leucyl-tRNA synthetase 2, mitochondrial",3p21.31,Candidate gene tested in,604544,17095,ENSG00000011376
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,ZMIZ1,zinc finger MIZ-type containing 1,10q22.3,Disease-causing germline mutation(s) in,607159,16493,ENSG00000108175
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,PUS7,pseudouridine synthase 7,7q22.3,Disease-causing germline mutation(s) in,616261,26033,ENSG00000091127
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,TRAPPC4,trafficking protein particle complex subunit 4,11q23.3,Disease-causing germline mutation(s) in,610971,19943,ENSG00000196655
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,MAN2C1,mannosidase alpha class 2C member 1,15q24.2,Disease-causing germline mutation(s) in,154580,6827,ENSG00000140400
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,BAP1,BRCA1 associated deubiquitinase 1,3p21.1,Disease-causing germline mutation(s) in,603089,950,ENSG00000163930
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,TRIP12,thyroid hormone receptor interactor 12,2q36.3,Disease-causing germline mutation(s) in,604506,12306,ENSG00000153827
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,ZNF526,zinc finger protein 526,19q13.2,Disease-causing germline mutation(s) in,614387,29415,ENSG00000167625
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,BCORL1,BCL6 corepressor like 1,Xq26.1,Disease-causing germline mutation(s) in,300688,25657,ENSG00000085185
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,CHD5,chromodomain helicase DNA binding protein 5,1p36.31,Disease-causing germline mutation(s) (loss of function) in,610771,16816,ENSG00000116254
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,PAK3,p21 (RAC1) activated kinase 3,Xq23,Disease-causing germline mutation(s) (loss of function) in,300142,8592,ENSG00000077264
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,BRWD3,bromodomain and WD repeat domain containing 3,Xq21.1,Disease-causing germline mutation(s) in,300553,17342,ENSG00000165288
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,TBR1,T-box brain transcription factor 1,2q24.2,Disease-causing germline mutation(s) in,604616,11590,ENSG00000136535
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,AGO1,argonaute RISC component 1,1p34.3,Disease-causing germline mutation(s) in,606228,3262,ENSG00000092847
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,KMT2E,lysine methyltransferase 2E (inactive),7q22.3,Disease-causing germline mutation(s) in,608444,18541,ENSG00000005483
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,SVBP,small vasohibin binding protein,1p34.2,Disease-causing germline mutation(s) (loss of function) in,617853,29204,ENSG00000177868
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,CERT1,ceramide transporter 1,5q13.3,Disease-causing germline mutation(s) in,604677,2205,ENSG00000113163
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,FBXW11,F-box and WD repeat domain containing 11,5q35.1,Disease-causing germline mutation(s) in,605651,13607,ENSG00000072803
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,ANKRD17,ankyrin repeat domain 17,4q13.3,Disease-causing germline mutation(s) in,615929,23575,ENSG00000132466
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,EMC10,ER membrane protein complex subunit 10,19q13.33,Disease-causing germline mutation(s) in,614545,27609,ENSG00000161671
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,SPTBN1,"spectrin beta, non-erythrocytic 1",2p16.2,Disease-causing germline mutation(s) in,182790,11275,ENSG00000115306
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,LMBRD2,LMBR1 domain containing 2,5p13.2,Disease-causing germline mutation(s) in,619490,25287,ENSG00000164187
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,TRMT1,tRNA methyltransferase 1,19p13.13,Disease-causing germline mutation(s) in,611669,25980,ENSG00000104907
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,CNOT1,CCR4-NOT transcription complex subunit 1,16q21,Disease-causing germline mutation(s) in,604917,7877,ENSG00000125107
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,CDK8,cyclin dependent kinase 8,13q12.13,Disease-causing germline mutation(s) in,603184,1779,ENSG00000132964
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,PGM2L1,phosphoglucomutase 2 like 1,11q13.4,Disease-causing germline mutation(s) in,611610,20898,ENSG00000165434
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,CTR9,CTR9 component of Paf1/RNA polymerase II complex,11p15.4,Disease-causing germline mutation(s) in,609366,16850,ENSG00000198730
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,RALA,RAS like proto-oncogene A,7p14.1,Disease-causing germline mutation(s) in,179550,9839,ENSG00000006451
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,NOVA2,NOVA alternative splicing regulator 2,19q13.32,Disease-causing germline mutation(s) in,601991,7887,ENSG00000104967
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,HNRNPC,heterogeneous nuclear ribonucleoprotein C,14q11.2,Disease-causing germline mutation(s) in,164020,5035,ENSG00000092199
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,ATP6V0A1,ATPase H+ transporting V0 subunit a1,17q21.2,Disease-causing germline mutation(s) in,192130,865,ENSG00000033627
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,TAF4,TATA-box binding protein associated factor 4,20q13.33,Disease-causing germline mutation(s) (loss of function) in,601796,11537,ENSG00000130699
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,EIF4A2,eukaryotic translation initiation factor 4A2,3q27.3,Disease-causing germline mutation(s) (loss of function) in,601102,3284,ENSG00000156976
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,SCAF4,SR-related CTD associated factor 4,21q22.11,Disease-causing germline mutation(s) (loss of function) in,616023,19304,ENSG00000156304
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,CAPRIN1,cell cycle associated protein 1,11p13,Disease-causing germline mutation(s) (loss of function) in,601178,6743,ENSG00000135387
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,PPP2CA,protein phosphatase 2 catalytic subunit alpha,5q31.1,Disease-causing germline mutation(s) in,176915,9299,ENSG00000113575
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,MED12L,mediator complex subunit 12L,3q25.1,Disease-causing germline mutation(s) in,611318,16050,ENSG00000144893
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,TMEM222,transmembrane protein 222,1p36.11,Disease-causing germline mutation(s) in,619469,25363,ENSG00000186501
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,OTUD5,OTU deubiquitinase 5,Xp11.23,Disease-causing germline mutation(s) in,300713,25402,ENSG00000068308
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,SIAH1,siah E3 ubiquitin protein ligase 1,16q12.1,Disease-causing germline mutation(s) in,602212,10857,ENSG00000196470
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,RAC3,Rac family small GTPase 3,17q25.3,Disease-causing germline mutation(s) in,602050,9803,ENSG00000169750
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,FAM50A,family with sequence similarity 50 member A,Xq28,Disease-causing germline mutation(s) in,300453,18786,ENSG00000071859
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,ZMYM2,zinc finger MYM-type containing 2,13q12.11,Disease-causing germline mutation(s) (loss of function) in,602221,12989,ENSG00000121741
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,AP1G1,adaptor related protein complex 1 subunit gamma 1,16q22.2,Disease-causing germline mutation(s) in,603533,555,ENSG00000166747
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,ATP9A,ATPase phospholipid transporting 9A,20q13.2,Disease-causing germline mutation(s) in,609126,13540,ENSG00000054793
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,DOHH,deoxyhypusine hydroxylase,19p13.3,Disease-causing germline mutation(s) in,611262,28662,ENSG00000129932
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,ADGRL1,adhesion G protein-coupled receptor L1,19p13.12,Disease-causing germline mutation(s) in,616416,20973,ENSG00000072071
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,CSNK2A1,casein kinase 2 alpha 1,20p13,Disease-causing germline mutation(s) in,115440,2457,ENSG00000101266
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,TNRC6B,trinucleotide repeat containing adaptor 6B,22q13.1,Disease-causing germline mutation(s) in,610740,29190,ENSG00000100354
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,CUL3,cullin 3,2q36.2,Disease-causing germline mutation(s) in,603136,2553,ENSG00000036257
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,SETD5,SET domain containing 5,3p25.3,Disease-causing germline mutation(s) in,615743,25566,ENSG00000168137
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,SRCAP,Snf2 related CREBBP activator protein,16p11.2,Disease-causing germline mutation(s) in,611421,16974,ENSG00000080603
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,RNF2,ring finger protein 2,1q25.3,Disease-causing germline mutation(s) in,608985,10061,ENSG00000121481
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein,6q14.3,Disease-causing germline mutation(s) in,616686,16918,ENSG00000135316
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,GNB2,G protein subunit beta 2,7q22.1,Disease-causing germline mutation(s) in,139390,4398,ENSG00000172354
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,PRPF8,pre-mRNA processing factor 8,17p13.3,Disease-causing germline mutation(s) (loss of function) in,607300,17340,ENSG00000174231
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,NRCAM,neuronal cell adhesion molecule,7q31.1,Disease-causing germline mutation(s) in,601581,7994,ENSG00000091129
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,H4C5,H4 clustered histone 5,6p22.2,Disease-causing germline mutation(s) in,602830,4790,ENSG00000276966
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,TIAM1,TIAM Rac1 associated GEF 1,21q22.11,Disease-causing germline mutation(s) (loss of function) in,600687,11805,ENSG00000156299
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,CACNA1C,calcium voltage-gated channel subunit alpha1 C,12p13.33,Disease-causing germline mutation(s) in,114205,1390,ENSG00000151067
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,WDFY3,WD repeat and FYVE domain containing 3,4q21.23,Disease-causing germline mutation(s) (loss of function) in,617485,20751,ENSG00000163625
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,GRIK2,glutamate ionotropic receptor kainate type subunit 2,6q16.3,Disease-causing germline mutation(s) (loss of function) in,138244,4580,ENSG00000164418
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,NTNG1,netrin G1,1p13.3,Disease-causing germline mutation(s) in,608818,23319,ENSG00000162631
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,CNOT3,CCR4-NOT transcription complex subunit 3,19q13.42,Disease-causing germline mutation(s) in,604910,7879,ENSG00000088038
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,UBR7,ubiquitin protein ligase E3 component n-recognin 7,14q32.12,Disease-causing germline mutation(s) in,613816,20344,ENSG00000012963
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,WASF1,WASP family member 1,6q21,Disease-causing germline mutation(s) in,605035,12732,ENSG00000112290
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,ZNF142,zinc finger protein 142,2q35,Disease-causing germline mutation(s) in,604083,12927,ENSG00000115568
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,SETD1A,"SET domain containing 1A, histone lysine methyltransferase",16p11.2,Disease-causing germline mutation(s) in,611052,29010,ENSG00000099381
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,MADD,MAP kinase activating death domain,11p11.2,Disease-causing germline mutation(s) in,603584,6766,ENSG00000110514
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,NTNG2,netrin G2,9q34.13,Disease-causing germline mutation(s) in,618689,14288,ENSG00000196358
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,H4C3,H4 clustered histone 3,6p22.2,Disease-causing germline mutation(s) in,602827,4787,ENSG00000197061
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,CCDC32,coiled-coil domain containing 32,15q15.1,Disease-causing germline mutation(s) in,618941,28295,ENSG00000128891
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,PALS1,"protein associated with LIN7 1, MAGUK p55 family member",14q23.3,Disease-causing germline mutation(s) in,606958,18669,ENSG00000072415
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,KDM4B,lysine demethylase 4B,19p13.3,Disease-causing germline mutation(s) in,609765,29136,ENSG00000127663
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,ACTL6B,actin like 6B,7q22.1,Disease-causing germline mutation(s) in,612458,160,ENSG00000077080
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,DLG4,discs large MAGUK scaffold protein 4,17p13.1,Disease-causing germline mutation(s) in,602887,2903,ENSG00000132535
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,DDX6,DEAD-box helicase 6,11q23.3,Disease-causing germline mutation(s) in,600326,2747,ENSG00000110367
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,DPYSL5,dihydropyrimidinase like 5,2p23.3,Disease-causing germline mutation(s) (loss of function) in,608383,20637,ENSG00000157851
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,MED27,mediator complex subunit 27,9q34.13,Disease-causing germline mutation(s) in,605044,2377,ENSG00000160563
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,HPDL,4-hydroxyphenylpyruvate dioxygenase like,1p34.1,Disease-causing germline mutation(s) in,618994,28242,ENSG00000186603
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,HS2ST1,heparan sulfate 2-O-sulfotransferase 1,1p22.3,Disease-causing germline mutation(s) in,604844,5193,ENSG00000153936
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,GRIA4,glutamate ionotropic receptor AMPA type subunit 4,11q22.3,Disease-causing germline mutation(s) in,138246,4574,ENSG00000152578
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,MED13,mediator complex subunit 13,17q23.2,Disease-causing germline mutation(s) in,603808,22474,ENSG00000108510
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,TCF20,transcription factor 20,22q13.2,Disease-causing germline mutation(s) in,603107,11631,ENSG00000100207
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,TCF7L2,transcription factor 7 like 2,10q25.2-q25.3,Disease-causing germline mutation(s) in,602228,11641,ENSG00000148737
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,JARID2,jumonji and AT-rich interaction domain containing 2,6p22.3,Disease-causing germline mutation(s) in,601594,6196,ENSG00000008083
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,HUWE1,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1",Xp11.22,Disease-causing germline mutation(s) in,300697,30892,ENSG00000086758
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,PTPN23,protein tyrosine phosphatase non-receptor type 23,3p21.31,Disease-causing germline mutation(s) in,606584,14406,ENSG00000076201
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3,16p13.3,Disease-causing germline mutation(s) in,605431,6884,ENSG00000138834
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,TANC2,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",17q23.2-q23.3,Disease-causing germline mutation(s) in,615047,30212,ENSG00000170921
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,EIF5A,eukaryotic translation initiation factor 5A,17p13.1,Disease-causing germline mutation(s) (loss of function) in,600187,3300,ENSG00000132507
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,ZNF699,zinc finger protein 699,19p13.2,Disease-causing germline mutation(s) in,609571,24750,ENSG00000196110
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,H4C9,H4 clustered histone 9,6p22.1,Disease-causing germline mutation(s) in,602833,4793,ENSG00000276180
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,DOCK3,dedicator of cytokinesis 3,3p21.2,Disease-causing germline mutation(s) (loss of function) in,603123,2989,ENSG00000088538
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,NAA15,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",4q31.1,Disease-causing germline mutation(s) (loss of function) in,608000,30782,ENSG00000164134
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,RORA,RAR related orphan receptor A,15q22.2,Disease-causing germline mutation(s) in,600825,10258,ENSG00000069667
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,RLIM,"ring finger protein, LIM domain interacting",Xq13.2,Disease-causing germline mutation(s) in,300379,13429,ENSG00000131263
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,ACTL6A,actin like 6A,3q26.33,Disease-causing germline mutation(s) (loss of function) in,604958,24124,ENSG00000136518
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,CLCN3,chloride voltage-gated channel 3,4q33,Disease-causing germline mutation(s) in,600580,2021,ENSG00000109572
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,AGO2,"argonaute 2, RISC catalytic component",8q24.3,Disease-causing germline mutation(s) (loss of function) in,606229,3263,ENSG00000123908
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,KAT8,lysine acetyltransferase 8,16p11.2,Disease-causing germline mutation(s) in,609912,17933,ENSG00000103510
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,HTT,huntingtin,4p16.3,Disease-causing germline mutation(s) in,613004,4851,ENSG00000197386
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,ATP2B1,ATPase plasma membrane Ca2+ transporting 1,12q21.33,Disease-causing germline mutation(s) in,108731,814,ENSG00000070961
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,PLXNA1,plexin A1,3q21.3,Disease-causing germline mutation(s) in,601055,9099,ENSG00000114554
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,KMT2B,lysine methyltransferase 2B,19q13.12,Disease-causing germline mutation(s) in,606834,15840,ENSG00000272333
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,PCDHGC4,"protocadherin gamma subfamily C, 4",5q31.3,Disease-causing germline mutation(s) in,606305,8717,ENSG00000242419
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,CPSF3,cleavage and polyadenylation specific factor 3,2p25.1,Disease-causing germline mutation(s) in,606029,2326,ENSG00000119203
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,MSL2,MSL complex subunit 2,3q22.3,Disease-causing germline mutation(s) in,614802,25544,ENSG00000174579
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,UPF1,UPF1 RNA helicase and ATPase,19p13.11,Disease-causing germline mutation(s) in,601430,9962,ENSG00000005007
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,FBXO11,F-box protein 11,2p16.3,Disease-causing germline mutation(s) in,607871,13590,ENSG00000138081
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,MYCBP2,MYC binding protein 2,13q22.3,Disease-causing germline mutation(s) (loss of function) in,610392,23386,ENSG00000005810
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,FBXW7,F-box and WD repeat domain containing 7,4q31.3,Disease-causing germline mutation(s) in,606278,16712,ENSG00000109670
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,ZNF292,zinc finger protein 292,6q14.3,Disease-causing germline mutation(s) in,,18410,
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,WARS1,tryptophanyl-tRNA synthetase 1,14q32.2,Disease-causing germline mutation(s) in,191050,12729,ENSG00000140105
ORPHA:528084,Non-specific syndromic intellectual disability,Disease,PSMD12,"proteasome 26S subunit, non-ATPase 12",17q24.2,Disease-causing germline mutation(s) in,604450,9557,ENSG00000197170
ORPHA:93262,Crouzon syndrome-acanthosis nigricans syndrome,Malformation syndrome,FGFR3,fibroblast growth factor receptor 3,4p16.3,Disease-causing germline mutation(s) in,134934,3690,ENSG00000068078
ORPHA:93260,Pfeiffer syndrome type 3,Clinical subtype,FGFR2,fibroblast growth factor receptor 2,10q26.13,Disease-causing germline mutation(s) (gain of function) in,176943,3689,ENSG00000066468
ORPHA:93259,Pfeiffer syndrome type 2,Clinical subtype,FGFR2,fibroblast growth factor receptor 2,10q26.13,Disease-causing germline mutation(s) (gain of function) in,176943,3689,ENSG00000066468
ORPHA:93258,Pfeiffer syndrome type 1,Clinical subtype,FGFR1,fibroblast growth factor receptor 1,8p11.23,Disease-causing germline mutation(s) in,136350,3688,ENSG00000077782
ORPHA:93258,Pfeiffer syndrome type 1,Clinical subtype,FGFR2,fibroblast growth factor receptor 2,10q26.13,Disease-causing germline mutation(s) (gain of function) in,176943,3689,ENSG00000066468
ORPHA:93271,"Short rib-polydactyly syndrome, Verma-Naumoff type",Malformation syndrome,IFT80,intraflagellar transport 80,3q25.33,Disease-causing germline mutation(s) in,611177,29262,ENSG00000068885
ORPHA:93271,"Short rib-polydactyly syndrome, Verma-Naumoff type",Malformation syndrome,DYNC2H1,dynein cytoplasmic 2 heavy chain 1,11q22.3,Disease-causing germline mutation(s) in,603297,2962,ENSG00000187240
ORPHA:93271,"Short rib-polydactyly syndrome, Verma-Naumoff type",Malformation syndrome,WDR35,WD repeat domain 35,2p24.1,Disease-causing germline mutation(s) in,613602,29250,ENSG00000118965
ORPHA:93271,"Short rib-polydactyly syndrome, Verma-Naumoff type",Malformation syndrome,DYNC2I1,dynein 2 intermediate chain 1,7q36.3,Disease-causing germline mutation(s) in,615462,21862,ENSG00000126870
ORPHA:93271,"Short rib-polydactyly syndrome, Verma-Naumoff type",Malformation syndrome,DYNC2I2,dynein 2 intermediate chain 2,9q34.11,Disease-causing germline mutation(s) in,613363,28296,ENSG00000119333
ORPHA:93269,"Short rib-polydactyly syndrome, Majewski type",Malformation syndrome,TRAF3IP1,TRAF3 interacting protein 1,2q37.3,Disease-causing germline mutation(s) in,607380,17861,ENSG00000204104
ORPHA:93269,"Short rib-polydactyly syndrome, Majewski type",Malformation syndrome,DYNC2H1,dynein cytoplasmic 2 heavy chain 1,11q22.3,Disease-causing germline mutation(s) in,603297,2962,ENSG00000187240
ORPHA:93269,"Short rib-polydactyly syndrome, Majewski type",Malformation syndrome,NEK1,NIMA related kinase 1,4q33,Disease-causing germline mutation(s) in,604588,7744,ENSG00000137601
ORPHA:93270,"Short rib-polydactyly syndrome, Saldino-Noonan type",Malformation syndrome,DYNC2H1,dynein cytoplasmic 2 heavy chain 1,11q22.3,Disease-causing germline mutation(s) in,603297,2962,ENSG00000187240
ORPHA:93268,"Short rib-polydactyly syndrome, Beemer-Langer type",Malformation syndrome,IFT80,intraflagellar transport 80,3q25.33,Disease-causing germline mutation(s) in,611177,29262,ENSG00000068885
ORPHA:93268,"Short rib-polydactyly syndrome, Beemer-Langer type",Malformation syndrome,IFT122,intraflagellar transport 122,3q21.3-q22.1,Candidate gene tested in,606045,13556,ENSG00000163913
ORPHA:93282,"Spondyloepimetaphyseal dysplasia, PAPSS2 type",Disease,PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,10q23.2-q23.31,Disease-causing germline mutation(s) in,603005,8604,ENSG00000198682
ORPHA:93283,"Spondyloepiphyseal dysplasia, Kimberley type",Disease,ACAN,aggrecan,15q26.1,Disease-causing germline mutation(s) in,155760,319,ENSG00000157766
